farm_id,warehouse,harvest_tons
Farm_07622,WH11,64.05
Farm_07623,WH11,57.81
Farm_07624,WH01,55.41
Farm_07625,WH05,60.78
Farm_07626,WH09,47.07
Farm_07627,WH12,15.08
Farm_07628,WH13,64.21
Farm_07629,WH18,68.24
Farm_07630,WH08,24.11
Farm_07631,WH06,27.57
Farm_07632,WH18,69.85
Farm_07633,WH16,69.93
Farm_07634,WH07,59.51
Farm_07635,WH15,29.05
Farm_07636,WH13,70.25
Farm_07637,WH05,31.76
Farm_07638,WH11,51.57
Farm_07639,WH10,35.87
Farm_07640,WH08,36.04
Farm_07641,WH02,52.42
Farm_07642,WH12,8.54
Farm_07643,WH10,33.82
Farm_07644,WH13,51.29
Farm_07645,WH07,24.53
Farm_07646,WH05,52.55
Farm_07647,WH04,21.98
Farm_07648,WH01,13.15
Farm_07649,WH10,65.79
Farm_07650,WH04,74.23
Farm_07651,WH06,43.31
Farm_07652,WH13,31.41
Farm_07653,WH13,36.56
Farm_07654,WH19,63.08
Farm_07655,WH19,2.33
Farm_07656,WH17,58.43
Farm_07657,WH13,49.53
Farm_07658,WH19,69.5
Farm_07659,WH14,63.82
Farm_07660,WH12,30.69
Farm_07661,WH07,3.56
Farm_07662,WH11,11.5
Farm_07663,WH02,8.41
Farm_07664,WH15,7.14
Farm_07665,WH18,32.82
Farm_07666,WH11,73.42
Farm_07667,WH07,12.69
Farm_07668,WH06,18.61
Farm_07669,WH20,52.33
Farm_07670,WH03,23.03
Farm_07671,WH13,67.51
Farm_07672,WH06,49.07
Farm_07673,WH19,27.89
Farm_07674,WH06,28.77
Farm_07675,WH04,33.48
Farm_07676,WH07,30.85
Farm_07677,WH14,66.67
Farm_07678,WH05,33.4
Farm_07679,WH02,1.4
Farm_07680,WH14,27.84
Farm_07681,WH03,5.12
Farm_07682,WH06,42.52
Farm_07683,WH20,17.94
Farm_07684,WH15,49.21
Farm_07685,WH03,63.86
Farm_07686,WH01,6.54
Farm_07687,WH19,15.07
Farm_07688,WH15,15.93
Farm_07689,WH10,5.08
Farm_07690,WH04,72.15
Farm_07691,WH08,9.07
Farm_07692,WH09,60.57
Farm_07693,WH19,52.7
Farm_07694,WH18,51.68
Farm_07695,WH04,44.94
Farm_07696,WH16,73.96
Farm_07697,WH17,45.48
Farm_07698,WH11,19.13
Farm_07699,WH08,69.1
Farm_07700,WH14,12.57
Farm_07701,WH01,24.54
Farm_07702,WH14,70.0
Farm_07703,WH06,71.93
Farm_07704,WH05,60.65
Farm_07705,WH20,35.94
Farm_07706,WH03,5.19
Farm_07707,WH04,54.02
Farm_07708,WH10,29.64
Farm_07709,WH19,66.2
Farm_07710,WH03,72.51
Farm_07711,WH17,25.16
Farm_07712,WH11,42.66
Farm_07713,WH01,55.51
Farm_07714,WH09,72.16
Farm_07715,WH05,53.21
Farm_07716,WH09,63.45
Farm_07717,WH15,45.72
Farm_07718,WH12,7.12
Farm_07719,WH10,64.06
Farm_07720,WH01,63.95
Farm_07721,WH05,60.34
Farm_07722,WH13,63.29
Farm_07723,WH02,73.32
Farm_07724,WH19,63.36
Farm_07725,WH02,31.28
Farm_07726,WH17,23.6
Farm_07727,WH09,65.85
Farm_07728,WH10,72.87
Farm_07729,WH20,63.4
Farm_07730,WH11,8.99
Farm_07731,WH03,38.77
Farm_07732,WH03,51.5
Farm_07733,WH16,67.92
Farm_07734,WH02,35.5
Farm_07735,WH08,11.53
Farm_07736,WH10,33.82
Farm_07737,WH09,37.49
Farm_07738,WH02,69.8
Farm_07739,WH06,6.84
Farm_07740,WH16,73.57
Farm_07741,WH03,18.39
Farm_07742,WH02,42.52
Farm_07743,WH04,5.16
Farm_07744,WH03,31.46
Farm_07745,WH06,45.13
Farm_07746,WH02,41.86
Farm_07747,WH10,60.26
Farm_07748,WH14,50.9
Farm_07749,WH07,74.44
Farm_07750,WH19,11.46
Farm_07751,WH01,40.7
Farm_07752,WH14,31.53
Farm_07753,WH11,59.37
Farm_07754,WH19,39.19
Farm_07755,WH20,43.06
Farm_07756,WH13,9.18
Farm_07757,WH05,52.35
Farm_07758,WH11,57.59
Farm_07759,WH01,27.07
Farm_07760,WH09,17.56
Farm_07761,WH12,72.16
Farm_07762,WH10,22.02
Farm_07763,WH09,1.09
Farm_07764,WH07,35.52
Farm_07765,WH08,19.83
Farm_07766,WH13,68.47
Farm_07767,WH09,16.58
Farm_07768,WH02,21.56
Farm_07769,WH13,30.28
Farm_07770,WH02,30.82
Farm_07771,WH09,9.53
Farm_07772,WH03,41.78
Farm_07773,WH09,54.36
Farm_07774,WH06,61.8
Farm_07775,WH08,67.7
Farm_07776,WH13,63.06
Farm_07777,WH17,20.72
Farm_07778,WH16,68.93
Farm_07779,WH11,9.61
Farm_07780,WH19,27.06
Farm_07781,WH11,21.75
Farm_07782,WH15,52.99
Farm_07783,WH09,24.76
Farm_07784,WH16,53.84
Farm_07785,WH02,37.54
Farm_07786,WH16,26.99
Farm_07787,WH07,15.39
Farm_07788,WH20,36.18
Farm_07789,WH17,14.1
Farm_07790,WH02,44.0
Farm_07791,WH09,6.91
Farm_07792,WH11,48.57
Farm_07793,WH11,22.55
Farm_07794,WH16,8.49
Farm_07795,WH15,27.86
Farm_07796,WH02,64.33
Farm_07797,WH15,30.05
Farm_07798,WH09,18.94
Farm_07799,WH12,44.02
Farm_07800,WH14,48.79
Farm_07801,WH08,24.2
Farm_07802,WH04,5.85
Farm_07803,WH18,45.03
Farm_07804,WH14,25.21
Farm_07805,WH11,74.77
Farm_07806,WH14,31.41
Farm_07807,WH05,20.49
Farm_07808,WH11,61.49
Farm_07809,WH12,70.23
Farm_07810,WH07,61.8
Farm_07811,WH06,66.44
Farm_07812,WH18,50.59
Farm_07813,WH05,9.22
Farm_07814,WH03,4.31
Farm_07815,WH11,53.06
Farm_07816,WH15,32.87
Farm_07817,WH20,64.01
Farm_07818,WH18,54.34
Farm_07819,WH17,60.61
Farm_07820,WH10,15.49
Farm_07821,WH02,64.89
Farm_07822,WH02,62.15
Farm_07823,WH09,70.95
Farm_07824,WH10,29.2
Farm_07825,WH08,73.31
Farm_07826,WH09,62.14
Farm_07827,WH16,27.16
Farm_07828,WH07,39.5
Farm_07829,WH05,68.62
Farm_07830,WH02,17.16
Farm_07831,WH12,73.54
Farm_07832,WH04,62.96
Farm_07833,WH02,32.25
Farm_07834,WH15,14.97
Farm_07835,WH17,24.25
Farm_07836,WH20,72.48
Farm_07837,WH15,12.08
Farm_07838,WH03,3.31
Farm_07839,WH02,51.9
Farm_07840,WH06,43.34
Farm_07841,WH01,54.44
Farm_07842,WH18,53.79
Farm_07843,WH15,68.49
Farm_07844,WH20,12.05
Farm_07845,WH07,53.38
Farm_07846,WH16,66.03
Farm_07847,WH04,9.1
Farm_07848,WH01,46.23
Farm_07849,WH02,2.64
Farm_07850,WH05,4.35
Farm_07851,WH03,66.76
Farm_07852,WH09,16.21
Farm_07853,WH19,41.35
Farm_07854,WH11,24.42
Farm_07855,WH17,22.87
Farm_07856,WH05,4.1
Farm_07857,WH03,37.89
Farm_07858,WH09,16.01
Farm_07859,WH11,45.67
Farm_07860,WH17,2.07
Farm_07861,WH04,65.2
Farm_07862,WH02,6.42
Farm_07863,WH09,32.25
Farm_07864,WH12,55.31
Farm_07865,WH04,21.94
Farm_07866,WH03,26.95
Farm_07867,WH06,17.05
Farm_07868,WH05,62.59
Farm_07869,WH20,20.24
Farm_07870,WH02,25.49
Farm_07871,WH08,26.05
Farm_07872,WH01,45.77
Farm_07873,WH03,14.96
Farm_07874,WH04,38.39
Farm_07875,WH14,42.49
Farm_07876,WH01,63.65
Farm_07877,WH09,44.54
Farm_07878,WH07,61.82
Farm_07879,WH09,5.58
Farm_07880,WH02,34.63
Farm_07881,WH07,49.7
Farm_07882,WH19,37.5
Farm_07883,WH07,28.71
Farm_07884,WH17,49.94
Farm_07885,WH08,73.88
Farm_07886,WH12,35.31
Farm_07887,WH17,73.84
Farm_07888,WH11,30.65
Farm_07889,WH04,70.01
Farm_07890,WH10,9.2
Farm_07891,WH11,21.43
Farm_07892,WH16,59.43
Farm_07893,WH15,41.48
Farm_07894,WH16,57.62
Farm_07895,WH06,65.39
Farm_07896,WH01,68.76
Farm_07897,WH10,17.01
Farm_07898,WH12,27.03
Farm_07899,WH14,32.61
Farm_07900,WH20,15.07
Farm_07901,WH07,9.71
Farm_07902,WH18,60.64
Farm_07903,WH10,60.36
Farm_07904,WH03,29.49
Farm_07905,WH15,56.58
Farm_07906,WH17,19.41
Farm_07907,WH17,45.16
Farm_07908,WH17,9.57
Farm_07909,WH09,13.97
Farm_07910,WH01,26.99
Farm_07911,WH04,71.92
Farm_07912,WH02,45.15
Farm_07913,WH16,54.43
Farm_07914,WH02,70.67
Farm_07915,WH02,2.24
Farm_07916,WH08,20.74
Farm_07917,WH06,33.31
Farm_07918,WH20,47.32
Farm_07919,WH17,17.62
Farm_07920,WH09,32.73
Farm_07921,WH18,65.63
Farm_07922,WH08,40.47
Farm_07923,WH17,50.17
Farm_07924,WH13,38.33
Farm_07925,WH02,6.89
Farm_07926,WH11,17.61
Farm_07927,WH07,10.46
Farm_07928,WH05,17.62
Farm_07929,WH14,53.55
Farm_07930,WH01,60.86
Farm_07931,WH01,32.32
Farm_07932,WH05,65.59
Farm_07933,WH03,50.77
Farm_07934,WH01,33.9
Farm_07935,WH18,24.44
Farm_07936,WH20,11.31
Farm_07937,WH13,72.91
Farm_07938,WH02,25.48
Farm_07939,WH20,52.95
Farm_07940,WH18,70.83
Farm_07941,WH03,4.62
Farm_07942,WH01,61.13
Farm_07943,WH20,56.02
Farm_07944,WH08,41.03
Farm_07945,WH12,32.62
Farm_07946,WH18,15.09
Farm_07947,WH05,51.72
Farm_07948,WH05,46.1
Farm_07949,WH14,63.72
Farm_07950,WH07,39.3
Farm_07951,WH12,13.64
Farm_07952,WH17,40.74
Farm_07953,WH15,62.37
Farm_07954,WH03,38.54
Farm_07955,WH11,1.55
Farm_07956,WH17,59.72
Farm_07957,WH17,73.09
Farm_07958,WH08,62.09
Farm_07959,WH14,55.75
Farm_07960,WH16,43.7
Farm_07961,WH04,17.34
Farm_07962,WH01,45.65
Farm_07963,WH14,46.15
Farm_07964,WH20,32.94
Farm_07965,WH16,73.68
Farm_07966,WH01,19.89
Farm_07967,WH04,29.01
Farm_07968,WH20,29.12
Farm_07969,WH12,46.13
Farm_07970,WH02,0.73
Farm_07971,WH18,30.4
Farm_07972,WH16,26.47
Farm_07973,WH02,53.55
Farm_07974,WH09,48.33
Farm_07975,WH08,30.13
Farm_07976,WH02,15.56
Farm_07977,WH08,64.84
Farm_07978,WH05,65.29
Farm_07979,WH12,41.96
Farm_07980,WH05,16.72
Farm_07981,WH17,16.59
Farm_07982,WH11,70.08
Farm_07983,WH13,9.66
Farm_07984,WH07,72.22
Farm_07985,WH04,16.5
Farm_07986,WH09,50.5
Farm_07987,WH05,51.32
Farm_07988,WH07,22.52
Farm_07989,WH01,4.28
Farm_07990,WH12,35.12
Farm_07991,WH16,49.59
Farm_07992,WH17,68.65
Farm_07993,WH17,24.84
Farm_07994,WH07,53.97
Farm_07995,WH16,54.54
Farm_07996,WH01,52.9
Farm_07997,WH15,30.19
Farm_07998,WH15,55.94
Farm_07999,WH02,57.71
Farm_08000,WH03,32.39
Farm_08001,WH12,30.01
Farm_08002,WH04,56.25
Farm_08003,WH16,7.44
Farm_08004,WH09,55.42
Farm_08005,WH06,72.83
Farm_08006,WH15,37.61
Farm_08007,WH16,9.1
Farm_08008,WH04,73.19
Farm_08009,WH12,38.96
Farm_08010,WH11,2.01
Farm_08011,WH15,6.82
Farm_08012,WH17,3.3
Farm_08013,WH04,60.1
Farm_08014,WH12,16.3
Farm_08015,WH11,39.21
Farm_08016,WH12,65.95
Farm_08017,WH19,14.02
Farm_08018,WH08,32.19
Farm_08019,WH07,6.66
Farm_08020,WH16,65.93
Farm_08021,WH18,68.5
Farm_08022,WH13,70.71
Farm_08023,WH17,35.46
Farm_08024,WH13,72.89
Farm_08025,WH08,52.96
Farm_08026,WH06,3.84
Farm_08027,WH11,14.04
Farm_08028,WH09,13.79
Farm_08029,WH17,71.67
Farm_08030,WH16,57.22
Farm_08031,WH14,51.55
Farm_08032,WH10,12.26
Farm_08033,WH15,42.59
Farm_08034,WH19,30.07
Farm_08035,WH01,42.61
Farm_08036,WH16,8.26
Farm_08037,WH14,27.07
Farm_08038,WH06,72.32
Farm_08039,WH09,18.64
Farm_08040,WH11,15.25
Farm_08041,WH11,4.98
Farm_08042,WH11,30.43
Farm_08043,WH18,50.16
Farm_08044,WH18,69.71
Farm_08045,WH09,51.57
Farm_08046,WH09,73.82
Farm_08047,WH03,9.85
Farm_08048,WH01,34.93
Farm_08049,WH19,49.29
Farm_08050,WH06,42.29
Farm_08051,WH19,32.27
Farm_08052,WH19,40.18
Farm_08053,WH16,16.0
Farm_08054,WH08,49.95
Farm_08055,WH08,71.88
Farm_08056,WH14,64.15
Farm_08057,WH18,27.51
Farm_08058,WH17,32.04
Farm_08059,WH17,71.87
Farm_08060,WH07,19.97
Farm_08061,WH04,51.02
Farm_08062,WH03,62.28
Farm_08063,WH07,46.77
Farm_08064,WH17,7.88
Farm_08065,WH19,27.0
Farm_08066,WH01,5.34
Farm_08067,WH07,38.31
Farm_08068,WH04,53.35
Farm_08069,WH17,44.89
Farm_08070,WH17,58.43
Farm_08071,WH13,20.55
Farm_08072,WH07,9.0
Farm_08073,WH04,27.26
Farm_08074,WH11,49.52
Farm_08075,WH07,30.63
Farm_08076,WH17,73.35
Farm_08077,WH03,4.79
Farm_08078,WH06,48.37
Farm_08079,WH14,36.87
Farm_08080,WH04,55.23
Farm_08081,WH03,42.4
Farm_08082,WH19,44.56
Farm_08083,WH18,53.25
Farm_08084,WH18,28.66
Farm_08085,WH13,62.13
Farm_08086,WH11,35.23
Farm_08087,WH19,11.46
Farm_08088,WH20,19.5
Farm_08089,WH06,14.07
Farm_08090,WH07,8.39
Farm_08091,WH05,68.57
Farm_08092,WH07,54.44
Farm_08093,WH13,61.77
Farm_08094,WH16,65.88
Farm_08095,WH03,55.58
Farm_08096,WH05,22.06
Farm_08097,WH07,56.72
Farm_08098,WH06,62.7
Farm_08099,WH10,24.93
Farm_08100,WH19,49.24
Farm_08101,WH14,51.19
Farm_08102,WH11,27.37
Farm_08103,WH17,48.43
Farm_08104,WH16,44.13
Farm_08105,WH18,42.2
Farm_08106,WH14,33.93
Farm_08107,WH01,74.5
Farm_08108,WH11,16.87
Farm_08109,WH15,73.22
Farm_08110,WH19,20.75
Farm_08111,WH14,30.0
Farm_08112,WH03,14.79
Farm_08113,WH09,39.53
Farm_08114,WH14,39.25
Farm_08115,WH20,38.21
Farm_08116,WH06,44.3
Farm_08117,WH17,22.92
Farm_08118,WH13,17.88
Farm_08119,WH13,74.41
Farm_08120,WH20,21.97
Farm_08121,WH04,17.92
Farm_08122,WH20,64.44
Farm_08123,WH01,4.24
Farm_08124,WH16,21.5
Farm_08125,WH07,10.02
Farm_08126,WH03,70.91
Farm_08127,WH03,47.5
Farm_08128,WH20,21.62
Farm_08129,WH05,10.69
Farm_08130,WH02,52.57
Farm_08131,WH13,39.97
Farm_08132,WH11,70.74
Farm_08133,WH12,5.46
Farm_08134,WH17,41.7
Farm_08135,WH15,16.89
Farm_08136,WH05,21.39
Farm_08137,WH01,63.67
Farm_08138,WH12,33.85
Farm_08139,WH08,32.83
Farm_08140,WH17,33.37
Farm_08141,WH19,36.06
Farm_08142,WH13,69.23
Farm_08143,WH02,22.13
Farm_08144,WH20,6.83
Farm_08145,WH03,54.1
Farm_08146,WH03,67.78
Farm_08147,WH03,38.27
Farm_08148,WH12,32.51
Farm_08149,WH05,45.57
Farm_08150,WH20,20.82
Farm_08151,WH01,7.9
Farm_08152,WH20,50.54
Farm_08153,WH06,69.69
Farm_08154,WH08,56.45
Farm_08155,WH02,4.51
Farm_08156,WH14,61.26
Farm_08157,WH17,43.9
Farm_08158,WH20,60.94
Farm_08159,WH20,24.95
Farm_08160,WH16,37.25
Farm_08161,WH03,11.11
Farm_08162,WH01,19.41
Farm_08163,WH12,23.38
Farm_08164,WH17,14.06
Farm_08165,WH16,72.53
Farm_08166,WH18,54.43
Farm_08167,WH09,72.24
Farm_08168,WH04,34.33
Farm_08169,WH07,48.06
Farm_08170,WH14,32.15
Farm_08171,WH09,55.54
Farm_08172,WH10,6.64
Farm_08173,WH08,29.11
Farm_08174,WH06,20.16
Farm_08175,WH09,55.38
Farm_08176,WH08,73.33
Farm_08177,WH10,1.61
Farm_08178,WH06,44.12
Farm_08179,WH18,31.6
Farm_08180,WH19,10.67
Farm_08181,WH02,34.35
Farm_08182,WH10,62.09
Farm_08183,WH18,60.62
Farm_08184,WH18,70.15
Farm_08185,WH17,16.12
Farm_08186,WH14,49.03
Farm_08187,WH05,39.35
Farm_08188,WH03,27.55
Farm_08189,WH13,23.12
Farm_08190,WH01,17.24
Farm_08191,WH08,48.68
Farm_08192,WH16,33.25
Farm_08193,WH15,23.39
Farm_08194,WH03,32.28
Farm_08195,WH10,44.87
Farm_08196,WH10,74.09
Farm_08197,WH04,34.95
Farm_08198,WH10,27.09
Farm_08199,WH13,63.91
Farm_08200,WH06,2.21
Farm_08201,WH18,62.87
Farm_08202,WH06,44.88
Farm_08203,WH13,64.4
Farm_08204,WH19,52.78
Farm_08205,WH02,59.83
Farm_08206,WH15,25.02
Farm_08207,WH18,41.86
Farm_08208,WH03,50.62
Farm_08209,WH11,29.29
Farm_08210,WH18,25.37
Farm_08211,WH08,20.73
Farm_08212,WH12,0.53
Farm_08213,WH18,38.34
Farm_08214,WH13,2.12
Farm_08215,WH16,57.89
Farm_08216,WH17,41.57
Farm_08217,WH01,33.0
Farm_08218,WH06,12.48
Farm_08219,WH07,39.07
Farm_08220,WH18,23.91
Farm_08221,WH09,26.96
Farm_08222,WH19,19.6
Farm_08223,WH16,20.19
Farm_08224,WH18,71.06
Farm_08225,WH13,3.71
Farm_08226,WH11,23.8
Farm_08227,WH05,11.98
Farm_08228,WH01,4.5
Farm_08229,WH02,58.05
Farm_08230,WH03,10.91
Farm_08231,WH03,8.0
Farm_08232,WH16,29.08
Farm_08233,WH03,69.62
Farm_08234,WH12,11.56
Farm_08235,WH20,31.39
Farm_08236,WH09,21.07
Farm_08237,WH08,70.44
Farm_08238,WH13,63.35
Farm_08239,WH01,37.4
Farm_08240,WH14,25.59
Farm_08241,WH15,71.89
Farm_08242,WH08,14.83
Farm_08243,WH01,15.36
Farm_08244,WH04,11.42
Farm_08245,WH15,67.0
Farm_08246,WH14,36.91
Farm_08247,WH20,50.13
Farm_08248,WH19,12.12
Farm_08249,WH10,74.8
Farm_08250,WH02,46.41
Farm_08251,WH04,40.12
Farm_08252,WH13,42.36
Farm_08253,WH04,70.17
Farm_08254,WH13,22.61
Farm_08255,WH07,40.68
Farm_08256,WH18,1.04
Farm_08257,WH20,72.59
Farm_08258,WH05,44.55
Farm_08259,WH20,33.92
Farm_08260,WH20,8.35
Farm_08261,WH05,19.12
Farm_08262,WH12,65.44
Farm_08263,WH07,29.65
Farm_08264,WH01,11.3
Farm_08265,WH11,54.78
Farm_08266,WH15,24.0
Farm_08267,WH09,13.67
Farm_08268,WH05,51.89
Farm_08269,WH19,19.12
Farm_08270,WH07,16.97
Farm_08271,WH09,36.08
Farm_08272,WH19,18.24
Farm_08273,WH19,35.05
Farm_08274,WH13,26.0
Farm_08275,WH06,40.91
Farm_08276,WH07,28.23
Farm_08277,WH19,10.38
Farm_08278,WH03,19.17
Farm_08279,WH11,27.41
Farm_08280,WH20,68.61
Farm_08281,WH20,53.1
Farm_08282,WH10,37.47
Farm_08283,WH01,42.35
Farm_08284,WH08,51.04
Farm_08285,WH11,13.02
Farm_08286,WH06,24.47
Farm_08287,WH14,26.33
Farm_08288,WH01,2.83
Farm_08289,WH06,41.97
Farm_08290,WH12,3.16
Farm_08291,WH11,16.7
Farm_08292,WH17,32.5
Farm_08293,WH04,70.22
Farm_08294,WH17,8.69
Farm_08295,WH19,33.0
Farm_08296,WH04,27.28
Farm_08297,WH18,44.77
Farm_08298,WH18,70.85
Farm_08299,WH12,54.01
Farm_08300,WH18,58.68
Farm_08301,WH17,65.15
Farm_08302,WH15,59.96
Farm_08303,WH16,57.28
Farm_08304,WH17,45.14
Farm_08305,WH12,42.44
Farm_08306,WH09,20.42
Farm_08307,WH16,23.67
Farm_08308,WH19,32.43
Farm_08309,WH18,24.06
Farm_08310,WH04,27.61
Farm_08311,WH13,69.0
Farm_08312,WH05,36.26
Farm_08313,WH13,4.52
Farm_08314,WH20,70.03
Farm_08315,WH18,61.79
Farm_08316,WH08,53.92
Farm_08317,WH13,43.1
Farm_08318,WH17,44.39
Farm_08319,WH04,42.6
Farm_08320,WH15,36.12
Farm_08321,WH17,47.94
Farm_08322,WH14,36.14
Farm_08323,WH08,25.52
Farm_08324,WH09,47.18
Farm_08325,WH11,8.87
Farm_08326,WH07,50.69
Farm_08327,WH07,14.12
Farm_08328,WH19,26.5
Farm_08329,WH05,8.13
Farm_08330,WH04,22.34
Farm_08331,WH01,44.66
Farm_08332,WH07,49.48
Farm_08333,WH07,50.47
Farm_08334,WH04,20.04
Farm_08335,WH02,72.37
Farm_08336,WH16,33.72
Farm_08337,WH13,27.43
Farm_08338,WH18,1.62
Farm_08339,WH11,50.76
Farm_08340,WH02,23.72
Farm_08341,WH06,24.43
Farm_08342,WH06,37.85
Farm_08343,WH15,25.35
Farm_08344,WH15,38.27
Farm_08345,WH05,59.96
Farm_08346,WH09,64.44
Farm_08347,WH14,65.33
Farm_08348,WH08,68.23
Farm_08349,WH08,1.76
Farm_08350,WH07,2.88
Farm_08351,WH17,73.81
Farm_08352,WH02,10.49
Farm_08353,WH11,74.93
Farm_08354,WH07,56.6
Farm_08355,WH03,8.23
Farm_08356,WH05,46.08
Farm_08357,WH06,56.13
Farm_08358,WH15,12.01
Farm_08359,WH14,49.91
Farm_08360,WH18,48.47
Farm_08361,WH15,35.72
Farm_08362,WH03,33.39
Farm_08363,WH05,51.45
Farm_08364,WH15,27.46
Farm_08365,WH15,31.06
Farm_08366,WH09,35.23
Farm_08367,WH07,18.49
Farm_08368,WH04,74.82
Farm_08369,WH05,10.04
Farm_08370,WH07,33.22
Farm_08371,WH09,20.28
Farm_08372,WH14,15.66
Farm_08373,WH08,60.71
Farm_08374,WH07,15.64
Farm_08375,WH17,56.93
Farm_08376,WH15,2.07
Farm_08377,WH10,74.68
Farm_08378,WH13,1.82
Farm_08379,WH02,73.0
Farm_08380,WH07,42.67
Farm_08381,WH13,38.38
Farm_08382,WH16,52.63
Farm_08383,WH01,33.38
Farm_08384,WH10,32.15
Farm_08385,WH09,68.86
Farm_08386,WH01,14.92
Farm_08387,WH02,47.78
Farm_08388,WH03,14.49
Farm_08389,WH08,69.01
Farm_08390,WH16,0.74
Farm_08391,WH19,65.64
Farm_08392,WH04,27.64
Farm_08393,WH01,54.81
Farm_08394,WH09,6.57
Farm_08395,WH16,3.4
Farm_08396,WH13,51.71
Farm_08397,WH16,72.09
Farm_08398,WH14,67.06
Farm_08399,WH07,4.35
Farm_08400,WH15,69.58
Farm_08401,WH17,52.99
Farm_08402,WH16,22.1
Farm_08403,WH03,18.64
Farm_08404,WH04,72.48
Farm_08405,WH20,53.58
Farm_08406,WH16,21.21
Farm_08407,WH04,26.18
Farm_08408,WH09,8.09
Farm_08409,WH10,18.99
Farm_08410,WH11,37.56
Farm_08411,WH16,73.39
Farm_08412,WH06,62.05
Farm_08413,WH09,73.23
Farm_08414,WH18,48.96
Farm_08415,WH05,45.29
Farm_08416,WH15,51.4
Farm_08417,WH05,3.41
Farm_08418,WH19,52.12
Farm_08419,WH14,32.53
Farm_08420,WH08,47.87
Farm_08421,WH09,51.31
Farm_08422,WH15,34.65
Farm_08423,WH20,54.82
Farm_08424,WH03,29.31
Farm_08425,WH09,23.54
Farm_08426,WH18,50.39
Farm_08427,WH05,44.84
Farm_08428,WH03,51.7
Farm_08429,WH19,33.03
Farm_08430,WH08,18.69
Farm_08431,WH13,62.56
Farm_08432,WH06,25.66
Farm_08433,WH07,29.89
Farm_08434,WH17,2.21
Farm_08435,WH17,57.28
Farm_08436,WH06,73.64
Farm_08437,WH08,7.76
Farm_08438,WH13,66.73
Farm_08439,WH18,70.99
Farm_08440,WH17,59.99
Farm_08441,WH10,15.37
Farm_08442,WH18,42.22
Farm_08443,WH10,14.87
Farm_08444,WH05,69.58
Farm_08445,WH10,54.52
Farm_08446,WH15,52.95
Farm_08447,WH09,45.34
Farm_08448,WH07,32.44
Farm_08449,WH05,49.9
Farm_08450,WH03,26.21
Farm_08451,WH15,4.76
Farm_08452,WH20,71.4
Farm_08453,WH20,54.07
Farm_08454,WH17,7.79
Farm_08455,WH02,29.58
Farm_08456,WH05,62.22
Farm_08457,WH13,27.53
Farm_08458,WH08,7.35
Farm_08459,WH01,41.48
Farm_08460,WH20,41.34
Farm_08461,WH13,6.02
Farm_08462,WH07,55.48
Farm_08463,WH16,57.26
Farm_08464,WH12,33.19
Farm_08465,WH17,65.9
Farm_08466,WH06,34.54
Farm_08467,WH11,59.03
Farm_08468,WH01,23.5
Farm_08469,WH17,66.66
Farm_08470,WH20,42.66
Farm_08471,WH17,28.54
Farm_08472,WH11,2.67
Farm_08473,WH12,48.2
Farm_08474,WH19,64.63
Farm_08475,WH04,13.26
Farm_08476,WH07,7.44
Farm_08477,WH01,37.66
Farm_08478,WH20,60.21
Farm_08479,WH05,29.41
Farm_08480,WH04,13.15
Farm_08481,WH10,23.16
Farm_08482,WH01,41.07
Farm_08483,WH05,41.84
Farm_08484,WH17,7.45
Farm_08485,WH15,20.57
Farm_08486,WH14,72.29
Farm_08487,WH07,59.57
Farm_08488,WH03,21.98
Farm_08489,WH05,6.06
Farm_08490,WH07,23.32
Farm_08491,WH15,26.93
Farm_08492,WH17,42.11
Farm_08493,WH17,0.69
Farm_08494,WH10,66.39
Farm_08495,WH01,14.32
Farm_08496,WH17,1.37
Farm_08497,WH10,24.38
Farm_08498,WH07,41.45
Farm_08499,WH11,61.45
Farm_08500,WH03,1.27
Farm_08501,WH15,6.82
Farm_08502,WH18,13.86
Farm_08503,WH10,45.34
Farm_08504,WH09,63.71
Farm_08505,WH01,9.58
Farm_08506,WH10,12.53
Farm_08507,WH03,55.6
Farm_08508,WH08,70.18
Farm_08509,WH02,1.1
Farm_08510,WH11,66.19
Farm_08511,WH01,7.9
Farm_08512,WH10,12.82
Farm_08513,WH10,12.61
Farm_08514,WH07,2.08
Farm_08515,WH13,20.45
Farm_08516,WH20,10.8
Farm_08517,WH20,36.41
Farm_08518,WH11,74.03
Farm_08519,WH15,44.79
Farm_08520,WH04,56.8
Farm_08521,WH13,42.6
Farm_08522,WH01,38.35
Farm_08523,WH19,14.13
Farm_08524,WH17,71.12
Farm_08525,WH07,47.49
Farm_08526,WH13,60.66
Farm_08527,WH13,23.47
Farm_08528,WH11,56.06
Farm_08529,WH15,15.74
Farm_08530,WH03,3.97
Farm_08531,WH09,41.11
Farm_08532,WH11,60.93
Farm_08533,WH02,56.28
Farm_08534,WH02,21.86
Farm_08535,WH20,12.19
Farm_08536,WH01,33.19
Farm_08537,WH07,14.46
Farm_08538,WH12,68.53
Farm_08539,WH11,8.47
Farm_08540,WH17,30.94
Farm_08541,WH07,31.76
Farm_08542,WH03,40.52
Farm_08543,WH06,64.66
Farm_08544,WH04,50.46
Farm_08545,WH13,5.24
Farm_08546,WH14,20.62
Farm_08547,WH07,32.24
Farm_08548,WH03,72.99
Farm_08549,WH12,12.53
Farm_08550,WH19,12.02
Farm_08551,WH05,21.15
Farm_08552,WH14,20.69
Farm_08553,WH16,20.38
