farm_id,disease,severity
Farm_07302,Healthy,High
Farm_07303,Healthy,High
Farm_07304,Healthy,Low
Farm_07305,Healthy,Medium
Farm_07306,Healthy,Medium
Farm_07307,Healthy,Low
Farm_07308,Rust,High
Farm_07309,Root Rot,High
Farm_07310,Healthy,Medium
Farm_07311,Leaf Blight,High
Farm_07312,Leaf Blight,Medium
Farm_07313,Fall Armyworm,High
Farm_07314,Leaf Blight,Medium
Farm_07315,Rust,Medium
Farm_07316,Leaf Blight,High
Farm_07317,Healthy,Medium
Farm_07318,Leaf Blight,Medium
Farm_07319,Leaf Blight,High
Farm_07320,Leaf Blight,High
Farm_07321,Leaf Blight,Low
Farm_07322,Root Rot,High
Farm_07323,Fall Armyworm,Low
Farm_07324,Leaf Blight,Medium
Farm_07325,Leaf Blight,Low
Farm_07326,Root Rot,High
Farm_07327,Healthy,Low
Farm_07328,Healthy,Medium
Farm_07329,Leaf Blight,Low
Farm_07330,Leaf Blight,Low
Farm_07331,Rust,High
Farm_07332,Fall Armyworm,Low
Farm_07333,Healthy,High
Farm_07334,Rust,Low
Farm_07335,Leaf Blight,Low
Farm_07336,Root Rot,High
Farm_07337,Root Rot,High
Farm_07338,Fall Armyworm,Low
Farm_07339,Rust,High
Farm_07340,Rust,High
Farm_07341,Root Rot,Medium
Farm_07342,Leaf Blight,Low
Farm_07343,Fall Armyworm,Medium
Farm_07344,Leaf Blight,High
Farm_07345,Rust,Medium
Farm_07346,Rust,Medium
Farm_07347,Rust,Low
Farm_07348,Leaf Blight,Medium
Farm_07349,Fall Armyworm,High
Farm_07350,Root Rot,Medium
Farm_07351,Root Rot,Medium
Farm_07352,Root Rot,Medium
Farm_07353,Leaf Blight,High
Farm_07354,Leaf Blight,Medium
Farm_07355,Leaf Blight,Low
Farm_07356,Root Rot,High
Farm_07357,Root Rot,Medium
Farm_07358,Leaf Blight,Medium
Farm_07359,Leaf Blight,Medium
Farm_07360,Rust,Medium
Farm_07361,Leaf Blight,Medium
Farm_07362,Rust,Low
Farm_07363,Leaf Blight,Medium
Farm_07364,Leaf Blight,High
Farm_07365,Root Rot,Medium
Farm_07366,Rust,Medium
Farm_07367,Rust,High
Farm_07368,Fall Armyworm,High
Farm_07369,Root Rot,Medium
Farm_07370,Leaf Blight,High
Farm_07371,Fall Armyworm,High
Farm_07372,Leaf Blight,High
Farm_07373,Fall Armyworm,Medium
Farm_07374,Healthy,Low
Farm_07375,Root Rot,Medium
Farm_07376,Fall Armyworm,Medium
Farm_07377,Healthy,Low
Farm_07378,Healthy,Medium
Farm_07379,Healthy,Medium
Farm_07380,Root Rot,Medium
Farm_07381,Healthy,High
Farm_07382,Rust,Medium
Farm_07383,Root Rot,Low
Farm_07384,Healthy,High
Farm_07385,Fall Armyworm,High
Farm_07386,Healthy,High
Farm_07387,Leaf Blight,Medium
Farm_07388,Root Rot,Low
Farm_07389,Leaf Blight,High
Farm_07390,Healthy,Low
Farm_07391,Root Rot,Medium
Farm_07392,Rust,High
Farm_07393,Leaf Blight,Medium
Farm_07394,Fall Armyworm,Low
Farm_07395,Healthy,Low
Farm_07396,Leaf Blight,High
Farm_07397,Fall Armyworm,Medium
Farm_07398,Root Rot,Low
Farm_07399,Leaf Blight,Medium
Farm_07400,Fall Armyworm,Low
Farm_07401,Leaf Blight,Medium
Farm_07402,Leaf Blight,Low
Farm_07403,Leaf Blight,Medium
Farm_07404,Leaf Blight,Medium
Farm_07405,Root Rot,High
Farm_07406,Leaf Blight,High
Farm_07407,Root Rot,Medium
Farm_07408,Rust,Low
Farm_07409,Rust,High
Farm_07410,Healthy,Medium
Farm_07411,Leaf Blight,Low
Farm_07412,Fall Armyworm,Medium
Farm_07413,Leaf Blight,High
Farm_07414,Healthy,Low
Farm_07415,Root Rot,High
Farm_07416,Healthy,Medium
Farm_07417,Healthy,Medium
Farm_07418,Fall Armyworm,Medium
Farm_07419,Rust,Medium
Farm_07420,Healthy,Medium
Farm_07421,Healthy,High
Farm_07422,Healthy,Low
Farm_07423,Healthy,Low
Farm_07424,Healthy,Low
Farm_07425,Root Rot,High
Farm_07426,Healthy,Low
Farm_07427,Healthy,High
Farm_07428,Healthy,High
Farm_07429,Root Rot,Medium
Farm_07430,Fall Armyworm,Low
Farm_07431,Healthy,Medium
Farm_07432,Root Rot,High
Farm_07433,Root Rot,Low
Farm_07434,Root Rot,High
Farm_07435,Fall Armyworm,High
Farm_07436,Fall Armyworm,Low
Farm_07437,Healthy,Low
Farm_07438,Rust,Medium
Farm_07439,Rust,Low
Farm_07440,Healthy,High
Farm_07441,Leaf Blight,Medium
Farm_07442,Healthy,Medium
Farm_07443,Fall Armyworm,Low
Farm_07444,Leaf Blight,Medium
Farm_07445,Root Rot,High
Farm_07446,Rust,High
Farm_07447,Root Rot,Medium
Farm_07448,Rust,High
Farm_07449,Root Rot,Low
Farm_07450,Healthy,Medium
Farm_07451,Fall Armyworm,High
Farm_07452,Rust,Medium
Farm_07453,Leaf Blight,Low
Farm_07454,Leaf Blight,Low
Farm_07455,Fall Armyworm,Low
Farm_07456,Fall Armyworm,Medium
Farm_07457,Rust,Low
Farm_07458,Root Rot,Medium
Farm_07459,Fall Armyworm,Low
Farm_07460,Healthy,Medium
Farm_07461,Rust,Medium
Farm_07462,Fall Armyworm,Medium
Farm_07463,Rust,Medium
Farm_07464,Rust,Low
Farm_07465,Root Rot,Low
Farm_07466,Leaf Blight,Medium
Farm_07467,Healthy,High
Farm_07468,Leaf Blight,High
Farm_07469,Fall Armyworm,High
Farm_07470,Rust,Medium
Farm_07471,Rust,Medium
Farm_07472,Fall Armyworm,Medium
Farm_07473,Leaf Blight,High
Farm_07474,Root Rot,Medium
Farm_07475,Rust,Low
Farm_07476,Rust,High
Farm_07477,Rust,High
Farm_07478,Rust,Medium
Farm_07479,Healthy,High
Farm_07480,Healthy,High
Farm_07481,Root Rot,Medium
Farm_07482,Rust,Medium
Farm_07483,Root Rot,High
Farm_07484,Leaf Blight,High
Farm_07485,Healthy,Low
Farm_07486,Rust,High
Farm_07487,Root Rot,Medium
Farm_07488,Fall Armyworm,High
Farm_07489,Healthy,Low
Farm_07490,Healthy,Low
Farm_07491,Rust,Low
Farm_07492,Root Rot,Low
Farm_07493,Rust,High
Farm_07494,Rust,High
Farm_07495,Healthy,Medium
Farm_07496,Fall Armyworm,High
Farm_07497,Fall Armyworm,Medium
Farm_07498,Fall Armyworm,Low
Farm_07499,Fall Armyworm,Low
Farm_07500,Rust,High
Farm_07501,Healthy,Medium
Farm_07502,Fall Armyworm,Medium
Farm_07503,Healthy,Low
Farm_07504,Rust,High
Farm_07505,Leaf Blight,Medium
Farm_07506,Fall Armyworm,Low
Farm_07507,Fall Armyworm,Low
Farm_07508,Leaf Blight,Low
Farm_07509,Root Rot,High
Farm_07510,Healthy,Medium
Farm_07511,Rust,High
Farm_07512,Rust,Low
Farm_07513,Healthy,Low
Farm_07514,Fall Armyworm,High
Farm_07515,Fall Armyworm,Low
Farm_07516,Healthy,High
Farm_07517,Root Rot,High
Farm_07518,Fall Armyworm,Medium
Farm_07519,Leaf Blight,Low
Farm_07520,Healthy,High
Farm_07521,Fall Armyworm,High
Farm_07522,Fall Armyworm,Low
Farm_07523,Rust,Low
Farm_07524,Leaf Blight,Medium
Farm_07525,Root Rot,High
Farm_07526,Rust,Low
Farm_07527,Healthy,Low
Farm_07528,Leaf Blight,Medium
Farm_07529,Leaf Blight,Medium
Farm_07530,Rust,High
Farm_07531,Root Rot,High
Farm_07532,Rust,Low
Farm_07533,Fall Armyworm,High
Farm_07534,Leaf Blight,Medium
Farm_07535,Leaf Blight,Low
Farm_07536,Fall Armyworm,Low
Farm_07537,Root Rot,Low
Farm_07538,Leaf Blight,Medium
Farm_07539,Leaf Blight,High
Farm_07540,Root Rot,Medium
Farm_07541,Root Rot,Low
Farm_07542,Healthy,Low
Farm_07543,Leaf Blight,High
Farm_07544,Root Rot,High
Farm_07545,Root Rot,Medium
Farm_07546,Root Rot,High
Farm_07547,Fall Armyworm,Medium
Farm_07548,Fall Armyworm,Medium
Farm_07549,Rust,High
Farm_07550,Leaf Blight,Medium
Farm_07551,Leaf Blight,Low
Farm_07552,Root Rot,Medium
Farm_07553,Fall Armyworm,Medium
Farm_07554,Root Rot,Low
Farm_07555,Leaf Blight,Low
Farm_07556,Rust,Medium
Farm_07557,Leaf Blight,High
Farm_07558,Healthy,Medium
Farm_07559,Root Rot,High
Farm_07560,Leaf Blight,High
Farm_07561,Healthy,High
Farm_07562,Fall Armyworm,Medium
Farm_07563,Rust,Low
Farm_07564,Rust,High
Farm_07565,Leaf Blight,High
Farm_07566,Root Rot,Medium
Farm_07567,Healthy,Low
Farm_07568,Fall Armyworm,High
Farm_07569,Leaf Blight,Low
Farm_07570,Healthy,High
Farm_07571,Leaf Blight,Medium
Farm_07572,Root Rot,High
Farm_07573,Root Rot,High
Farm_07574,Root Rot,Low
Farm_07575,Root Rot,High
Farm_07576,Leaf Blight,High
Farm_07577,Fall Armyworm,Medium
Farm_07578,Healthy,High
Farm_07579,Fall Armyworm,High
Farm_07580,Leaf Blight,Medium
Farm_07581,Root Rot,High
Farm_07582,Healthy,High
Farm_07583,Leaf Blight,High
Farm_07584,Root Rot,Low
Farm_07585,Fall Armyworm,Medium
Farm_07586,Fall Armyworm,Low
Farm_07587,Root Rot,Medium
Farm_07588,Healthy,Low
Farm_07589,Fall Armyworm,High
Farm_07590,Root Rot,Medium
Farm_07591,Root Rot,Medium
Farm_07592,Healthy,Low
Farm_07593,Healthy,High
Farm_07594,Healthy,Medium
Farm_07595,Leaf Blight,Low
Farm_07596,Healthy,Medium
Farm_07597,Rust,Low
Farm_07598,Root Rot,Low
Farm_07599,Fall Armyworm,Low
Farm_07600,Leaf Blight,Medium
Farm_07601,Root Rot,Medium
Farm_07602,Root Rot,High
Farm_07603,Fall Armyworm,Low
Farm_07604,Rust,Medium
Farm_07605,Leaf Blight,Low
Farm_07606,Leaf Blight,Low
Farm_07607,Healthy,Low
Farm_07608,Fall Armyworm,Low
Farm_07609,Leaf Blight,Low
Farm_07610,Fall Armyworm,High
Farm_07611,Rust,Low
Farm_07612,Leaf Blight,Low
Farm_07613,Rust,High
Farm_07614,Fall Armyworm,Low
Farm_07615,Healthy,Low
Farm_07616,Fall Armyworm,Medium
Farm_07617,Fall Armyworm,Medium
Farm_07618,Fall Armyworm,Medium
Farm_07619,Root Rot,Low
Farm_07620,Rust,High
Farm_07621,Healthy,Low
Farm_07622,Leaf Blight,Medium
Farm_07623,Rust,Medium
Farm_07624,Leaf Blight,Medium
Farm_07625,Fall Armyworm,Low
Farm_07626,Fall Armyworm,Low
Farm_07627,Leaf Blight,High
Farm_07628,Root Rot,Low
Farm_07629,Root Rot,Low
Farm_07630,Fall Armyworm,Low
Farm_07631,Leaf Blight,Low
Farm_07632,Leaf Blight,High
Farm_07633,Rust,Low
Farm_07634,Leaf Blight,Low
Farm_07635,Rust,Medium
Farm_07636,Rust,Low
Farm_07637,Rust,Medium
Farm_07638,Leaf Blight,High
Farm_07639,Root Rot,Low
Farm_07640,Healthy,Medium
Farm_07641,Fall Armyworm,Medium
Farm_07642,Healthy,High
Farm_07643,Leaf Blight,Medium
Farm_07644,Leaf Blight,Low
Farm_07645,Fall Armyworm,High
Farm_07646,Leaf Blight,High
Farm_07647,Healthy,Medium
Farm_07648,Rust,High
Farm_07649,Healthy,Low
Farm_07650,Leaf Blight,High
Farm_07651,Healthy,Medium
Farm_07652,Root Rot,Low
Farm_07653,Leaf Blight,High
Farm_07654,Healthy,Low
Farm_07655,Healthy,Low
Farm_07656,Fall Armyworm,Low
Farm_07657,Healthy,Medium
Farm_07658,Leaf Blight,Medium
Farm_07659,Leaf Blight,High
Farm_07660,Fall Armyworm,High
Farm_07661,Healthy,Medium
Farm_07662,Rust,High
Farm_07663,Healthy,High
Farm_07664,Fall Armyworm,Low
Farm_07665,Root Rot,Low
Farm_07666,Fall Armyworm,High
Farm_07667,Rust,High
Farm_07668,Healthy,Low
Farm_07669,Leaf Blight,High
Farm_07670,Rust,High
Farm_07671,Rust,Low
Farm_07672,Fall Armyworm,Medium
Farm_07673,Healthy,Medium
Farm_07674,Fall Armyworm,Low
Farm_07675,Healthy,Medium
Farm_07676,Leaf Blight,High
Farm_07677,Root Rot,Low
Farm_07678,Leaf Blight,Low
Farm_07679,Fall Armyworm,High
Farm_07680,Fall Armyworm,Medium
Farm_07681,Fall Armyworm,High
Farm_07682,Leaf Blight,Medium
Farm_07683,Rust,High
Farm_07684,Fall Armyworm,High
Farm_07685,Rust,High
Farm_07686,Root Rot,Low
Farm_07687,Healthy,High
Farm_07688,Rust,High
Farm_07689,Root Rot,Low
Farm_07690,Leaf Blight,Low
Farm_07691,Root Rot,High
Farm_07692,Rust,High
Farm_07693,Leaf Blight,Low
Farm_07694,Root Rot,Medium
Farm_07695,Leaf Blight,High
Farm_07696,Leaf Blight,Medium
Farm_07697,Fall Armyworm,Low
Farm_07698,Fall Armyworm,Low
Farm_07699,Rust,Medium
Farm_07700,Rust,High
Farm_07701,Fall Armyworm,Low
Farm_07702,Fall Armyworm,Medium
Farm_07703,Rust,Medium
Farm_07704,Rust,Medium
Farm_07705,Healthy,Low
Farm_07706,Rust,Medium
Farm_07707,Leaf Blight,Low
Farm_07708,Leaf Blight,Medium
Farm_07709,Rust,Medium
Farm_07710,Leaf Blight,High
Farm_07711,Root Rot,Low
Farm_07712,Fall Armyworm,Low
Farm_07713,Root Rot,Low
Farm_07714,Root Rot,Medium
Farm_07715,Healthy,Low
Farm_07716,Healthy,Medium
Farm_07717,Rust,High
Farm_07718,Fall Armyworm,Medium
Farm_07719,Rust,Medium
Farm_07720,Root Rot,Medium
Farm_07721,Leaf Blight,Low
Farm_07722,Rust,Medium
Farm_07723,Rust,Medium
Farm_07724,Root Rot,Low
Farm_07725,Healthy,High
Farm_07726,Leaf Blight,Low
Farm_07727,Leaf Blight,Low
Farm_07728,Root Rot,High
Farm_07729,Healthy,High
Farm_07730,Rust,Medium
Farm_07731,Healthy,High
Farm_07732,Leaf Blight,Low
Farm_07733,Fall Armyworm,Medium
Farm_07734,Fall Armyworm,High
Farm_07735,Rust,High
Farm_07736,Healthy,Low
Farm_07737,Root Rot,Medium
Farm_07738,Rust,Medium
Farm_07739,Rust,High
Farm_07740,Fall Armyworm,High
Farm_07741,Rust,High
Farm_07742,Fall Armyworm,High
Farm_07743,Root Rot,High
Farm_07744,Root Rot,High
Farm_07745,Fall Armyworm,High
Farm_07746,Root Rot,Low
Farm_07747,Root Rot,High
Farm_07748,Leaf Blight,High
Farm_07749,Leaf Blight,High
Farm_07750,Fall Armyworm,Medium
Farm_07751,Root Rot,Medium
Farm_07752,Fall Armyworm,Low
Farm_07753,Root Rot,High
Farm_07754,Root Rot,Medium
Farm_07755,Root Rot,Medium
Farm_07756,Healthy,High
Farm_07757,Healthy,High
Farm_07758,Fall Armyworm,Medium
Farm_07759,Rust,Medium
Farm_07760,Rust,Medium
Farm_07761,Rust,Medium
Farm_07762,Fall Armyworm,Medium
Farm_07763,Leaf Blight,Low
Farm_07764,Healthy,Low
Farm_07765,Root Rot,Medium
Farm_07766,Fall Armyworm,Low
Farm_07767,Root Rot,High
Farm_07768,Healthy,Medium
Farm_07769,Root Rot,Low
Farm_07770,Rust,High
Farm_07771,Fall Armyworm,Medium
Farm_07772,Fall Armyworm,Low
Farm_07773,Healthy,High
Farm_07774,Leaf Blight,High
Farm_07775,Fall Armyworm,Medium
Farm_07776,Leaf Blight,High
Farm_07777,Fall Armyworm,High
Farm_07778,Leaf Blight,Medium
Farm_07779,Healthy,Medium
Farm_07780,Leaf Blight,Low
Farm_07781,Fall Armyworm,Medium
Farm_07782,Fall Armyworm,High
Farm_07783,Rust,Medium
Farm_07784,Healthy,Medium
Farm_07785,Root Rot,Low
Farm_07786,Leaf Blight,Medium
Farm_07787,Healthy,High
Farm_07788,Leaf Blight,Medium
Farm_07789,Healthy,Medium
Farm_07790,Rust,Low
Farm_07791,Leaf Blight,Medium
Farm_07792,Rust,High
Farm_07793,Rust,High
Farm_07794,Fall Armyworm,Low
Farm_07795,Healthy,Medium
Farm_07796,Leaf Blight,Low
Farm_07797,Rust,Medium
Farm_07798,Fall Armyworm,Low
Farm_07799,Leaf Blight,Medium
Farm_07800,Healthy,High
Farm_07801,Rust,Medium
Farm_07802,Leaf Blight,Low
Farm_07803,Fall Armyworm,High
Farm_07804,Fall Armyworm,High
Farm_07805,Healthy,Low
Farm_07806,Leaf Blight,Low
Farm_07807,Leaf Blight,Medium
Farm_07808,Healthy,High
Farm_07809,Root Rot,Medium
Farm_07810,Leaf Blight,Low
Farm_07811,Rust,High
Farm_07812,Fall Armyworm,Medium
Farm_07813,Root Rot,High
Farm_07814,Leaf Blight,Low
Farm_07815,Healthy,High
Farm_07816,Healthy,Low
Farm_07817,Healthy,Medium
Farm_07818,Root Rot,High
Farm_07819,Leaf Blight,Low
Farm_07820,Root Rot,High
Farm_07821,Root Rot,Low
Farm_07822,Leaf Blight,Medium
Farm_07823,Healthy,High
Farm_07824,Root Rot,Low
Farm_07825,Leaf Blight,High
Farm_07826,Rust,Medium
Farm_07827,Rust,Medium
Farm_07828,Healthy,High
Farm_07829,Root Rot,Low
Farm_07830,Healthy,Medium
Farm_07831,Leaf Blight,High
Farm_07832,Fall Armyworm,Low
Farm_07833,Leaf Blight,High
Farm_07834,Healthy,Low
Farm_07835,Fall Armyworm,High
Farm_07836,Rust,High
Farm_07837,Rust,Low
Farm_07838,Root Rot,High
Farm_07839,Rust,Medium
Farm_07840,Healthy,Low
Farm_07841,Healthy,Low
Farm_07842,Root Rot,High
Farm_07843,Root Rot,Low
Farm_07844,Fall Armyworm,Medium
Farm_07845,Rust,Low
Farm_07846,Root Rot,Low
Farm_07847,Fall Armyworm,Medium
Farm_07848,Root Rot,Low
Farm_07849,Root Rot,Low
Farm_07850,Fall Armyworm,Low
Farm_07851,Fall Armyworm,Medium
Farm_07852,Root Rot,Medium
Farm_07853,Root Rot,Low
Farm_07854,Fall Armyworm,High
Farm_07855,Rust,Low
Farm_07856,Rust,Low
Farm_07857,Fall Armyworm,High
Farm_07858,Healthy,Medium
Farm_07859,Healthy,High
Farm_07860,Rust,Low
Farm_07861,Root Rot,Low
Farm_07862,Healthy,High
Farm_07863,Leaf Blight,Medium
Farm_07864,Healthy,Medium
Farm_07865,Root Rot,Medium
Farm_07866,Fall Armyworm,Low
Farm_07867,Fall Armyworm,High
Farm_07868,Healthy,Low
Farm_07869,Rust,Medium
Farm_07870,Fall Armyworm,Low
Farm_07871,Leaf Blight,Low
Farm_07872,Fall Armyworm,High
Farm_07873,Root Rot,High
Farm_07874,Healthy,Medium
Farm_07875,Leaf Blight,High
Farm_07876,Root Rot,High
Farm_07877,Rust,Medium
Farm_07878,Healthy,Medium
Farm_07879,Root Rot,Low
Farm_07880,Healthy,Low
Farm_07881,Leaf Blight,Low
Farm_07882,Rust,Medium
Farm_07883,Healthy,Low
Farm_07884,Root Rot,High
Farm_07885,Leaf Blight,Low
Farm_07886,Fall Armyworm,Low
Farm_07887,Fall Armyworm,Medium
Farm_07888,Fall Armyworm,High
Farm_07889,Leaf Blight,Medium
Farm_07890,Fall Armyworm,High
Farm_07891,Healthy,Medium
Farm_07892,Rust,Medium
Farm_07893,Leaf Blight,Low
Farm_07894,Rust,High
Farm_07895,Healthy,Medium
Farm_07896,Leaf Blight,Low
Farm_07897,Rust,High
Farm_07898,Root Rot,Low
Farm_07899,Fall Armyworm,High
Farm_07900,Leaf Blight,Low
Farm_07901,Rust,Low
Farm_07902,Leaf Blight,Low
Farm_07903,Root Rot,Medium
Farm_07904,Rust,Medium
Farm_07905,Fall Armyworm,Low
Farm_07906,Fall Armyworm,High
Farm_07907,Root Rot,Low
Farm_07908,Root Rot,Medium
Farm_07909,Leaf Blight,Medium
Farm_07910,Root Rot,Low
Farm_07911,Healthy,Low
Farm_07912,Fall Armyworm,Low
Farm_07913,Leaf Blight,Medium
Farm_07914,Root Rot,Low
Farm_07915,Root Rot,Medium
Farm_07916,Healthy,Low
Farm_07917,Rust,Medium
Farm_07918,Rust,High
Farm_07919,Rust,High
Farm_07920,Leaf Blight,Low
Farm_07921,Healthy,Medium
Farm_07922,Fall Armyworm,Low
Farm_07923,Fall Armyworm,High
Farm_07924,Leaf Blight,Low
Farm_07925,Fall Armyworm,Medium
Farm_07926,Root Rot,Medium
Farm_07927,Root Rot,Medium
Farm_07928,Leaf Blight,Medium
Farm_07929,Fall Armyworm,Medium
Farm_07930,Leaf Blight,Medium
Farm_07931,Fall Armyworm,Medium
Farm_07932,Healthy,High
Farm_07933,Healthy,High
Farm_07934,Rust,High
Farm_07935,Healthy,Low
Farm_07936,Fall Armyworm,Medium
Farm_07937,Rust,Low
Farm_07938,Fall Armyworm,High
Farm_07939,Fall Armyworm,Low
Farm_07940,Root Rot,Medium
Farm_07941,Fall Armyworm,High
Farm_07942,Healthy,Low
Farm_07943,Healthy,High
Farm_07944,Rust,High
Farm_07945,Fall Armyworm,Low
Farm_07946,Leaf Blight,High
Farm_07947,Leaf Blight,Low
Farm_07948,Fall Armyworm,High
Farm_07949,Fall Armyworm,Medium
Farm_07950,Rust,Medium
Farm_07951,Leaf Blight,Low
Farm_07952,Rust,Low
Farm_07953,Rust,Low
Farm_07954,Healthy,Low
Farm_07955,Leaf Blight,Low
Farm_07956,Fall Armyworm,High
Farm_07957,Root Rot,Medium
Farm_07958,Root Rot,Medium
Farm_07959,Leaf Blight,Medium
Farm_07960,Fall Armyworm,Low
Farm_07961,Healthy,Low
Farm_07962,Rust,Low
Farm_07963,Leaf Blight,High
Farm_07964,Leaf Blight,High
Farm_07965,Rust,Medium
Farm_07966,Leaf Blight,High
Farm_07967,Healthy,High
Farm_07968,Fall Armyworm,High
Farm_07969,Healthy,Low
Farm_07970,Rust,Medium
Farm_07971,Rust,Medium
Farm_07972,Healthy,Low
Farm_07973,Rust,Low
Farm_07974,Healthy,Low
Farm_07975,Leaf Blight,High
Farm_07976,Healthy,Low
Farm_07977,Healthy,High
Farm_07978,Leaf Blight,High
Farm_07979,Root Rot,Low
Farm_07980,Rust,High
Farm_07981,Rust,High
Farm_07982,Fall Armyworm,Low
Farm_07983,Healthy,High
Farm_07984,Root Rot,High
Farm_07985,Fall Armyworm,High
Farm_07986,Root Rot,Low
Farm_07987,Fall Armyworm,Low
Farm_07988,Rust,High
Farm_07989,Rust,High
Farm_07990,Root Rot,Low
Farm_07991,Healthy,Medium
Farm_07992,Fall Armyworm,Low
Farm_07993,Rust,High
Farm_07994,Healthy,Low
Farm_07995,Fall Armyworm,High
Farm_07996,Healthy,Medium
Farm_07997,Leaf Blight,Medium
Farm_07998,Rust,Medium
Farm_07999,Healthy,High
Farm_08000,Leaf Blight,High
Farm_08001,Leaf Blight,Low
Farm_08002,Fall Armyworm,Medium
Farm_08003,Healthy,High
Farm_08004,Fall Armyworm,Medium
Farm_08005,Rust,Medium
Farm_08006,Root Rot,High
Farm_08007,Leaf Blight,Low
Farm_08008,Healthy,Medium
Farm_08009,Root Rot,High
Farm_08010,Fall Armyworm,Low
Farm_08011,Leaf Blight,High
Farm_08012,Fall Armyworm,Low
Farm_08013,Root Rot,High
Farm_08014,Root Rot,Medium
Farm_08015,Leaf Blight,High
Farm_08016,Rust,Medium
Farm_08017,Leaf Blight,Low
Farm_08018,Rust,High
Farm_08019,Healthy,Medium
Farm_08020,Leaf Blight,Medium
Farm_08021,Healthy,Low
Farm_08022,Healthy,High
Farm_08023,Root Rot,High
Farm_08024,Leaf Blight,High
Farm_08025,Rust,Medium
Farm_08026,Leaf Blight,High
Farm_08027,Leaf Blight,Low
Farm_08028,Rust,Low
Farm_08029,Healthy,Low
Farm_08030,Leaf Blight,High
Farm_08031,Leaf Blight,Medium
Farm_08032,Rust,Low
Farm_08033,Root Rot,High
Farm_08034,Leaf Blight,High
Farm_08035,Healthy,Medium
Farm_08036,Leaf Blight,High
Farm_08037,Healthy,High
Farm_08038,Leaf Blight,Medium
Farm_08039,Rust,Medium
Farm_08040,Root Rot,Medium
Farm_08041,Leaf Blight,High
Farm_08042,Leaf Blight,Low
Farm_08043,Healthy,Medium
Farm_08044,Healthy,Low
Farm_08045,Root Rot,Low
Farm_08046,Fall Armyworm,Medium
Farm_08047,Healthy,Low
Farm_08048,Leaf Blight,Low
Farm_08049,Root Rot,Medium
Farm_08050,Healthy,Low
Farm_08051,Leaf Blight,High
Farm_08052,Leaf Blight,Low
Farm_08053,Healthy,High
Farm_08054,Leaf Blight,Medium
Farm_08055,Rust,High
Farm_08056,Healthy,Low
Farm_08057,Healthy,High
Farm_08058,Rust,High
Farm_08059,Rust,Medium
Farm_08060,Leaf Blight,Medium
Farm_08061,Leaf Blight,Low
Farm_08062,Rust,High
Farm_08063,Leaf Blight,High
Farm_08064,Rust,Medium
Farm_08065,Healthy,Medium
Farm_08066,Fall Armyworm,High
Farm_08067,Leaf Blight,Medium
Farm_08068,Leaf Blight,Low
Farm_08069,Leaf Blight,Low
Farm_08070,Fall Armyworm,High
Farm_08071,Rust,High
Farm_08072,Healthy,Medium
Farm_08073,Root Rot,Low
Farm_08074,Healthy,Medium
Farm_08075,Healthy,High
Farm_08076,Fall Armyworm,Low
Farm_08077,Rust,Low
Farm_08078,Healthy,Medium
Farm_08079,Fall Armyworm,Medium
Farm_08080,Root Rot,Medium
Farm_08081,Leaf Blight,Medium
Farm_08082,Rust,High
Farm_08083,Leaf Blight,Medium
Farm_08084,Leaf Blight,Low
Farm_08085,Root Rot,Medium
Farm_08086,Root Rot,Low
Farm_08087,Root Rot,High
Farm_08088,Healthy,High
Farm_08089,Leaf Blight,Low
Farm_08090,Root Rot,Low
Farm_08091,Healthy,Low
Farm_08092,Healthy,High
Farm_08093,Leaf Blight,High
Farm_08094,Root Rot,Low
Farm_08095,Root Rot,Low
Farm_08096,Fall Armyworm,Low
Farm_08097,Fall Armyworm,High
Farm_08098,Fall Armyworm,Medium
Farm_08099,Healthy,Medium
Farm_08100,Leaf Blight,Low
Farm_08101,Rust,High
Farm_08102,Fall Armyworm,High
Farm_08103,Root Rot,Medium
Farm_08104,Healthy,Medium
Farm_08105,Root Rot,Low
Farm_08106,Fall Armyworm,High
Farm_08107,Rust,Medium
Farm_08108,Rust,Low
Farm_08109,Leaf Blight,Low
Farm_08110,Leaf Blight,High
Farm_08111,Rust,High
Farm_08112,Healthy,High
Farm_08113,Root Rot,Low
Farm_08114,Leaf Blight,Low
Farm_08115,Healthy,Medium
Farm_08116,Leaf Blight,High
Farm_08117,Rust,Low
Farm_08118,Fall Armyworm,Low
Farm_08119,Healthy,High
Farm_08120,Root Rot,High
Farm_08121,Fall Armyworm,Medium
Farm_08122,Healthy,Medium
Farm_08123,Leaf Blight,Low
Farm_08124,Fall Armyworm,Medium
Farm_08125,Healthy,Low
Farm_08126,Rust,Low
Farm_08127,Rust,High
Farm_08128,Leaf Blight,Medium
Farm_08129,Root Rot,Low
Farm_08130,Root Rot,Medium
Farm_08131,Fall Armyworm,Medium
Farm_08132,Root Rot,Medium
Farm_08133,Root Rot,Low
Farm_08134,Rust,Medium
Farm_08135,Healthy,Low
Farm_08136,Root Rot,Medium
Farm_08137,Root Rot,Low
Farm_08138,Leaf Blight,High
Farm_08139,Leaf Blight,Medium
Farm_08140,Leaf Blight,High
Farm_08141,Healthy,Low
Farm_08142,Fall Armyworm,Low
Farm_08143,Leaf Blight,High
Farm_08144,Rust,Low
Farm_08145,Root Rot,Medium
Farm_08146,Leaf Blight,High
Farm_08147,Root Rot,High
Farm_08148,Rust,Medium
Farm_08149,Fall Armyworm,Low
Farm_08150,Healthy,Medium
Farm_08151,Healthy,Low
