farmer_id,name,region,experience_years
FRM07643,Farmer 7643,Plateau,27
FRM07644,Farmer 7644,Benue,11
FRM07645,Farmer 7645,Plateau,18
FRM07646,Farmer 7646,Plateau,31
FRM07647,Farmer 7647,Kaduna,31
FRM07648,Farmer 7648,Oyo,37
FRM07649,Farmer 7649,Plateau,1
FRM07650,Farmer 7650,Enugu,28
FRM07651,Farmer 7651,Benue,26
FRM07652,Farmer 7652,Oyo,8
FRM07653,Farmer 7653,Benue,4
FRM07654,Farmer 7654,Kaduna,17
FRM07655,Farmer 7655,Enugu,21
FRM07656,Farmer 7656,Enugu,36
FRM07657,Farmer 7657,Kano,6
FRM07658,Farmer 7658,Nasarawa,28
FRM07659,Farmer 7659,Kano,16
FRM07660,Farmer 7660,Kaduna,13
FRM07661,Farmer 7661,Enugu,17
FRM07662,Farmer 7662,Bauchi,15
FRM07663,Farmer 7663,Nasarawa,29
FRM07664,Farmer 7664,Ogun,2
FRM07665,Farmer 7665,Plateau,23
FRM07666,Farmer 7666,Enugu,39
FRM07667,Farmer 7667,Niger,38
FRM07668,Farmer 7668,Nasarawa,39
FRM07669,Farmer 7669,Niger,16
FRM07670,Farmer 7670,Kano,23
FRM07671,Farmer 7671,Oyo,32
FRM07672,Farmer 7672,Enugu,32
FRM07673,Farmer 7673,Oyo,11
FRM07674,Farmer 7674,Bauchi,14
FRM07675,Farmer 7675,Kano,31
FRM07676,Farmer 7676,Plateau,23
FRM07677,Farmer 7677,Ogun,35
FRM07678,Farmer 7678,Kaduna,6
FRM07679,Farmer 7679,Ogun,3
FRM07680,Farmer 7680,Oyo,3
FRM07681,Farmer 7681,Ogun,40
FRM07682,Farmer 7682,Nasarawa,28
FRM07683,Farmer 7683,Ogun,18
FRM07684,Farmer 7684,Benue,37
FRM07685,Farmer 7685,Bauchi,27
FRM07686,Farmer 7686,Bauchi,1
FRM07687,Farmer 7687,Benue,31
FRM07688,Farmer 7688,Plateau,28
FRM07689,Farmer 7689,Kaduna,35
FRM07690,Farmer 7690,Bauchi,17
FRM07691,Farmer 7691,Ogun,3
FRM07692,Farmer 7692,Plateau,12
FRM07693,Farmer 7693,Nasarawa,27
FRM07694,Farmer 7694,Enugu,8
FRM07695,Farmer 7695,Oyo,12
FRM07696,Farmer 7696,Benue,33
FRM07697,Farmer 7697,Oyo,20
FRM07698,Farmer 7698,Ogun,5
FRM07699,Farmer 7699,Oyo,21
FRM07700,Farmer 7700,Kano,3
FRM07701,Farmer 7701,Benue,7
FRM07702,Farmer 7702,Ogun,11
FRM07703,Farmer 7703,Plateau,29
FRM07704,Farmer 7704,Bauchi,23
FRM07705,Farmer 7705,Niger,33
FRM07706,Farmer 7706,Enugu,21
FRM07707,Farmer 7707,Kaduna,6
FRM07708,Farmer 7708,Kano,24
FRM07709,Farmer 7709,Kano,14
FRM07710,Farmer 7710,Ogun,16
FRM07711,Farmer 7711,Oyo,29
FRM07712,Farmer 7712,Nasarawa,3
FRM07713,Farmer 7713,Plateau,4
FRM07714,Farmer 7714,Enugu,29
FRM07715,Farmer 7715,Ogun,37
FRM07716,Farmer 7716,Bauchi,17
FRM07717,Farmer 7717,Ogun,13
FRM07718,Farmer 7718,Ogun,37
FRM07719,Farmer 7719,Niger,18
FRM07720,Farmer 7720,Bauchi,39
FRM07721,Farmer 7721,Niger,22
FRM07722,Farmer 7722,Benue,21
FRM07723,Farmer 7723,Ogun,13
FRM07724,Farmer 7724,Plateau,13
FRM07725,Farmer 7725,Ogun,29
FRM07726,Farmer 7726,Enugu,23
FRM07727,Farmer 7727,Benue,2
FRM07728,Farmer 7728,Nasarawa,40
FRM07729,Farmer 7729,Kaduna,2
FRM07730,Farmer 7730,Plateau,34
FRM07731,Farmer 7731,Nasarawa,40
FRM07732,Farmer 7732,Niger,18
FRM07733,Farmer 7733,Kano,24
FRM07734,Farmer 7734,Nasarawa,25
FRM07735,Farmer 7735,Kaduna,36
FRM07736,Farmer 7736,Nasarawa,8
FRM07737,Farmer 7737,Ogun,4
FRM07738,Farmer 7738,Oyo,34
FRM07739,Farmer 7739,Kaduna,4
FRM07740,Farmer 7740,Kano,5
FRM07741,Farmer 7741,Kano,16
FRM07742,Farmer 7742,Niger,17
FRM07743,Farmer 7743,Benue,31
FRM07744,Farmer 7744,Oyo,25
FRM07745,Farmer 7745,Oyo,36
FRM07746,Farmer 7746,Niger,26
FRM07747,Farmer 7747,Kano,10
FRM07748,Farmer 7748,Niger,27
FRM07749,Farmer 7749,Kano,22
FRM07750,Farmer 7750,Kaduna,17
FRM07751,Farmer 7751,Benue,33
FRM07752,Farmer 7752,Enugu,29
FRM07753,Farmer 7753,Oyo,22
FRM07754,Farmer 7754,Ogun,10
FRM07755,Farmer 7755,Ogun,38
FRM07756,Farmer 7756,Kano,7
FRM07757,Farmer 7757,Plateau,5
FRM07758,Farmer 7758,Nasarawa,29
FRM07759,Farmer 7759,Oyo,5
FRM07760,Farmer 7760,Plateau,7
FRM07761,Farmer 7761,Oyo,36
FRM07762,Farmer 7762,Nasarawa,23
FRM07763,Farmer 7763,Ogun,25
FRM07764,Farmer 7764,Benue,12
FRM07765,Farmer 7765,Ogun,32
FRM07766,Farmer 7766,Nasarawa,9
FRM07767,Farmer 7767,Nasarawa,10
FRM07768,Farmer 7768,Plateau,32
FRM07769,Farmer 7769,Kaduna,32
FRM07770,Farmer 7770,Plateau,11
FRM07771,Farmer 7771,Nasarawa,35
FRM07772,Farmer 7772,Niger,5
FRM07773,Farmer 7773,Benue,27
FRM07774,Farmer 7774,Plateau,28
FRM07775,Farmer 7775,Bauchi,17
FRM07776,Farmer 7776,Enugu,3
FRM07777,Farmer 7777,Plateau,23
FRM07778,Farmer 7778,Ogun,32
FRM07779,Farmer 7779,Bauchi,14
FRM07780,Farmer 7780,Kaduna,30
FRM07781,Farmer 7781,Kaduna,4
FRM07782,Farmer 7782,Oyo,25
FRM07783,Farmer 7783,Plateau,25
FRM07784,Farmer 7784,Kano,5
FRM07785,Farmer 7785,Oyo,31
FRM07786,Farmer 7786,Kaduna,38
FRM07787,Farmer 7787,Oyo,23
FRM07788,Farmer 7788,Oyo,16
FRM07789,Farmer 7789,Nasarawa,28
FRM07790,Farmer 7790,Niger,1
FRM07791,Farmer 7791,Kano,8
FRM07792,Farmer 7792,Kaduna,2
FRM07793,Farmer 7793,Kaduna,26
FRM07794,Farmer 7794,Enugu,11
FRM07795,Farmer 7795,Enugu,17
FRM07796,Farmer 7796,Ogun,16
FRM07797,Farmer 7797,Ogun,29
FRM07798,Farmer 7798,Niger,5
FRM07799,Farmer 7799,Oyo,33
FRM07800,Farmer 7800,Enugu,19
FRM07801,Farmer 7801,Nasarawa,24
FRM07802,Farmer 7802,Kaduna,39
FRM07803,Farmer 7803,Plateau,13
FRM07804,Farmer 7804,Enugu,16
FRM07805,Farmer 7805,Kano,27
FRM07806,Farmer 7806,Kano,23
FRM07807,Farmer 7807,Nasarawa,18
FRM07808,Farmer 7808,Kaduna,24
FRM07809,Farmer 7809,Kaduna,40
FRM07810,Farmer 7810,Kaduna,2
FRM07811,Farmer 7811,Oyo,19
FRM07812,Farmer 7812,Kano,33
FRM07813,Farmer 7813,Nasarawa,39
FRM07814,Farmer 7814,Kaduna,9
FRM07815,Farmer 7815,Bauchi,7
FRM07816,Farmer 7816,Benue,27
FRM07817,Farmer 7817,Nasarawa,13
FRM07818,Farmer 7818,Enugu,39
FRM07819,Farmer 7819,Kaduna,7
FRM07820,Farmer 7820,Ogun,30
FRM07821,Farmer 7821,Niger,35
FRM07822,Farmer 7822,Nasarawa,31
FRM07823,Farmer 7823,Kaduna,2
FRM07824,Farmer 7824,Plateau,24
FRM07825,Farmer 7825,Kano,23
FRM07826,Farmer 7826,Oyo,36
FRM07827,Farmer 7827,Kaduna,6
FRM07828,Farmer 7828,Kaduna,19
FRM07829,Farmer 7829,Nasarawa,5
FRM07830,Farmer 7830,Kano,28
FRM07831,Farmer 7831,Nasarawa,36
FRM07832,Farmer 7832,Oyo,30
FRM07833,Farmer 7833,Kaduna,3
FRM07834,Farmer 7834,Nasarawa,12
FRM07835,Farmer 7835,Kano,25
FRM07836,Farmer 7836,Niger,39
FRM07837,Farmer 7837,Enugu,6
FRM07838,Farmer 7838,Nasarawa,30
FRM07839,Farmer 7839,Benue,13
FRM07840,Farmer 7840,Kano,26
FRM07841,Farmer 7841,Oyo,23
FRM07842,Farmer 7842,Enugu,38
FRM07843,Farmer 7843,Enugu,1
FRM07844,Farmer 7844,Oyo,3
FRM07845,Farmer 7845,Kano,9
FRM07846,Farmer 7846,Niger,8
FRM07847,Farmer 7847,Ogun,27
FRM07848,Farmer 7848,Nasarawa,31
FRM07849,Farmer 7849,Niger,30
FRM07850,Farmer 7850,Oyo,20
FRM07851,Farmer 7851,Nasarawa,1
FRM07852,Farmer 7852,Oyo,26
FRM07853,Farmer 7853,Benue,39
FRM07854,Farmer 7854,Niger,3
FRM07855,Farmer 7855,Kaduna,21
FRM07856,Farmer 7856,Niger,36
FRM07857,Farmer 7857,Ogun,24
FRM07858,Farmer 7858,Bauchi,30
FRM07859,Farmer 7859,Niger,19
FRM07860,Farmer 7860,Bauchi,24
FRM07861,Farmer 7861,Kaduna,39
FRM07862,Farmer 7862,Niger,33
FRM07863,Farmer 7863,Nasarawa,8
FRM07864,Farmer 7864,Benue,15
FRM07865,Farmer 7865,Benue,35
FRM07866,Farmer 7866,Kano,25
FRM07867,Farmer 7867,Bauchi,16
FRM07868,Farmer 7868,Bauchi,22
FRM07869,Farmer 7869,Nasarawa,26
FRM07870,Farmer 7870,Plateau,9
FRM07871,Farmer 7871,Nasarawa,20
FRM07872,Farmer 7872,Plateau,9
FRM07873,Farmer 7873,Benue,37
FRM07874,Farmer 7874,Kano,28
FRM07875,Farmer 7875,Benue,37
FRM07876,Farmer 7876,Benue,10
FRM07877,Farmer 7877,Benue,4
FRM07878,Farmer 7878,Plateau,19
FRM07879,Farmer 7879,Benue,37
FRM07880,Farmer 7880,Kaduna,10
FRM07881,Farmer 7881,Oyo,29
FRM07882,Farmer 7882,Niger,19
FRM07883,Farmer 7883,Benue,40
FRM07884,Farmer 7884,Niger,8
FRM07885,Farmer 7885,Niger,10
FRM07886,Farmer 7886,Oyo,31
FRM07887,Farmer 7887,Kaduna,36
FRM07888,Farmer 7888,Niger,31
FRM07889,Farmer 7889,Niger,33
FRM07890,Farmer 7890,Ogun,13
FRM07891,Farmer 7891,Enugu,10
FRM07892,Farmer 7892,Ogun,6
FRM07893,Farmer 7893,Enugu,39
FRM07894,Farmer 7894,Kaduna,14
FRM07895,Farmer 7895,Oyo,3
FRM07896,Farmer 7896,Ogun,4
FRM07897,Farmer 7897,Plateau,19
FRM07898,Farmer 7898,Oyo,12
FRM07899,Farmer 7899,Kano,36
FRM07900,Farmer 7900,Benue,9
FRM07901,Farmer 7901,Ogun,18
FRM07902,Farmer 7902,Niger,33
FRM07903,Farmer 7903,Bauchi,15
FRM07904,Farmer 7904,Kaduna,10
FRM07905,Farmer 7905,Nasarawa,24
FRM07906,Farmer 7906,Ogun,18
FRM07907,Farmer 7907,Plateau,29
FRM07908,Farmer 7908,Benue,8
FRM07909,Farmer 7909,Ogun,7
FRM07910,Farmer 7910,Nasarawa,34
FRM07911,Farmer 7911,Kano,37
FRM07912,Farmer 7912,Oyo,17
FRM07913,Farmer 7913,Niger,5
FRM07914,Farmer 7914,Benue,18
FRM07915,Farmer 7915,Oyo,17
FRM07916,Farmer 7916,Benue,37
FRM07917,Farmer 7917,Oyo,10
FRM07918,Farmer 7918,Niger,14
FRM07919,Farmer 7919,Benue,22
FRM07920,Farmer 7920,Oyo,23
FRM07921,Farmer 7921,Kaduna,38
FRM07922,Farmer 7922,Bauchi,15
FRM07923,Farmer 7923,Niger,26
FRM07924,Farmer 7924,Niger,35
FRM07925,Farmer 7925,Kaduna,18
FRM07926,Farmer 7926,Kaduna,2
FRM07927,Farmer 7927,Kano,3
FRM07928,Farmer 7928,Ogun,4
FRM07929,Farmer 7929,Bauchi,35
FRM07930,Farmer 7930,Ogun,9
FRM07931,Farmer 7931,Niger,19
FRM07932,Farmer 7932,Kaduna,9
FRM07933,Farmer 7933,Niger,36
FRM07934,Farmer 7934,Enugu,15
FRM07935,Farmer 7935,Benue,31
FRM07936,Farmer 7936,Enugu,38
FRM07937,Farmer 7937,Plateau,11
FRM07938,Farmer 7938,Benue,12
FRM07939,Farmer 7939,Niger,16
FRM07940,Farmer 7940,Kano,39
FRM07941,Farmer 7941,Kano,18
FRM07942,Farmer 7942,Enugu,4
FRM07943,Farmer 7943,Benue,20
FRM07944,Farmer 7944,Nasarawa,24
FRM07945,Farmer 7945,Ogun,23
FRM07946,Farmer 7946,Plateau,3
FRM07947,Farmer 7947,Kaduna,11
FRM07948,Farmer 7948,Benue,39
FRM07949,Farmer 7949,Ogun,15
FRM07950,Farmer 7950,Oyo,32
FRM07951,Farmer 7951,Kano,38
FRM07952,Farmer 7952,Ogun,36
FRM07953,Farmer 7953,Niger,8
FRM07954,Farmer 7954,Enugu,6
FRM07955,Farmer 7955,Nasarawa,17
FRM07956,Farmer 7956,Niger,24
FRM07957,Farmer 7957,Ogun,26
FRM07958,Farmer 7958,Nasarawa,38
FRM07959,Farmer 7959,Enugu,39
FRM07960,Farmer 7960,Enugu,12
FRM07961,Farmer 7961,Ogun,21
FRM07962,Farmer 7962,Benue,13
FRM07963,Farmer 7963,Ogun,11
FRM07964,Farmer 7964,Oyo,14
FRM07965,Farmer 7965,Nasarawa,2
FRM07966,Farmer 7966,Nasarawa,18
FRM07967,Farmer 7967,Plateau,30
FRM07968,Farmer 7968,Plateau,4
FRM07969,Farmer 7969,Enugu,2
FRM07970,Farmer 7970,Plateau,28
FRM07971,Farmer 7971,Niger,15
FRM07972,Farmer 7972,Bauchi,14
FRM07973,Farmer 7973,Enugu,19
FRM07974,Farmer 7974,Nasarawa,39
FRM07975,Farmer 7975,Niger,29
FRM07976,Farmer 7976,Plateau,25
FRM07977,Farmer 7977,Nasarawa,31
FRM07978,Farmer 7978,Bauchi,19
FRM07979,Farmer 7979,Benue,9
FRM07980,Farmer 7980,Kaduna,17
FRM07981,Farmer 7981,Bauchi,8
FRM07982,Farmer 7982,Bauchi,13
FRM07983,Farmer 7983,Oyo,11
FRM07984,Farmer 7984,Enugu,38
FRM07985,Farmer 7985,Nasarawa,37
FRM07986,Farmer 7986,Nasarawa,6
FRM07987,Farmer 7987,Niger,1
FRM07988,Farmer 7988,Ogun,22
FRM07989,Farmer 7989,Enugu,2
FRM07990,Farmer 7990,Kaduna,35
FRM07991,Farmer 7991,Ogun,11
FRM07992,Farmer 7992,Ogun,23
FRM07993,Farmer 7993,Kano,2
FRM07994,Farmer 7994,Kaduna,40
FRM07995,Farmer 7995,Plateau,11
FRM07996,Farmer 7996,Bauchi,23
FRM07997,Farmer 7997,Bauchi,32
FRM07998,Farmer 7998,Bauchi,22
FRM07999,Farmer 7999,Kano,39
FRM08000,Farmer 8000,Enugu,23
FRM08001,Farmer 8001,Enugu,36
FRM08002,Farmer 8002,Ogun,24
FRM08003,Farmer 8003,Enugu,36
FRM08004,Farmer 8004,Kaduna,38
FRM08005,Farmer 8005,Kano,14
FRM08006,Farmer 8006,Benue,19
FRM08007,Farmer 8007,Kano,20
FRM08008,Farmer 8008,Enugu,4
FRM08009,Farmer 8009,Niger,31
FRM08010,Farmer 8010,Niger,21
FRM08011,Farmer 8011,Enugu,22
FRM08012,Farmer 8012,Enugu,29
FRM08013,Farmer 8013,Kano,33
FRM08014,Farmer 8014,Bauchi,30
FRM08015,Farmer 8015,Enugu,25
FRM08016,Farmer 8016,Enugu,19
FRM08017,Farmer 8017,Enugu,27
FRM08018,Farmer 8018,Nasarawa,2
FRM08019,Farmer 8019,Niger,40
FRM08020,Farmer 8020,Benue,18
FRM08021,Farmer 8021,Niger,40
FRM08022,Farmer 8022,Nasarawa,10
FRM08023,Farmer 8023,Benue,7
FRM08024,Farmer 8024,Ogun,25
FRM08025,Farmer 8025,Bauchi,32
FRM08026,Farmer 8026,Plateau,4
FRM08027,Farmer 8027,Bauchi,3
FRM08028,Farmer 8028,Niger,30
FRM08029,Farmer 8029,Oyo,13
FRM08030,Farmer 8030,Benue,34
FRM08031,Farmer 8031,Bauchi,16
FRM08032,Farmer 8032,Nasarawa,17
FRM08033,Farmer 8033,Nasarawa,39
FRM08034,Farmer 8034,Oyo,38
FRM08035,Farmer 8035,Oyo,12
FRM08036,Farmer 8036,Nasarawa,27
FRM08037,Farmer 8037,Ogun,34
FRM08038,Farmer 8038,Benue,31
FRM08039,Farmer 8039,Enugu,38
FRM08040,Farmer 8040,Benue,4
FRM08041,Farmer 8041,Plateau,16
FRM08042,Farmer 8042,Enugu,36
FRM08043,Farmer 8043,Enugu,38
FRM08044,Farmer 8044,Enugu,20
FRM08045,Farmer 8045,Kano,31
FRM08046,Farmer 8046,Enugu,16
FRM08047,Farmer 8047,Kano,19
FRM08048,Farmer 8048,Bauchi,33
FRM08049,Farmer 8049,Kaduna,15
FRM08050,Farmer 8050,Enugu,11
FRM08051,Farmer 8051,Plateau,34
FRM08052,Farmer 8052,Kaduna,15
FRM08053,Farmer 8053,Kaduna,36
FRM08054,Farmer 8054,Niger,11
FRM08055,Farmer 8055,Benue,8
FRM08056,Farmer 8056,Enugu,17
FRM08057,Farmer 8057,Ogun,2
FRM08058,Farmer 8058,Kaduna,34
FRM08059,Farmer 8059,Oyo,16
FRM08060,Farmer 8060,Kano,6
FRM08061,Farmer 8061,Bauchi,28
FRM08062,Farmer 8062,Niger,31
FRM08063,Farmer 8063,Kano,34
FRM08064,Farmer 8064,Benue,23
FRM08065,Farmer 8065,Benue,17
FRM08066,Farmer 8066,Enugu,35
FRM08067,Farmer 8067,Kano,1
FRM08068,Farmer 8068,Kaduna,10
FRM08069,Farmer 8069,Kaduna,2
FRM08070,Farmer 8070,Bauchi,8
FRM08071,Farmer 8071,Niger,7
FRM08072,Farmer 8072,Nasarawa,22
FRM08073,Farmer 8073,Bauchi,19
FRM08074,Farmer 8074,Nasarawa,37
FRM08075,Farmer 8075,Plateau,37
FRM08076,Farmer 8076,Oyo,22
FRM08077,Farmer 8077,Nasarawa,39
FRM08078,Farmer 8078,Kano,40
FRM08079,Farmer 8079,Bauchi,35
FRM08080,Farmer 8080,Kano,3
FRM08081,Farmer 8081,Plateau,24
FRM08082,Farmer 8082,Ogun,20
FRM08083,Farmer 8083,Plateau,36
FRM08084,Farmer 8084,Plateau,27
FRM08085,Farmer 8085,Niger,17
FRM08086,Farmer 8086,Oyo,6
FRM08087,Farmer 8087,Kaduna,33
FRM08088,Farmer 8088,Kaduna,29
FRM08089,Farmer 8089,Kaduna,32
FRM08090,Farmer 8090,Enugu,21
FRM08091,Farmer 8091,Benue,31
FRM08092,Farmer 8092,Niger,25
FRM08093,Farmer 8093,Niger,40
FRM08094,Farmer 8094,Ogun,12
FRM08095,Farmer 8095,Bauchi,2
FRM08096,Farmer 8096,Enugu,26
FRM08097,Farmer 8097,Oyo,15
FRM08098,Farmer 8098,Nasarawa,31
FRM08099,Farmer 8099,Benue,19
FRM08100,Farmer 8100,Kano,29
FRM08101,Farmer 8101,Kaduna,38
FRM08102,Farmer 8102,Niger,19
FRM08103,Farmer 8103,Ogun,22
FRM08104,Farmer 8104,Kano,17
FRM08105,Farmer 8105,Nasarawa,22
FRM08106,Farmer 8106,Oyo,29
FRM08107,Farmer 8107,Kaduna,10
FRM08108,Farmer 8108,Ogun,31
FRM08109,Farmer 8109,Niger,28
FRM08110,Farmer 8110,Kaduna,35
FRM08111,Farmer 8111,Plateau,29
FRM08112,Farmer 8112,Oyo,8
FRM08113,Farmer 8113,Ogun,32
FRM08114,Farmer 8114,Bauchi,15
FRM08115,Farmer 8115,Nasarawa,27
FRM08116,Farmer 8116,Enugu,10
FRM08117,Farmer 8117,Ogun,40
FRM08118,Farmer 8118,Plateau,39
FRM08119,Farmer 8119,Plateau,26
FRM08120,Farmer 8120,Oyo,8
FRM08121,Farmer 8121,Kaduna,8
FRM08122,Farmer 8122,Ogun,3
FRM08123,Farmer 8123,Niger,14
FRM08124,Farmer 8124,Benue,23
FRM08125,Farmer 8125,Enugu,36
FRM08126,Farmer 8126,Kano,28
FRM08127,Farmer 8127,Ogun,14
FRM08128,Farmer 8128,Benue,32
FRM08129,Farmer 8129,Plateau,36
FRM08130,Farmer 8130,Kaduna,6
FRM08131,Farmer 8131,Bauchi,14
FRM08132,Farmer 8132,Niger,6
FRM08133,Farmer 8133,Ogun,6
FRM08134,Farmer 8134,Ogun,15
FRM08135,Farmer 8135,Kano,29
FRM08136,Farmer 8136,Ogun,16
FRM08137,Farmer 8137,Benue,9
FRM08138,Farmer 8138,Nasarawa,6
FRM08139,Farmer 8139,Niger,19
FRM08140,Farmer 8140,Niger,7
FRM08141,Farmer 8141,Bauchi,5
FRM08142,Farmer 8142,Enugu,33
FRM08143,Farmer 8143,Ogun,13
FRM08144,Farmer 8144,Kano,26
FRM08145,Farmer 8145,Plateau,9
FRM08146,Farmer 8146,Benue,20
FRM08147,Farmer 8147,Plateau,10
FRM08148,Farmer 8148,Kano,2
FRM08149,Farmer 8149,Plateau,5
FRM08150,Farmer 8150,Nasarawa,27
FRM08151,Farmer 8151,Oyo,6
FRM08152,Farmer 8152,Niger,33
FRM08153,Farmer 8153,Niger,11
FRM08154,Farmer 8154,Plateau,17
FRM08155,Farmer 8155,Bauchi,23
FRM08156,Farmer 8156,Niger,27
FRM08157,Farmer 8157,Ogun,6
FRM08158,Farmer 8158,Plateau,13
FRM08159,Farmer 8159,Ogun,8
FRM08160,Farmer 8160,Oyo,30
FRM08161,Farmer 8161,Nasarawa,38
FRM08162,Farmer 8162,Plateau,25
FRM08163,Farmer 8163,Ogun,4
FRM08164,Farmer 8164,Plateau,14
FRM08165,Farmer 8165,Oyo,21
FRM08166,Farmer 8166,Bauchi,25
FRM08167,Farmer 8167,Ogun,33
FRM08168,Farmer 8168,Plateau,5
FRM08169,Farmer 8169,Oyo,37
FRM08170,Farmer 8170,Benue,29
FRM08171,Farmer 8171,Kaduna,33
FRM08172,Farmer 8172,Ogun,11
FRM08173,Farmer 8173,Benue,2
FRM08174,Farmer 8174,Niger,21
FRM08175,Farmer 8175,Plateau,4
FRM08176,Farmer 8176,Kano,40
FRM08177,Farmer 8177,Kano,26
FRM08178,Farmer 8178,Niger,4
FRM08179,Farmer 8179,Niger,22
FRM08180,Farmer 8180,Oyo,32
FRM08181,Farmer 8181,Plateau,13
FRM08182,Farmer 8182,Bauchi,27
FRM08183,Farmer 8183,Niger,9
FRM08184,Farmer 8184,Plateau,40
FRM08185,Farmer 8185,Plateau,17
FRM08186,Farmer 8186,Ogun,2
FRM08187,Farmer 8187,Enugu,13
FRM08188,Farmer 8188,Kano,10
FRM08189,Farmer 8189,Kano,40
FRM08190,Farmer 8190,Benue,22
FRM08191,Farmer 8191,Niger,2
FRM08192,Farmer 8192,Bauchi,40
FRM08193,Farmer 8193,Benue,23
FRM08194,Farmer 8194,Kano,14
FRM08195,Farmer 8195,Kaduna,38
FRM08196,Farmer 8196,Plateau,38
FRM08197,Farmer 8197,Bauchi,27
FRM08198,Farmer 8198,Ogun,4
FRM08199,Farmer 8199,Enugu,26
FRM08200,Farmer 8200,Kaduna,14
FRM08201,Farmer 8201,Ogun,19
FRM08202,Farmer 8202,Niger,27
FRM08203,Farmer 8203,Plateau,33
FRM08204,Farmer 8204,Enugu,23
FRM08205,Farmer 8205,Nasarawa,40
FRM08206,Farmer 8206,Kano,25
FRM08207,Farmer 8207,Niger,31
FRM08208,Farmer 8208,Nasarawa,19
FRM08209,Farmer 8209,Bauchi,33
FRM08210,Farmer 8210,Nasarawa,10
FRM08211,Farmer 8211,Oyo,14
FRM08212,Farmer 8212,Nasarawa,1
FRM08213,Farmer 8213,Bauchi,13
FRM08214,Farmer 8214,Ogun,19
FRM08215,Farmer 8215,Niger,4
FRM08216,Farmer 8216,Oyo,25
FRM08217,Farmer 8217,Benue,27
FRM08218,Farmer 8218,Ogun,3
FRM08219,Farmer 8219,Benue,16
FRM08220,Farmer 8220,Benue,10
FRM08221,Farmer 8221,Ogun,22
FRM08222,Farmer 8222,Enugu,37
FRM08223,Farmer 8223,Benue,35
FRM08224,Farmer 8224,Niger,3
FRM08225,Farmer 8225,Nasarawa,40
FRM08226,Farmer 8226,Enugu,9
FRM08227,Farmer 8227,Enugu,14
FRM08228,Farmer 8228,Benue,33
FRM08229,Farmer 8229,Kano,14
FRM08230,Farmer 8230,Bauchi,37
FRM08231,Farmer 8231,Niger,5
FRM08232,Farmer 8232,Enugu,9
FRM08233,Farmer 8233,Kaduna,24
FRM08234,Farmer 8234,Benue,17
FRM08235,Farmer 8235,Oyo,34
FRM08236,Farmer 8236,Bauchi,8
FRM08237,Farmer 8237,Niger,30
FRM08238,Farmer 8238,Niger,4
FRM08239,Farmer 8239,Niger,37
FRM08240,Farmer 8240,Nasarawa,36
FRM08241,Farmer 8241,Bauchi,11
FRM08242,Farmer 8242,Ogun,39
FRM08243,Farmer 8243,Bauchi,4
FRM08244,Farmer 8244,Enugu,27
FRM08245,Farmer 8245,Benue,18
FRM08246,Farmer 8246,Bauchi,10
FRM08247,Farmer 8247,Nasarawa,25
FRM08248,Farmer 8248,Benue,7
FRM08249,Farmer 8249,Niger,15
FRM08250,Farmer 8250,Ogun,26
FRM08251,Farmer 8251,Niger,30
FRM08252,Farmer 8252,Oyo,15
FRM08253,Farmer 8253,Benue,12
FRM08254,Farmer 8254,Enugu,26
FRM08255,Farmer 8255,Kaduna,6
FRM08256,Farmer 8256,Enugu,1
FRM08257,Farmer 8257,Ogun,36
FRM08258,Farmer 8258,Plateau,4
FRM08259,Farmer 8259,Nasarawa,29
FRM08260,Farmer 8260,Kano,25
FRM08261,Farmer 8261,Benue,28
FRM08262,Farmer 8262,Ogun,33
FRM08263,Farmer 8263,Ogun,10
FRM08264,Farmer 8264,Plateau,33
FRM08265,Farmer 8265,Kaduna,7
FRM08266,Farmer 8266,Oyo,35
FRM08267,Farmer 8267,Nasarawa,40
FRM08268,Farmer 8268,Benue,14
FRM08269,Farmer 8269,Plateau,24
FRM08270,Farmer 8270,Oyo,3
FRM08271,Farmer 8271,Bauchi,28
FRM08272,Farmer 8272,Oyo,2
FRM08273,Farmer 8273,Kano,28
FRM08274,Farmer 8274,Kano,28
FRM08275,Farmer 8275,Bauchi,38
FRM08276,Farmer 8276,Kaduna,16
FRM08277,Farmer 8277,Kano,21
FRM08278,Farmer 8278,Plateau,3
FRM08279,Farmer 8279,Oyo,6
FRM08280,Farmer 8280,Benue,28
FRM08281,Farmer 8281,Nasarawa,6
FRM08282,Farmer 8282,Kano,37
FRM08283,Farmer 8283,Niger,7
FRM08284,Farmer 8284,Benue,36
FRM08285,Farmer 8285,Kaduna,18
FRM08286,Farmer 8286,Nasarawa,7
FRM08287,Farmer 8287,Kano,6
FRM08288,Farmer 8288,Nasarawa,35
FRM08289,Farmer 8289,Oyo,40
FRM08290,Farmer 8290,Niger,8
FRM08291,Farmer 8291,Nasarawa,27
FRM08292,Farmer 8292,Kano,9
FRM08293,Farmer 8293,Kano,24
FRM08294,Farmer 8294,Niger,7
FRM08295,Farmer 8295,Plateau,19
FRM08296,Farmer 8296,Benue,33
FRM08297,Farmer 8297,Oyo,28
FRM08298,Farmer 8298,Plateau,32
FRM08299,Farmer 8299,Oyo,3
FRM08300,Farmer 8300,Niger,33
FRM08301,Farmer 8301,Enugu,12
FRM08302,Farmer 8302,Ogun,27
FRM08303,Farmer 8303,Benue,24
FRM08304,Farmer 8304,Oyo,7
FRM08305,Farmer 8305,Niger,27
FRM08306,Farmer 8306,Kano,16
