region,station,rainfall_mm,temperature_c,humidity_pct
Niger,WX011,92,30.7,94
Kano,WX040,198,36.4,75
Kano,WX036,177,37.2,90
Enugu,WX006,50,30.7,87
Benue,WX001,222,31.1,60
Nasarawa,WX035,88,31.3,82
Ogun,WX004,256,34.3,62
Plateau,WX038,189,29.2,33
Kaduna,WX036,188,18.5,43
Benue,WX025,114,29.1,36
Ogun,WX035,193,31.1,60
Oyo,WX035,244,35.6,95
Kano,WX004,64,25.9,63
Ogun,WX028,225,33.2,53
Niger,WX022,110,22.1,63
Enugu,WX005,178,35.6,65
Nasarawa,WX009,58,26.5,71
Niger,WX007,177,19.0,52
Ogun,WX033,129,36.1,74
Nasarawa,WX027,157,22.9,94
Enugu,WX003,99,30.4,45
Enugu,WX019,130,18.7,93
Ogun,WX005,200,27.1,39
Benue,WX005,212,35.0,59
Ogun,WX030,249,38.0,84
Oyo,WX040,238,29.3,63
Nasarawa,WX019,100,27.5,69
Nasarawa,WX020,137,29.7,34
Plateau,WX020,160,24.9,69
Plateau,WX013,165,25.9,78
Enugu,WX039,142,21.1,57
Plateau,WX036,167,23.6,94
Niger,WX024,96,33.7,46
Bauchi,WX032,87,30.1,85
Enugu,WX017,70,21.5,48
Nasarawa,WX006,113,29.9,39
Niger,WX001,177,29.4,84
Plateau,WX011,210,34.9,85
Nasarawa,WX029,66,24.2,52
Bauchi,WX020,40,25.9,50
Benue,WX039,167,36.1,34
Kaduna,WX016,174,29.1,86
Bauchi,WX038,89,36.3,85
Bauchi,WX029,242,38.2,46
Oyo,WX036,137,26.4,42
Enugu,WX032,239,31.0,70
Nasarawa,WX032,216,21.0,33
Nasarawa,WX032,233,28.6,81
Niger,WX017,234,32.9,65
Ogun,WX020,259,28.4,61
Enugu,WX013,190,20.9,33
Kaduna,WX022,154,31.4,42
Ogun,WX022,44,34.0,59
Ogun,WX007,232,23.0,86
Kano,WX016,71,29.4,56
Kaduna,WX038,230,19.1,44
Plateau,WX013,153,33.4,94
Bauchi,WX035,92,29.7,58
Bauchi,WX022,134,25.0,62
Bauchi,WX007,201,30.8,57
Kano,WX007,202,33.8,80
Enugu,WX040,78,38.6,53
Enugu,WX036,179,19.7,73
Ogun,WX031,217,25.9,46
Enugu,WX024,106,22.3,32
Kaduna,WX001,76,18.5,93
Kano,WX011,193,30.7,64
Benue,WX021,63,31.0,46
Kano,WX038,107,25.5,60
Enugu,WX039,142,36.4,34
Niger,WX026,54,30.1,40
Niger,WX035,139,35.8,72
Enugu,WX018,102,31.2,91
Enugu,WX019,58,18.9,55
Kano,WX004,155,30.2,55
Bauchi,WX028,182,37.8,74
Enugu,WX027,225,32.7,42
Enugu,WX032,239,31.4,39
Enugu,WX014,115,18.6,49
Nasarawa,WX038,136,34.2,87
Niger,WX038,207,31.3,75
Benue,WX017,234,38.4,39
Niger,WX005,115,31.9,55
Nasarawa,WX014,64,35.9,85
Benue,WX022,54,22.4,88
Ogun,WX007,73,27.7,40
Bauchi,WX024,99,18.9,71
Plateau,WX010,83,29.8,46
Bauchi,WX002,47,26.9,68
Niger,WX004,67,27.0,61
Oyo,WX004,40,19.1,56
Benue,WX036,163,33.1,89
Bauchi,WX007,188,37.2,60
Nasarawa,WX006,43,25.7,56
Nasarawa,WX007,257,33.1,52
Oyo,WX033,212,20.7,46
Oyo,WX008,178,20.2,30
Nasarawa,WX010,211,25.7,33
Ogun,WX029,142,25.9,61
Benue,WX002,42,37.4,45
Enugu,WX033,68,31.8,40
Benue,WX031,260,36.2,71
Plateau,WX003,166,32.8,93
Enugu,WX013,231,38.7,84
Enugu,WX009,207,36.1,54
Enugu,WX025,253,29.8,95
Kano,WX037,101,25.6,37
Enugu,WX010,114,36.0,41
Kano,WX014,117,38.2,83
Bauchi,WX018,183,22.6,78
Kaduna,WX039,92,31.8,33
Enugu,WX001,178,29.8,57
Plateau,WX036,114,32.4,57
Kaduna,WX040,115,37.8,53
Kaduna,WX038,203,33.4,92
Niger,WX040,216,28.7,61
Benue,WX019,50,22.9,30
Enugu,WX036,155,32.1,87
Ogun,WX032,44,27.2,31
Kaduna,WX023,79,28.2,73
Oyo,WX027,174,20.6,94
Kano,WX035,41,26.7,81
Bauchi,WX025,92,38.6,88
Niger,WX030,106,28.9,34
Kano,WX025,184,38.7,54
Benue,WX022,108,19.2,87
Benue,WX004,227,21.5,82
Enugu,WX035,53,36.0,65
Kano,WX038,81,27.0,82
Kaduna,WX010,153,21.9,86
Kaduna,WX033,241,35.9,59
Bauchi,WX016,178,25.0,54
Niger,WX040,257,25.7,37
Nasarawa,WX010,165,21.9,72
Bauchi,WX035,155,19.1,44
Nasarawa,WX038,116,37.6,71
Plateau,WX012,65,30.3,76
Oyo,WX007,81,22.8,66
Nasarawa,WX002,43,24.9,34
Kano,WX040,49,20.4,90
Bauchi,WX021,43,38.3,49
Kano,WX022,126,31.3,36
Plateau,WX004,197,24.2,80
Ogun,WX035,178,23.2,60
Plateau,WX006,164,27.6,72
Plateau,WX032,90,37.6,68
Niger,WX021,101,23.7,91
Oyo,WX026,187,35.5,89
Kaduna,WX016,173,27.0,78
Kaduna,WX006,96,33.6,63
Kaduna,WX007,100,25.6,73
Enugu,WX008,140,25.1,92
Benue,WX024,40,36.8,77
Niger,WX032,229,21.2,50
Niger,WX026,252,38.8,48
Ogun,WX017,83,24.5,59
Bauchi,WX009,155,21.6,70
Enugu,WX016,69,37.7,50
Oyo,WX005,204,35.1,72
Nasarawa,WX040,142,22.6,50
Benue,WX016,133,34.9,40
Kano,WX008,110,24.0,34
Kaduna,WX031,122,27.3,46
Niger,WX034,207,25.3,90
Ogun,WX013,75,18.7,89
Kano,WX011,162,38.3,31
Nasarawa,WX002,124,38.1,64
Oyo,WX040,242,25.8,36
Kaduna,WX011,255,18.3,48
Ogun,WX013,147,32.5,30
Niger,WX006,78,26.2,51
Kaduna,WX029,242,22.7,32
Plateau,WX025,89,30.8,90
Oyo,WX023,105,34.2,70
Ogun,WX029,193,35.5,69
Bauchi,WX020,190,38.7,54
Nasarawa,WX017,202,35.3,68
Enugu,WX013,41,32.2,94
Ogun,WX015,150,34.2,69
Plateau,WX026,116,23.0,65
Plateau,WX024,58,25.2,32
Oyo,WX003,131,39.0,55
Kaduna,WX040,205,20.3,52
Ogun,WX020,52,35.9,94
Niger,WX026,210,33.7,59
Benue,WX025,184,35.8,69
Enugu,WX018,75,20.0,70
Kano,WX031,116,38.0,44
Ogun,WX003,114,30.8,51
Benue,WX031,110,32.2,88
Plateau,WX010,144,22.9,42
Kaduna,WX017,114,23.5,78
Bauchi,WX014,209,30.0,92
Niger,WX034,248,26.2,66
Ogun,WX023,74,27.7,94
Ogun,WX029,257,24.9,51
Kano,WX038,229,27.9,56
Ogun,WX018,259,20.6,63
Benue,WX034,226,22.3,93
Nasarawa,WX011,213,27.6,93
Niger,WX025,237,38.5,70
Niger,WX019,150,27.5,44
Bauchi,WX023,247,24.9,76
Enugu,WX020,222,24.0,44
Ogun,WX012,161,27.0,71
Kano,WX024,57,19.2,71
Plateau,WX028,143,29.9,38
Benue,WX022,260,26.9,57
Plateau,WX003,147,18.8,38
Kano,WX039,194,24.1,44
Plateau,WX021,257,26.5,58
Nasarawa,WX037,158,19.1,61
Oyo,WX024,215,36.6,36
Niger,WX039,194,34.1,39
Niger,WX040,77,24.8,87
Plateau,WX039,118,24.6,77
Bauchi,WX011,217,38.9,80
Niger,WX033,152,37.3,37
Ogun,WX011,156,37.6,93
Plateau,WX016,259,28.5,92
Ogun,WX015,50,18.8,69
Oyo,WX003,89,35.2,75
Nasarawa,WX022,43,36.6,37
Plateau,WX014,125,19.9,35
Ogun,WX013,168,31.2,79
Plateau,WX029,131,35.1,36
Oyo,WX010,119,31.9,77
Bauchi,WX032,122,32.1,55
Ogun,WX004,258,23.3,57
Plateau,WX035,66,33.0,95
Oyo,WX003,65,34.6,73
Benue,WX039,114,31.6,42
Kaduna,WX019,249,32.0,47
Ogun,WX024,57,24.5,89
Benue,WX012,235,29.9,48
Niger,WX038,138,21.0,66
Plateau,WX039,176,29.5,39
Kano,WX010,54,23.2,94
Kano,WX013,92,36.3,30
Niger,WX004,96,22.3,95
Niger,WX025,196,18.1,77
Oyo,WX016,64,24.3,59
Plateau,WX012,131,26.0,48
Bauchi,WX030,58,18.4,91
Niger,WX004,97,28.8,83
Plateau,WX024,257,37.7,32
Plateau,WX013,187,35.1,92
Ogun,WX030,143,20.4,91
Enugu,WX006,165,34.2,82
Kano,WX016,77,28.2,67
Kano,WX040,55,34.5,79
Benue,WX008,59,25.5,92
Niger,WX007,119,32.7,44
Bauchi,WX007,161,22.6,93
Benue,WX019,40,27.7,89
Kano,WX002,238,37.5,91
Kaduna,WX033,71,28.3,87
Plateau,WX020,159,34.3,90
Bauchi,WX009,206,29.8,54
Ogun,WX002,119,33.8,69
Enugu,WX031,108,34.4,59
Kaduna,WX030,149,19.4,55
Ogun,WX011,87,30.4,51
Niger,WX009,192,32.3,92
Plateau,WX015,209,35.4,60
Enugu,WX021,136,20.7,95
Nasarawa,WX034,176,18.5,56
Kano,WX025,80,33.5,44
Niger,WX019,118,26.3,94
Nasarawa,WX039,66,32.3,62
Bauchi,WX015,90,37.5,89
Nasarawa,WX024,157,36.7,56
Oyo,WX003,209,37.6,94
Nasarawa,WX037,124,18.2,77
Bauchi,WX038,252,38.5,76
Ogun,WX033,157,38.3,53
Niger,WX021,128,35.7,38
Oyo,WX032,44,32.0,39
Benue,WX026,165,28.6,41
Ogun,WX011,203,28.3,87
Benue,WX036,93,26.8,92
Benue,WX003,130,29.1,51
Ogun,WX014,113,29.4,38
Enugu,WX035,83,21.6,34
Benue,WX004,152,26.0,95
Niger,WX008,257,32.7,37
Nasarawa,WX032,155,33.5,30
Enugu,WX026,101,32.4,49
Enugu,WX038,236,24.4,80
Benue,WX022,170,19.2,31
Kano,WX040,180,23.3,65
Bauchi,WX040,90,18.1,93
Niger,WX013,206,20.6,46
Enugu,WX039,146,18.2,83
Kaduna,WX017,172,30.4,84
Benue,WX006,123,22.4,85
Oyo,WX025,229,38.6,39
Bauchi,WX006,249,20.5,83
Niger,WX019,210,19.5,87
Niger,WX029,192,18.9,43
Niger,WX034,149,35.8,54
Nasarawa,WX022,180,30.5,89
Bauchi,WX021,179,22.6,48
Ogun,WX005,185,34.3,72
Bauchi,WX021,48,23.0,91
Enugu,WX007,62,28.9,70
Benue,WX037,187,31.4,73
Bauchi,WX008,49,32.8,87
Nasarawa,WX023,170,18.6,50
Benue,WX011,247,34.5,79
Niger,WX025,152,38.7,83
Ogun,WX016,78,25.7,61
Niger,WX028,259,24.0,64
Oyo,WX039,68,25.3,34
Benue,WX028,259,19.6,84
Enugu,WX012,221,37.7,88
Kaduna,WX014,241,33.0,48
Enugu,WX037,215,31.2,44
Ogun,WX013,42,28.0,54
Plateau,WX023,155,24.4,62
Nasarawa,WX025,240,22.0,84
Kano,WX033,138,23.8,59
Benue,WX037,96,21.7,35
Ogun,WX036,119,33.1,78
Ogun,WX021,109,38.4,81
Plateau,WX008,157,28.3,47
Kaduna,WX012,260,30.0,78
Oyo,WX025,71,24.1,35
Nasarawa,WX009,242,25.5,38
Benue,WX040,105,31.2,41
Plateau,WX019,205,35.0,53
Oyo,WX030,119,25.1,39
Bauchi,WX025,239,26.7,35
Oyo,WX004,81,23.1,56
Kano,WX006,109,26.6,40
Kano,WX019,167,26.6,43
Bauchi,WX025,107,20.2,55
Kaduna,WX029,186,25.1,69
Kano,WX021,63,25.1,40
Plateau,WX017,249,23.7,49
Oyo,WX026,69,33.1,37
Benue,WX006,86,28.5,89
Nasarawa,WX013,242,36.6,82
Kano,WX006,254,29.0,93
Niger,WX001,138,24.4,71
Benue,WX023,246,21.5,50
Kaduna,WX031,226,35.0,60
Nasarawa,WX012,140,21.4,90
Kano,WX032,232,19.3,74
Nasarawa,WX017,54,21.7,91
Oyo,WX007,164,31.5,71
Niger,WX011,188,30.5,68
Nasarawa,WX017,215,19.7,66
Kano,WX026,49,30.9,94
Kano,WX023,258,38.8,34
Niger,WX014,66,23.4,51
Plateau,WX025,197,19.0,89
Benue,WX002,96,33.4,81
Oyo,WX035,218,21.2,39
Plateau,WX005,82,29.4,42
Oyo,WX003,52,27.8,46
Niger,WX016,169,19.3,71
Enugu,WX027,99,18.5,38
Ogun,WX021,123,31.3,52
Benue,WX019,45,38.9,70
Oyo,WX020,52,39.0,91
Niger,WX022,158,29.6,70
Kano,WX031,48,33.1,70
Niger,WX039,48,31.3,55
Oyo,WX019,208,30.4,63
Kano,WX023,226,32.2,89
Kaduna,WX026,207,19.7,73
Niger,WX005,70,18.8,91
Ogun,WX001,120,36.5,85
Plateau,WX006,204,26.9,54
Benue,WX030,242,18.0,80
Nasarawa,WX009,248,21.2,59
Plateau,WX004,135,29.4,40
Benue,WX008,189,38.7,32
Bauchi,WX039,42,30.0,61
Oyo,WX021,191,26.2,86
Bauchi,WX026,226,18.3,47
Benue,WX031,95,33.7,87
Ogun,WX036,85,27.1,68
Benue,WX004,154,25.5,44
Plateau,WX022,233,29.1,78
Enugu,WX032,111,20.7,30
Nasarawa,WX039,201,35.8,63
Oyo,WX028,62,30.2,65
Nasarawa,WX002,238,20.8,42
Enugu,WX009,218,22.9,83
Nasarawa,WX030,130,30.6,78
Niger,WX003,84,21.5,34
Kaduna,WX023,139,33.5,91
Kaduna,WX014,212,27.2,54
Bauchi,WX021,227,33.6,35
Oyo,WX025,133,21.7,30
Ogun,WX033,41,24.5,73
Ogun,WX023,192,20.8,56
Kano,WX033,187,30.9,62
Kaduna,WX021,206,30.3,88
Nasarawa,WX009,162,25.3,93
Plateau,WX028,49,38.5,92
Enugu,WX039,148,29.8,63
Kaduna,WX018,96,33.4,70
Kano,WX002,207,21.2,64
Kano,WX039,113,34.3,87
Benue,WX029,195,25.9,88
Plateau,WX024,44,37.9,87
Niger,WX032,201,26.8,79
Kaduna,WX029,236,33.1,39
Ogun,WX010,153,22.0,92
Benue,WX003,143,38.1,83
Plateau,WX007,180,32.9,95
Plateau,WX032,138,27.3,89
Ogun,WX001,92,19.3,56
Bauchi,WX003,79,35.1,94
Enugu,WX034,127,34.2,35
Nasarawa,WX023,125,30.0,38
Bauchi,WX029,226,26.3,38
Oyo,WX017,231,18.3,92
Nasarawa,WX005,226,19.5,78
Nasarawa,WX025,100,18.6,95
Niger,WX016,162,39.0,54
Kaduna,WX022,173,34.9,73
Bauchi,WX023,127,25.7,69
Bauchi,WX039,238,24.5,44
Plateau,WX001,53,18.8,84
Plateau,WX003,112,22.1,44
Bauchi,WX030,110,19.3,68
Enugu,WX025,213,30.9,39
Kaduna,WX030,115,37.4,50
Nasarawa,WX009,151,18.3,47
Plateau,WX025,86,32.7,73
Kaduna,WX001,175,25.3,34
Ogun,WX010,103,33.3,57
Ogun,WX021,231,19.4,82
Bauchi,WX001,85,20.7,39
Kano,WX021,166,37.2,92
Kano,WX019,40,18.3,67
Bauchi,WX001,123,19.6,42
Enugu,WX036,123,28.5,85
Ogun,WX038,252,21.2,47
Kaduna,WX039,149,24.4,52
Kano,WX039,209,18.7,39
Plateau,WX023,258,25.2,91
Bauchi,WX022,63,31.8,79
Nasarawa,WX038,111,21.4,45
Plateau,WX028,204,26.7,45
Benue,WX003,63,38.3,89
Kaduna,WX027,150,24.0,33
Ogun,WX008,145,20.1,87
Niger,WX006,55,23.3,50
Enugu,WX006,57,37.0,35
Enugu,WX014,150,32.6,36
Nasarawa,WX025,172,24.7,74
Bauchi,WX005,221,21.0,31
Oyo,WX022,143,23.5,68
Kaduna,WX008,179,36.3,54
Oyo,WX008,96,38.3,53
Kano,WX033,227,32.2,61
Bauchi,WX013,90,35.9,37
Enugu,WX005,120,35.0,80
Kaduna,WX012,171,18.5,73
Nasarawa,WX016,131,36.8,60
Ogun,WX015,250,25.8,47
Kaduna,WX032,258,38.7,78
Plateau,WX021,53,31.5,40
Niger,WX029,98,34.7,53
Kano,WX015,249,35.3,61
Bauchi,WX004,103,20.3,81
Oyo,WX007,145,27.8,44
Plateau,WX031,169,22.2,57
Kaduna,WX037,191,29.0,92
Kano,WX008,147,19.0,76
Kano,WX008,257,25.7,81
Bauchi,WX021,226,30.2,54
Plateau,WX011,100,37.5,52
Plateau,WX032,256,20.6,42
Kaduna,WX001,77,38.0,83
Kano,WX035,174,35.1,36
Niger,WX035,151,35.4,48
Enugu,WX013,139,30.9,59
Kaduna,WX023,80,34.3,48
Enugu,WX020,137,27.4,75
Kano,WX003,112,20.6,39
Niger,WX020,44,37.0,69
Nasarawa,WX005,254,28.8,53
Kano,WX029,258,38.0,58
Nasarawa,WX027,183,30.3,88
Ogun,WX007,229,20.1,79
Bauchi,WX013,258,33.4,86
Kaduna,WX032,224,28.5,73
Oyo,WX018,145,31.9,58
Bauchi,WX031,64,22.0,46
Plateau,WX003,179,27.3,60
Benue,WX005,205,19.4,65
Oyo,WX034,44,18.2,81
Bauchi,WX027,238,39.0,79
Oyo,WX036,108,38.8,75
Plateau,WX022,177,35.9,30
Kano,WX030,159,24.0,45
Nasarawa,WX016,238,23.6,51
Oyo,WX030,163,29.1,90
Ogun,WX009,185,31.5,85
Oyo,WX011,188,25.3,67
Benue,WX006,201,22.7,80
Plateau,WX039,118,34.3,90
Bauchi,WX012,161,19.8,83
Kano,WX007,172,33.2,54
Benue,WX002,111,33.0,34
Kano,WX002,58,25.7,89
Bauchi,WX013,176,34.8,62
Bauchi,WX002,237,26.9,94
Kano,WX033,160,21.1,81
Bauchi,WX022,55,21.7,95
Ogun,WX008,78,20.0,49
Bauchi,WX036,79,31.9,61
Kano,WX028,85,31.2,95
Niger,WX012,114,21.7,53
Niger,WX004,49,29.8,68
Kaduna,WX033,135,35.4,60
Bauchi,WX019,140,28.1,46
Nasarawa,WX003,73,38.9,36
Kano,WX028,226,38.7,70
Niger,WX033,193,36.8,71
Ogun,WX001,134,23.4,66
Bauchi,WX040,235,20.1,34
Nasarawa,WX015,224,28.7,84
Niger,WX025,219,37.5,39
Oyo,WX037,62,33.8,74
Kaduna,WX004,197,36.8,44
Benue,WX021,207,27.7,66
Niger,WX018,135,38.0,76
Plateau,WX024,82,32.9,48
Benue,WX020,179,26.3,33
Kano,WX002,50,19.8,58
Nasarawa,WX002,58,20.3,86
Kaduna,WX034,176,28.3,90
Benue,WX013,143,32.4,70
Kano,WX005,225,30.1,45
Oyo,WX017,238,35.3,86
Benue,WX010,53,30.5,85
Kano,WX026,53,27.7,78
Oyo,WX014,58,34.6,33
Oyo,WX013,44,36.5,93
Nasarawa,WX012,140,24.6,62
Enugu,WX011,221,33.2,52
Enugu,WX011,249,19.3,66
Enugu,WX002,43,31.1,42
Niger,WX021,235,23.3,93
Kaduna,WX023,81,31.8,52
Kaduna,WX034,233,37.3,91
Kaduna,WX034,185,18.3,63
Plateau,WX029,47,26.0,36
Kaduna,WX007,210,30.0,72
Enugu,WX019,186,37.8,50
Benue,WX035,200,30.1,32
Nasarawa,WX026,170,33.0,37
Niger,WX037,194,25.3,83
Benue,WX006,178,18.3,84
Kano,WX036,164,18.4,71
Benue,WX023,126,37.8,53
Oyo,WX005,236,18.5,39
Enugu,WX013,101,18.5,56
Enugu,WX001,81,37.1,61
Kano,WX005,158,32.4,92
Oyo,WX004,64,32.9,50
Oyo,WX010,120,27.7,50
Oyo,WX021,181,23.9,78
Benue,WX035,145,36.1,49
Enugu,WX039,146,29.9,41
Ogun,WX031,57,32.4,65
Benue,WX009,47,32.1,41
Nasarawa,WX040,65,36.4,89
Ogun,WX011,112,33.8,45
Enugu,WX030,228,19.1,47
Bauchi,WX020,60,30.4,59
Kaduna,WX018,74,36.4,32
Kaduna,WX030,138,34.2,73
Kano,WX035,81,19.7,83
Benue,WX036,135,32.4,80
Bauchi,WX023,84,29.9,57
Plateau,WX026,64,19.0,59
Niger,WX021,149,19.7,89
Kano,WX022,113,31.3,42
Oyo,WX033,130,37.4,49
Nasarawa,WX018,146,20.1,56
Benue,WX027,228,20.3,36
Kaduna,WX036,103,29.9,70
Ogun,WX005,250,25.7,41
Ogun,WX025,90,30.6,51
Plateau,WX020,219,27.1,40
Bauchi,WX005,177,22.4,86
Plateau,WX004,240,19.7,59
Bauchi,WX017,145,25.6,35
Kano,WX006,241,30.7,59
Niger,WX025,257,33.0,53
Oyo,WX005,246,23.0,48
Kaduna,WX021,104,31.3,38
Nasarawa,WX034,76,35.4,91
Kaduna,WX007,71,33.4,95
Kaduna,WX037,235,23.6,63
Niger,WX040,202,23.4,37
Bauchi,WX013,55,18.1,35
Ogun,WX023,60,25.8,89
Plateau,WX009,47,27.9,82
Niger,WX017,233,28.0,91
Plateau,WX028,259,21.2,68
Nasarawa,WX010,43,23.2,91
Kaduna,WX010,166,25.2,86
Oyo,WX008,163,23.3,92
Niger,WX016,53,29.2,56
Benue,WX026,198,29.2,90
Benue,WX008,193,24.3,35
Nasarawa,WX038,68,34.0,31
Enugu,WX011,164,18.0,74
Enugu,WX037,78,30.1,41
Oyo,WX039,225,28.1,68
Kaduna,WX018,150,32.6,66
Oyo,WX005,67,30.6,68
Enugu,WX010,178,29.0,59
Ogun,WX010,244,32.4,42
Plateau,WX027,156,30.5,86
Bauchi,WX020,208,37.8,91
Oyo,WX039,67,36.1,91
Niger,WX035,105,28.5,44
Plateau,WX034,147,29.8,56
Nasarawa,WX023,154,35.8,56
Nasarawa,WX037,60,28.8,70
Oyo,WX031,73,33.1,77
Kaduna,WX001,218,19.0,92
Oyo,WX040,231,21.6,40
Plateau,WX024,228,36.8,43
Ogun,WX008,229,37.4,84
Kaduna,WX008,185,37.4,66
Ogun,WX023,55,18.7,44
Kaduna,WX004,106,36.5,75
Plateau,WX036,217,35.4,50
Oyo,WX030,256,18.3,56
Bauchi,WX002,208,34.8,60
Nasarawa,WX013,147,37.6,71
Benue,WX031,183,24.2,84
Benue,WX016,113,29.5,58
Oyo,WX015,76,30.4,94
Kaduna,WX030,217,24.4,61
Bauchi,WX016,229,21.1,39
Bauchi,WX013,192,37.7,36
Kano,WX032,57,34.5,45
Kano,WX011,108,19.3,38
Kano,WX031,72,18.8,50
Kaduna,WX025,195,28.2,35
Enugu,WX019,209,28.8,76
Oyo,WX025,196,26.2,60
Plateau,WX014,254,19.3,34
Plateau,WX011,207,21.6,59
Kaduna,WX018,221,30.8,80
Kano,WX004,238,30.3,61
Enugu,WX029,131,32.2,41
Bauchi,WX009,72,24.4,31
Enugu,WX006,50,36.0,91
Ogun,WX020,191,31.8,70
Benue,WX008,98,24.9,59
Benue,WX027,145,34.8,82
Enugu,WX036,51,30.0,59
Plateau,WX007,65,25.2,51
Ogun,WX029,46,36.1,58
Nasarawa,WX029,223,29.2,47
Ogun,WX008,179,18.6,76
Benue,WX007,158,22.2,33
Oyo,WX003,89,19.3,74
Niger,WX020,108,37.1,52
Ogun,WX037,182,19.6,77
Enugu,WX024,142,33.3,64
Enugu,WX012,172,20.9,47
Kaduna,WX012,63,20.5,55
Oyo,WX026,75,27.2,55
Nasarawa,WX033,210,20.4,73
Oyo,WX030,198,37.3,87
Nasarawa,WX005,144,31.2,80
Niger,WX002,138,26.8,51
Bauchi,WX032,207,38.3,32
Oyo,WX036,142,19.5,51
Bauchi,WX011,122,23.6,67
Kaduna,WX035,57,28.3,47
Enugu,WX002,92,38.9,52
Bauchi,WX034,241,33.6,91
Kano,WX020,90,20.1,40
Oyo,WX015,186,25.0,52
Bauchi,WX008,44,26.0,77
Benue,WX019,82,26.6,77
Enugu,WX039,229,35.8,73
Nasarawa,WX004,188,27.1,84
Niger,WX035,129,30.1,57
Kaduna,WX019,71,31.5,81
Bauchi,WX037,196,32.5,78
Niger,WX018,76,23.1,56
Enugu,WX006,202,29.8,47
Ogun,WX017,178,31.7,72
Enugu,WX015,112,32.9,59
Plateau,WX002,201,32.5,79
Nasarawa,WX005,139,30.6,63
Ogun,WX018,182,20.5,87
Enugu,WX022,88,38.3,38
Kaduna,WX001,161,35.6,82
Nasarawa,WX002,179,24.4,78
Bauchi,WX001,199,36.0,44
Ogun,WX017,154,38.6,57
Plateau,WX009,41,28.2,94
Enugu,WX006,51,26.8,37
Plateau,WX036,196,32.1,62
Kano,WX010,142,31.3,87
Enugu,WX001,202,29.6,57
Niger,WX022,112,20.6,81
Nasarawa,WX037,209,28.3,33
Bauchi,WX025,115,20.1,90
Oyo,WX028,64,28.3,51
Kaduna,WX032,232,38.7,75
Enugu,WX004,42,37.0,70
Plateau,WX039,257,28.5,82
Nasarawa,WX012,200,30.3,39
Oyo,WX023,103,20.9,41
Niger,WX017,157,20.4,51
Ogun,WX036,223,26.7,55
Niger,WX032,80,27.9,70
Bauchi,WX016,237,29.6,41
Oyo,WX001,202,19.8,43
Ogun,WX003,256,24.1,30
Bauchi,WX026,147,38.9,40
Niger,WX006,106,19.8,93
Oyo,WX006,147,38.2,87
Plateau,WX014,210,33.6,42
Enugu,WX025,51,34.0,62
Niger,WX036,225,23.0,52
Niger,WX038,75,28.0,95
Oyo,WX035,259,25.1,36
Kaduna,WX027,214,35.9,49
Oyo,WX025,150,28.6,92
Enugu,WX018,197,23.9,64
Benue,WX008,44,28.9,62
Benue,WX036,127,26.7,81
Niger,WX022,51,27.1,73
Niger,WX010,180,26.3,66
Nasarawa,WX024,138,34.0,47
Kaduna,WX033,161,23.7,42
Enugu,WX037,127,18.3,92
Benue,WX031,180,34.0,38
Oyo,WX026,59,20.3,94
Ogun,WX009,103,20.4,43
Niger,WX017,43,20.7,66
Nasarawa,WX010,86,28.2,68
Enugu,WX018,126,26.6,64
Kano,WX012,66,27.5,93
Kano,WX025,188,26.4,42
Kano,WX015,123,26.2,48
Ogun,WX017,182,32.7,78
Kaduna,WX034,104,33.5,48
Oyo,WX039,47,28.1,73
Benue,WX012,212,36.4,55
Kano,WX039,177,28.4,43
Plateau,WX024,220,37.9,62
Oyo,WX001,214,36.4,50
Bauchi,WX032,219,27.8,55
Nasarawa,WX010,258,24.9,57
Kaduna,WX025,67,27.5,54
Nasarawa,WX013,149,28.5,47
Oyo,WX035,137,38.3,36
Kaduna,WX033,209,18.0,82
Benue,WX004,110,19.6,90
Niger,WX008,223,37.6,68
Bauchi,WX017,129,27.1,46
Enugu,WX038,255,28.2,32
Plateau,WX008,138,20.1,30
Enugu,WX022,214,22.0,59
Plateau,WX031,128,33.3,35
Kano,WX016,59,30.5,49
Kaduna,WX035,256,34.7,71
Ogun,WX002,73,35.8,46
Kaduna,WX006,214,31.2,55
Plateau,WX020,163,24.9,64
Niger,WX016,83,20.6,30
Bauchi,WX007,106,38.1,47
Oyo,WX027,119,29.5,93
Oyo,WX009,172,22.2,33
Benue,WX030,106,33.4,94
Nasarawa,WX004,243,36.7,32
Kaduna,WX005,97,36.4,74
Niger,WX040,186,38.4,81
Kaduna,WX031,47,18.4,58
Niger,WX015,256,24.1,71
Benue,WX036,184,19.4,83
Kaduna,WX015,174,27.7,61
Bauchi,WX031,118,26.9,30
Plateau,WX019,46,27.5,47
Nasarawa,WX031,234,33.3,38
Niger,WX010,202,19.7,71
Niger,WX038,82,28.4,87
Benue,WX007,197,33.5,63
Benue,WX014,53,22.5,61
Oyo,WX020,137,36.9,77
Kaduna,WX037,205,21.2,39
Benue,WX020,119,27.3,89
Plateau,WX011,211,20.3,41
Bauchi,WX017,75,30.3,78
Bauchi,WX001,209,38.0,67
Ogun,WX038,195,35.1,64
Kano,WX033,99,36.4,35
Kaduna,WX019,110,21.8,70
Nasarawa,WX006,160,24.5,62
Plateau,WX017,212,31.4,50
Niger,WX025,130,21.8,92
Bauchi,WX038,229,28.3,75
Plateau,WX033,52,18.3,71
Benue,WX032,172,19.3,32
Benue,WX006,223,30.3,69
Kano,WX007,192,28.7,75
Benue,WX033,107,33.5,33
