farm_id,farmer_id,region,crop,soil,farm_size_ha,yield_score
Farm_07469,FRM07469,Benue,Sorghum,Silt,20.68,65
Farm_07470,FRM07470,Plateau,Maize,Silt,6.77,46
Farm_07471,FRM07471,Bauchi,Sorghum,Loam,34.36,51
Farm_07472,FRM07472,Benue,Soybean,Chalky,5.4,41
Farm_07473,FRM07473,Bauchi,Sorghum,Silt,29.6,79
Farm_07474,FRM07474,Plateau,Tomato,Chalky,25.34,65
Farm_07475,FRM07475,Niger,Cassava,Silt,29.72,78
Farm_07476,FRM07476,Nasarawa,Maize,Silt,25.42,49
Farm_07477,FRM07477,Bauchi,Soybean,Loam,20.94,53
Farm_07478,FRM07478,Kano,Tomato,Silt,19.18,90
Farm_07479,FRM07479,Oyo,Tomato,Clay,49.59,57
Farm_07480,FRM07480,Bauchi,Millet,Peaty,10.92,58
Farm_07481,FRM07481,Enugu,Millet,Clay,3.82,84
Farm_07482,FRM07482,Plateau,Yam,Peaty,27.6,70
Farm_07483,FRM07483,Plateau,Cassava,Clay,46.84,92
Farm_07484,FRM07484,Nasarawa,Rice,Peaty,46.1,67
Farm_07485,FRM07485,Niger,Soybean,Peaty,8.73,74
Farm_07486,FRM07486,Benue,Cassava,Clay,26.0,43
Farm_07487,FRM07487,Bauchi,Soybean,Silt,25.47,48
Farm_07488,FRM07488,Ogun,Maize,Loam,47.76,69
Farm_07489,FRM07489,Benue,Soybean,Sandy,33.15,40
Farm_07490,FRM07490,Nasarawa,Cassava,Clay,35.37,99
Farm_07491,FRM07491,Benue,Soybean,Sandy,49.72,59
Farm_07492,FRM07492,Bauchi,Cassava,Sandy,46.04,41
Farm_07493,FRM07493,Kaduna,Rice,Loam,42.41,54
Farm_07494,FRM07494,Kaduna,Rice,Sandy,43.28,68
Farm_07495,FRM07495,Bauchi,Yam,Loam,7.97,45
Farm_07496,FRM07496,Bauchi,Millet,Sandy,42.36,62
Farm_07497,FRM07497,Benue,Soybean,Peaty,11.7,46
Farm_07498,FRM07498,Benue,Rice,Loam,37.94,57
Farm_07499,FRM07499,Kano,Millet,Sandy,39.32,42
Farm_07500,FRM07500,Nasarawa,Cassava,Silt,19.1,86
Farm_07501,FRM07501,Bauchi,Sorghum,Silt,22.94,56
Farm_07502,FRM07502,Niger,Millet,Clay,23.65,62
Farm_07503,FRM07503,Oyo,Rice,Loam,34.56,69
Farm_07504,FRM07504,Niger,Rice,Clay,22.25,94
Farm_07505,FRM07505,Nasarawa,Soybean,Chalky,10.66,58
Farm_07506,FRM07506,Benue,Yam,Loam,35.08,95
Farm_07507,FRM07507,Nasarawa,Sorghum,Clay,46.53,40
Farm_07508,FRM07508,Kaduna,Tomato,Sandy,45.09,61
Farm_07509,FRM07509,Enugu,Sorghum,Clay,24.24,42
Farm_07510,FRM07510,Benue,Maize,Sandy,20.98,92
Farm_07511,FRM07511,Niger,Sorghum,Clay,46.51,47
Farm_07512,FRM07512,Nasarawa,Sorghum,Sandy,0.89,46
Farm_07513,FRM07513,Kano,Tomato,Peaty,49.16,74
Farm_07514,FRM07514,Ogun,Sorghum,Sandy,38.21,59
Farm_07515,FRM07515,Niger,Cassava,Clay,36.22,96
Farm_07516,FRM07516,Niger,Rice,Sandy,15.87,88
Farm_07517,FRM07517,Oyo,Maize,Chalky,13.6,76
Farm_07518,FRM07518,Enugu,Soybean,Clay,43.3,86
Farm_07519,FRM07519,Oyo,Maize,Clay,1.29,82
Farm_07520,FRM07520,Enugu,Sorghum,Loam,47.26,65
Farm_07521,FRM07521,Niger,Tomato,Silt,45.32,44
Farm_07522,FRM07522,Bauchi,Tomato,Silt,21.06,63
Farm_07523,FRM07523,Bauchi,Yam,Peaty,39.73,84
Farm_07524,FRM07524,Bauchi,Yam,Peaty,17.37,98
Farm_07525,FRM07525,Kano,Maize,Clay,12.8,58
Farm_07526,FRM07526,Enugu,Soybean,Clay,6.12,87
Farm_07527,FRM07527,Enugu,Sorghum,Chalky,34.49,57
Farm_07528,FRM07528,Enugu,Millet,Chalky,4.35,98
Farm_07529,FRM07529,Enugu,Cassava,Peaty,18.85,69
Farm_07530,FRM07530,Kano,Millet,Clay,40.58,49
Farm_07531,FRM07531,Kaduna,Yam,Sandy,16.28,72
Farm_07532,FRM07532,Benue,Cassava,Chalky,45.55,63
Farm_07533,FRM07533,Plateau,Rice,Peaty,31.66,43
Farm_07534,FRM07534,Bauchi,Tomato,Peaty,37.28,67
Farm_07535,FRM07535,Bauchi,Sorghum,Peaty,6.73,75
Farm_07536,FRM07536,Niger,Maize,Loam,35.9,76
Farm_07537,FRM07537,Niger,Sorghum,Sandy,4.01,49
Farm_07538,FRM07538,Nasarawa,Soybean,Silt,0.62,68
Farm_07539,FRM07539,Niger,Yam,Sandy,13.97,54
Farm_07540,FRM07540,Benue,Millet,Clay,31.74,81
Farm_07541,FRM07541,Kaduna,Rice,Clay,28.33,46
Farm_07542,FRM07542,Benue,Sorghum,Sandy,23.01,94
Farm_07543,FRM07543,Kaduna,Sorghum,Sandy,12.57,44
Farm_07544,FRM07544,Benue,Sorghum,Loam,38.85,96
Farm_07545,FRM07545,Enugu,Rice,Clay,26.82,67
Farm_07546,FRM07546,Bauchi,Sorghum,Sandy,8.89,46
Farm_07547,FRM07547,Kaduna,Millet,Silt,29.97,40
Farm_07548,FRM07548,Benue,Rice,Silt,30.94,46
Farm_07549,FRM07549,Nasarawa,Rice,Clay,21.59,65
Farm_07550,FRM07550,Bauchi,Soybean,Silt,29.62,53
Farm_07551,FRM07551,Kano,Yam,Clay,38.36,74
Farm_07552,FRM07552,Kano,Rice,Peaty,32.27,60
Farm_07553,FRM07553,Niger,Millet,Sandy,12.35,80
Farm_07554,FRM07554,Plateau,Maize,Sandy,33.3,58
Farm_07555,FRM07555,Niger,Sorghum,Loam,41.22,67
Farm_07556,FRM07556,Kano,Rice,Peaty,24.31,62
Farm_07557,FRM07557,Kano,Yam,Loam,25.19,43
Farm_07558,FRM07558,Oyo,Rice,Silt,42.32,99
Farm_07559,FRM07559,Kano,Yam,Chalky,7.11,40
Farm_07560,FRM07560,Ogun,Rice,Loam,14.2,67
Farm_07561,FRM07561,Enugu,Maize,Silt,3.52,65
Farm_07562,FRM07562,Nasarawa,Yam,Clay,42.66,42
Farm_07563,FRM07563,Enugu,Soybean,Clay,8.44,51
Farm_07564,FRM07564,Kaduna,Soybean,Loam,43.22,95
Farm_07565,FRM07565,Kano,Cassava,Clay,32.43,77
Farm_07566,FRM07566,Bauchi,Yam,Peaty,8.04,47
Farm_07567,FRM07567,Niger,Tomato,Peaty,4.19,60
Farm_07568,FRM07568,Kano,Sorghum,Silt,44.2,88
Farm_07569,FRM07569,Benue,Sorghum,Chalky,41.66,49
Farm_07570,FRM07570,Kaduna,Cassava,Clay,19.49,75
Farm_07571,FRM07571,Kaduna,Yam,Clay,15.09,86
Farm_07572,FRM07572,Oyo,Soybean,Peaty,8.23,88
Farm_07573,FRM07573,Kaduna,Cassava,Clay,17.58,82
Farm_07574,FRM07574,Niger,Soybean,Clay,7.06,53
Farm_07575,FRM07575,Enugu,Rice,Chalky,14.68,76
Farm_07576,FRM07576,Nasarawa,Maize,Peaty,46.46,58
Farm_07577,FRM07577,Plateau,Sorghum,Loam,26.97,95
Farm_07578,FRM07578,Oyo,Yam,Loam,33.7,63
Farm_07579,FRM07579,Bauchi,Yam,Clay,9.43,67
Farm_07580,FRM07580,Bauchi,Sorghum,Chalky,16.48,42
Farm_07581,FRM07581,Enugu,Rice,Chalky,0.81,55
Farm_07582,FRM07582,Enugu,Millet,Clay,24.89,46
Farm_07583,FRM07583,Niger,Soybean,Silt,25.06,75
Farm_07584,FRM07584,Benue,Sorghum,Clay,35.06,76
Farm_07585,FRM07585,Nasarawa,Cassava,Silt,7.85,71
Farm_07586,FRM07586,Enugu,Yam,Clay,22.11,85
Farm_07587,FRM07587,Enugu,Rice,Clay,49.21,47
Farm_07588,FRM07588,Benue,Tomato,Sandy,26.7,52
Farm_07589,FRM07589,Oyo,Maize,Sandy,19.56,46
Farm_07590,FRM07590,Enugu,Cassava,Peaty,18.93,61
Farm_07591,FRM07591,Kano,Millet,Sandy,39.88,91
Farm_07592,FRM07592,Bauchi,Maize,Sandy,16.34,95
Farm_07593,FRM07593,Nasarawa,Rice,Chalky,16.56,62
Farm_07594,FRM07594,Plateau,Rice,Chalky,16.85,47
Farm_07595,FRM07595,Benue,Tomato,Clay,1.24,42
Farm_07596,FRM07596,Kano,Cassava,Silt,48.76,92
Farm_07597,FRM07597,Plateau,Sorghum,Peaty,10.58,79
Farm_07598,FRM07598,Benue,Sorghum,Peaty,14.7,69
Farm_07599,FRM07599,Ogun,Tomato,Clay,41.06,41
Farm_07600,FRM07600,Kano,Sorghum,Loam,17.3,79
Farm_07601,FRM07601,Ogun,Tomato,Clay,24.24,40
Farm_07602,FRM07602,Kaduna,Maize,Silt,17.27,87
Farm_07603,FRM07603,Plateau,Tomato,Peaty,22.28,96
Farm_07604,FRM07604,Plateau,Yam,Silt,26.59,47
Farm_07605,FRM07605,Bauchi,Yam,Loam,30.79,52
Farm_07606,FRM07606,Kaduna,Soybean,Chalky,30.15,52
Farm_07607,FRM07607,Niger,Rice,Peaty,27.77,98
Farm_07608,FRM07608,Ogun,Soybean,Silt,3.89,75
Farm_07609,FRM07609,Bauchi,Maize,Chalky,12.83,76
Farm_07610,FRM07610,Kaduna,Rice,Clay,30.1,88
Farm_07611,FRM07611,Plateau,Rice,Chalky,18.48,83
Farm_07612,FRM07612,Plateau,Tomato,Loam,33.45,55
Farm_07613,FRM07613,Oyo,Tomato,Silt,22.64,44
Farm_07614,FRM07614,Plateau,Soybean,Peaty,35.98,52
Farm_07615,FRM07615,Oyo,Yam,Chalky,41.5,46
Farm_07616,FRM07616,Kano,Maize,Chalky,47.57,85
Farm_07617,FRM07617,Plateau,Rice,Chalky,31.92,69
Farm_07618,FRM07618,Enugu,Yam,Chalky,26.71,74
Farm_07619,FRM07619,Niger,Tomato,Loam,35.82,74
Farm_07620,FRM07620,Ogun,Millet,Sandy,6.94,56
Farm_07621,FRM07621,Benue,Cassava,Clay,5.9,79
Farm_07622,FRM07622,Kaduna,Rice,Peaty,37.13,89
Farm_07623,FRM07623,Oyo,Millet,Peaty,27.79,53
Farm_07624,FRM07624,Niger,Sorghum,Loam,38.06,88
Farm_07625,FRM07625,Kano,Yam,Clay,8.58,58
Farm_07626,FRM07626,Enugu,Sorghum,Silt,36.45,49
Farm_07627,FRM07627,Kano,Millet,Chalky,48.57,61
Farm_07628,FRM07628,Oyo,Soybean,Peaty,30.76,40
Farm_07629,FRM07629,Nasarawa,Rice,Peaty,23.54,99
Farm_07630,FRM07630,Kaduna,Cassava,Clay,1.98,74
Farm_07631,FRM07631,Kaduna,Maize,Peaty,44.22,82
Farm_07632,FRM07632,Plateau,Millet,Loam,3.18,95
Farm_07633,FRM07633,Kano,Rice,Clay,48.35,69
Farm_07634,FRM07634,Ogun,Yam,Loam,40.71,85
Farm_07635,FRM07635,Plateau,Cassava,Peaty,17.16,47
Farm_07636,FRM07636,Ogun,Sorghum,Clay,35.61,46
Farm_07637,FRM07637,Kano,Yam,Peaty,21.99,66
Farm_07638,FRM07638,Ogun,Soybean,Sandy,20.24,49
Farm_07639,FRM07639,Ogun,Cassava,Silt,27.7,60
Farm_07640,FRM07640,Ogun,Yam,Clay,12.57,51
Farm_07641,FRM07641,Ogun,Rice,Sandy,24.67,50
Farm_07642,FRM07642,Niger,Yam,Chalky,38.91,95
Farm_07643,FRM07643,Plateau,Yam,Chalky,39.05,91
Farm_07644,FRM07644,Benue,Millet,Silt,29.0,54
Farm_07645,FRM07645,Plateau,Maize,Peaty,46.43,94
Farm_07646,FRM07646,Plateau,Cassava,Loam,46.04,94
Farm_07647,FRM07647,Kaduna,Rice,Chalky,46.21,93
Farm_07648,FRM07648,Oyo,Tomato,Peaty,32.23,91
Farm_07649,FRM07649,Plateau,Tomato,Clay,47.33,94
Farm_07650,FRM07650,Enugu,Yam,Peaty,46.56,73
Farm_07651,FRM07651,Benue,Sorghum,Chalky,31.44,62
Farm_07652,FRM07652,Oyo,Soybean,Sandy,14.55,63
Farm_07653,FRM07653,Benue,Rice,Clay,49.45,42
Farm_07654,FRM07654,Kaduna,Millet,Loam,40.39,49
Farm_07655,FRM07655,Enugu,Maize,Silt,39.89,72
Farm_07656,FRM07656,Enugu,Maize,Peaty,27.55,58
Farm_07657,FRM07657,Kano,Sorghum,Sandy,23.9,78
Farm_07658,FRM07658,Nasarawa,Soybean,Clay,45.96,97
Farm_07659,FRM07659,Kano,Tomato,Sandy,2.78,61
Farm_07660,FRM07660,Kaduna,Rice,Loam,15.77,68
Farm_07661,FRM07661,Enugu,Maize,Silt,15.79,90
Farm_07662,FRM07662,Bauchi,Maize,Loam,18.26,71
Farm_07663,FRM07663,Nasarawa,Rice,Sandy,31.88,49
Farm_07664,FRM07664,Ogun,Soybean,Loam,40.58,66
Farm_07665,FRM07665,Plateau,Soybean,Loam,41.06,44
Farm_07666,FRM07666,Enugu,Soybean,Silt,46.23,52
Farm_07667,FRM07667,Niger,Millet,Clay,9.9,93
Farm_07668,FRM07668,Nasarawa,Rice,Peaty,18.79,76
Farm_07669,FRM07669,Niger,Sorghum,Chalky,4.43,63
Farm_07670,FRM07670,Kano,Sorghum,Silt,29.96,76
Farm_07671,FRM07671,Oyo,Rice,Chalky,36.45,40
Farm_07672,FRM07672,Enugu,Sorghum,Chalky,43.29,98
Farm_07673,FRM07673,Oyo,Tomato,Loam,33.8,83
Farm_07674,FRM07674,Bauchi,Rice,Clay,40.62,71
Farm_07675,FRM07675,Kano,Cassava,Chalky,35.73,75
Farm_07676,FRM07676,Plateau,Millet,Chalky,27.42,48
Farm_07677,FRM07677,Ogun,Yam,Clay,26.77,56
Farm_07678,FRM07678,Kaduna,Rice,Loam,17.56,59
Farm_07679,FRM07679,Ogun,Soybean,Sandy,46.71,46
Farm_07680,FRM07680,Oyo,Millet,Chalky,24.72,68
Farm_07681,FRM07681,Ogun,Tomato,Peaty,1.2,98
Farm_07682,FRM07682,Nasarawa,Rice,Loam,45.05,55
Farm_07683,FRM07683,Ogun,Sorghum,Clay,8.72,70
Farm_07684,FRM07684,Benue,Cassava,Sandy,15.26,98
Farm_07685,FRM07685,Bauchi,Millet,Loam,25.01,87
Farm_07686,FRM07686,Bauchi,Cassava,Silt,33.16,82
Farm_07687,FRM07687,Benue,Yam,Silt,22.13,43
Farm_07688,FRM07688,Plateau,Soybean,Chalky,43.33,87
Farm_07689,FRM07689,Kaduna,Rice,Chalky,49.77,60
Farm_07690,FRM07690,Bauchi,Sorghum,Chalky,49.4,69
Farm_07691,FRM07691,Ogun,Maize,Clay,13.26,61
Farm_07692,FRM07692,Plateau,Cassava,Sandy,49.91,50
Farm_07693,FRM07693,Nasarawa,Yam,Silt,17.0,44
Farm_07694,FRM07694,Enugu,Tomato,Loam,6.37,47
Farm_07695,FRM07695,Oyo,Rice,Chalky,25.42,59
Farm_07696,FRM07696,Benue,Millet,Loam,35.52,81
Farm_07697,FRM07697,Oyo,Rice,Loam,4.52,61
Farm_07698,FRM07698,Ogun,Cassava,Silt,27.38,64
Farm_07699,FRM07699,Oyo,Tomato,Clay,8.25,44
Farm_07700,FRM07700,Kano,Cassava,Loam,3.92,48
Farm_07701,FRM07701,Benue,Cassava,Clay,6.18,59
Farm_07702,FRM07702,Ogun,Millet,Sandy,4.68,81
Farm_07703,FRM07703,Plateau,Maize,Chalky,29.95,93
Farm_07704,FRM07704,Bauchi,Rice,Clay,4.19,58
Farm_07705,FRM07705,Niger,Maize,Peaty,17.34,74
Farm_07706,FRM07706,Enugu,Tomato,Loam,7.99,60
Farm_07707,FRM07707,Kaduna,Millet,Sandy,21.78,74
Farm_07708,FRM07708,Kano,Millet,Peaty,5.46,51
Farm_07709,FRM07709,Kano,Sorghum,Peaty,20.5,91
Farm_07710,FRM07710,Ogun,Maize,Clay,3.86,96
Farm_07711,FRM07711,Oyo,Yam,Sandy,25.06,55
Farm_07712,FRM07712,Nasarawa,Maize,Loam,4.52,62
Farm_07713,FRM07713,Plateau,Maize,Silt,14.01,66
Farm_07714,FRM07714,Enugu,Yam,Loam,34.8,66
Farm_07715,FRM07715,Ogun,Soybean,Loam,28.53,52
Farm_07716,FRM07716,Bauchi,Cassava,Clay,9.42,56
Farm_07717,FRM07717,Ogun,Yam,Sandy,17.62,84
Farm_07718,FRM07718,Ogun,Tomato,Peaty,31.08,71
Farm_07719,FRM07719,Niger,Yam,Silt,16.15,98
Farm_07720,FRM07720,Bauchi,Tomato,Silt,35.95,73
Farm_07721,FRM07721,Niger,Rice,Peaty,29.19,80
Farm_07722,FRM07722,Benue,Cassava,Clay,49.83,66
Farm_07723,FRM07723,Ogun,Soybean,Chalky,37.93,41
Farm_07724,FRM07724,Plateau,Sorghum,Clay,17.4,78
Farm_07725,FRM07725,Ogun,Sorghum,Sandy,36.0,69
Farm_07726,FRM07726,Enugu,Yam,Clay,2.06,51
Farm_07727,FRM07727,Benue,Tomato,Silt,48.57,84
Farm_07728,FRM07728,Nasarawa,Rice,Silt,37.03,49
Farm_07729,FRM07729,Kaduna,Yam,Sandy,26.52,58
Farm_07730,FRM07730,Plateau,Millet,Clay,7.64,56
Farm_07731,FRM07731,Nasarawa,Rice,Loam,47.27,55
Farm_07732,FRM07732,Niger,Maize,Clay,18.13,43
Farm_07733,FRM07733,Kano,Sorghum,Peaty,40.32,76
Farm_07734,FRM07734,Nasarawa,Millet,Loam,21.87,50
Farm_07735,FRM07735,Kaduna,Yam,Clay,21.28,86
Farm_07736,FRM07736,Nasarawa,Tomato,Peaty,11.18,42
Farm_07737,FRM07737,Ogun,Maize,Silt,10.45,50
Farm_07738,FRM07738,Oyo,Soybean,Clay,32.72,54
Farm_07739,FRM07739,Kaduna,Cassava,Clay,12.75,93
Farm_07740,FRM07740,Kano,Maize,Chalky,34.37,68
Farm_07741,FRM07741,Kano,Rice,Silt,45.39,42
Farm_07742,FRM07742,Niger,Rice,Chalky,2.32,72
Farm_07743,FRM07743,Benue,Yam,Loam,47.31,88
Farm_07744,FRM07744,Oyo,Soybean,Clay,31.72,59
Farm_07745,FRM07745,Oyo,Rice,Chalky,45.0,89
Farm_07746,FRM07746,Niger,Cassava,Sandy,9.11,83
Farm_07747,FRM07747,Kano,Sorghum,Sandy,13.07,80
Farm_07748,FRM07748,Niger,Soybean,Chalky,40.47,46
Farm_07749,FRM07749,Kano,Sorghum,Clay,3.52,46
Farm_07750,FRM07750,Kaduna,Soybean,Sandy,3.09,92
Farm_07751,FRM07751,Benue,Yam,Chalky,1.42,53
Farm_07752,FRM07752,Enugu,Tomato,Silt,5.48,55
Farm_07753,FRM07753,Oyo,Rice,Silt,24.63,83
Farm_07754,FRM07754,Ogun,Sorghum,Peaty,13.17,63
Farm_07755,FRM07755,Ogun,Yam,Silt,8.27,77
Farm_07756,FRM07756,Kano,Rice,Clay,3.02,88
Farm_07757,FRM07757,Plateau,Sorghum,Peaty,47.77,41
Farm_07758,FRM07758,Nasarawa,Cassava,Sandy,22.04,90
Farm_07759,FRM07759,Oyo,Millet,Peaty,36.81,92
Farm_07760,FRM07760,Plateau,Yam,Clay,34.04,44
Farm_07761,FRM07761,Oyo,Millet,Peaty,44.87,95
Farm_07762,FRM07762,Nasarawa,Cassava,Loam,46.95,44
Farm_07763,FRM07763,Ogun,Maize,Peaty,12.37,54
Farm_07764,FRM07764,Benue,Cassava,Loam,35.47,62
Farm_07765,FRM07765,Ogun,Rice,Sandy,12.17,83
Farm_07766,FRM07766,Nasarawa,Maize,Silt,4.7,91
Farm_07767,FRM07767,Nasarawa,Rice,Clay,35.94,79
Farm_07768,FRM07768,Plateau,Millet,Peaty,36.33,65
Farm_07769,FRM07769,Kaduna,Millet,Sandy,7.36,49
Farm_07770,FRM07770,Plateau,Rice,Peaty,16.48,67
Farm_07771,FRM07771,Nasarawa,Sorghum,Chalky,37.32,87
Farm_07772,FRM07772,Niger,Maize,Silt,26.15,57
Farm_07773,FRM07773,Benue,Rice,Silt,22.33,85
Farm_07774,FRM07774,Plateau,Millet,Loam,44.02,64
Farm_07775,FRM07775,Bauchi,Tomato,Chalky,39.39,74
Farm_07776,FRM07776,Enugu,Tomato,Silt,31.52,58
Farm_07777,FRM07777,Plateau,Maize,Chalky,33.21,69
Farm_07778,FRM07778,Ogun,Yam,Loam,3.22,70
Farm_07779,FRM07779,Bauchi,Tomato,Sandy,24.94,93
Farm_07780,FRM07780,Kaduna,Rice,Silt,17.02,69
Farm_07781,FRM07781,Kaduna,Cassava,Sandy,22.37,54
Farm_07782,FRM07782,Oyo,Cassava,Chalky,1.52,40
Farm_07783,FRM07783,Plateau,Rice,Silt,40.57,75
Farm_07784,FRM07784,Kano,Cassava,Sandy,46.97,53
Farm_07785,FRM07785,Oyo,Rice,Sandy,2.96,74
Farm_07786,FRM07786,Kaduna,Cassava,Clay,9.46,81
Farm_07787,FRM07787,Oyo,Yam,Peaty,36.68,72
Farm_07788,FRM07788,Oyo,Yam,Loam,12.22,95
Farm_07789,FRM07789,Nasarawa,Cassava,Loam,2.22,62
Farm_07790,FRM07790,Niger,Cassava,Peaty,11.89,40
Farm_07791,FRM07791,Kano,Sorghum,Silt,21.12,65
Farm_07792,FRM07792,Kaduna,Tomato,Sandy,24.49,75
Farm_07793,FRM07793,Kaduna,Tomato,Chalky,18.05,71
Farm_07794,FRM07794,Enugu,Yam,Chalky,2.45,94
Farm_07795,FRM07795,Enugu,Sorghum,Loam,25.68,56
Farm_07796,FRM07796,Ogun,Rice,Loam,3.74,79
Farm_07797,FRM07797,Ogun,Millet,Peaty,25.35,83
Farm_07798,FRM07798,Niger,Millet,Sandy,4.72,52
Farm_07799,FRM07799,Oyo,Tomato,Chalky,15.6,94
Farm_07800,FRM07800,Enugu,Rice,Clay,6.36,90
Farm_07801,FRM07801,Nasarawa,Yam,Sandy,11.44,71
Farm_07802,FRM07802,Kaduna,Millet,Peaty,30.62,51
Farm_07803,FRM07803,Plateau,Tomato,Loam,28.04,54
Farm_07804,FRM07804,Enugu,Soybean,Peaty,8.9,43
Farm_07805,FRM07805,Kano,Tomato,Loam,47.31,95
Farm_07806,FRM07806,Kano,Maize,Chalky,17.82,99
Farm_07807,FRM07807,Nasarawa,Cassava,Sandy,25.87,71
Farm_07808,FRM07808,Kaduna,Rice,Loam,37.42,63
Farm_07809,FRM07809,Kaduna,Millet,Peaty,35.53,95
Farm_07810,FRM07810,Kaduna,Maize,Loam,21.27,52
Farm_07811,FRM07811,Oyo,Maize,Sandy,6.91,48
Farm_07812,FRM07812,Kano,Tomato,Silt,8.11,44
Farm_07813,FRM07813,Nasarawa,Sorghum,Sandy,19.58,48
Farm_07814,FRM07814,Kaduna,Sorghum,Clay,31.31,85
Farm_07815,FRM07815,Bauchi,Tomato,Sandy,24.51,81
Farm_07816,FRM07816,Benue,Soybean,Chalky,22.85,87
Farm_07817,FRM07817,Nasarawa,Yam,Loam,29.99,82
Farm_07818,FRM07818,Enugu,Soybean,Silt,46.84,89
Farm_07819,FRM07819,Kaduna,Soybean,Loam,37.3,72
Farm_07820,FRM07820,Ogun,Yam,Clay,8.0,69
Farm_07821,FRM07821,Niger,Yam,Peaty,4.64,51
Farm_07822,FRM07822,Nasarawa,Rice,Clay,23.73,70
Farm_07823,FRM07823,Kaduna,Yam,Sandy,35.59,40
Farm_07824,FRM07824,Plateau,Cassava,Clay,24.43,87
Farm_07825,FRM07825,Kano,Maize,Peaty,22.14,75
Farm_07826,FRM07826,Oyo,Rice,Peaty,26.52,80
Farm_07827,FRM07827,Kaduna,Cassava,Silt,9.96,82
Farm_07828,FRM07828,Kaduna,Rice,Loam,7.68,72
Farm_07829,FRM07829,Nasarawa,Millet,Peaty,38.98,54
Farm_07830,FRM07830,Kano,Cassava,Chalky,11.57,74
Farm_07831,FRM07831,Nasarawa,Sorghum,Chalky,30.48,98
Farm_07832,FRM07832,Oyo,Maize,Sandy,22.97,81
Farm_07833,FRM07833,Kaduna,Cassava,Chalky,7.31,97
Farm_07834,FRM07834,Nasarawa,Yam,Chalky,34.28,43
Farm_07835,FRM07835,Kano,Millet,Silt,43.35,81
Farm_07836,FRM07836,Niger,Maize,Silt,49.75,72
Farm_07837,FRM07837,Enugu,Cassava,Sandy,15.01,78
Farm_07838,FRM07838,Nasarawa,Tomato,Loam,39.38,56
Farm_07839,FRM07839,Benue,Tomato,Loam,8.59,75
Farm_07840,FRM07840,Kano,Rice,Clay,1.6,42
Farm_07841,FRM07841,Oyo,Yam,Silt,13.34,89
Farm_07842,FRM07842,Enugu,Yam,Chalky,17.27,52
Farm_07843,FRM07843,Enugu,Tomato,Clay,42.22,68
Farm_07844,FRM07844,Oyo,Soybean,Sandy,38.7,68
Farm_07845,FRM07845,Kano,Maize,Sandy,10.84,44
Farm_07846,FRM07846,Niger,Soybean,Chalky,25.96,99
Farm_07847,FRM07847,Ogun,Rice,Sandy,19.38,47
Farm_07848,FRM07848,Nasarawa,Yam,Silt,12.09,62
Farm_07849,FRM07849,Niger,Millet,Sandy,49.54,81
Farm_07850,FRM07850,Oyo,Maize,Clay,19.1,40
Farm_07851,FRM07851,Nasarawa,Rice,Clay,6.54,98
Farm_07852,FRM07852,Oyo,Cassava,Clay,7.82,58
Farm_07853,FRM07853,Benue,Millet,Loam,2.36,76
Farm_07854,FRM07854,Niger,Cassava,Loam,27.98,68
Farm_07855,FRM07855,Kaduna,Sorghum,Loam,8.92,74
Farm_07856,FRM07856,Niger,Cassava,Peaty,39.68,85
Farm_07857,FRM07857,Ogun,Cassava,Peaty,35.93,70
Farm_07858,FRM07858,Bauchi,Tomato,Clay,8.3,84
Farm_07859,FRM07859,Niger,Rice,Loam,4.13,52
Farm_07860,FRM07860,Bauchi,Maize,Sandy,9.61,80
Farm_07861,FRM07861,Kaduna,Tomato,Silt,47.58,75
Farm_07862,FRM07862,Niger,Yam,Chalky,15.91,92
Farm_07863,FRM07863,Nasarawa,Rice,Sandy,27.07,44
Farm_07864,FRM07864,Benue,Yam,Chalky,41.8,57
Farm_07865,FRM07865,Benue,Tomato,Chalky,7.49,64
Farm_07866,FRM07866,Kano,Maize,Chalky,35.66,99
Farm_07867,FRM07867,Bauchi,Sorghum,Sandy,31.28,58
Farm_07868,FRM07868,Bauchi,Maize,Sandy,46.77,73
Farm_07869,FRM07869,Nasarawa,Tomato,Sandy,8.43,71
Farm_07870,FRM07870,Plateau,Millet,Peaty,34.74,85
Farm_07871,FRM07871,Nasarawa,Maize,Peaty,45.25,86
Farm_07872,FRM07872,Plateau,Maize,Clay,33.42,98
Farm_07873,FRM07873,Benue,Rice,Silt,27.46,53
Farm_07874,FRM07874,Kano,Maize,Chalky,39.69,80
Farm_07875,FRM07875,Benue,Yam,Peaty,37.52,97
Farm_07876,FRM07876,Benue,Millet,Sandy,26.16,62
Farm_07877,FRM07877,Benue,Tomato,Loam,5.39,53
Farm_07878,FRM07878,Plateau,Soybean,Chalky,5.18,43
Farm_07879,FRM07879,Benue,Yam,Chalky,7.56,45
Farm_07880,FRM07880,Kaduna,Rice,Loam,10.98,44
Farm_07881,FRM07881,Oyo,Sorghum,Chalky,25.86,69
Farm_07882,FRM07882,Niger,Maize,Chalky,47.63,97
Farm_07883,FRM07883,Benue,Tomato,Loam,12.18,54
Farm_07884,FRM07884,Niger,Yam,Peaty,4.6,61
Farm_07885,FRM07885,Niger,Cassava,Clay,7.4,81
Farm_07886,FRM07886,Oyo,Yam,Sandy,22.2,75
Farm_07887,FRM07887,Kaduna,Tomato,Sandy,37.89,48
Farm_07888,FRM07888,Niger,Sorghum,Loam,17.45,55
Farm_07889,FRM07889,Niger,Maize,Sandy,11.37,89
