farm_id,fertilizer,kg_used
Farm_07434,DAP,398.8
Farm_07435,NPK,378.6
Farm_07436,Urea,287.9
Farm_07437,DAP,318.4
Farm_07438,DAP,285.0
Farm_07439,NPK,292.4
Farm_07440,NPK,365.2
Farm_07441,NPK,64.3
Farm_07442,NPK,69.4
Farm_07443,Urea,196.8
Farm_07444,DAP,304.6
Farm_07445,DAP,200.5
Farm_07446,NPK,235.2
Farm_07447,NPK,122.0
Farm_07448,Urea,249.5
Farm_07449,DAP,293.3
Farm_07450,NPK,332.4
Farm_07451,Urea,399.1
Farm_07452,NPK,355.8
Farm_07453,NPK,397.3
Farm_07454,Urea,278.5
Farm_07455,Urea,228.6
Farm_07456,Urea,174.5
Farm_07457,NPK,339.7
Farm_07458,NPK,169.4
Farm_07459,Urea,397.6
Farm_07460,DAP,187.1
Farm_07461,Urea,38.7
Farm_07462,DAP,350.2
Farm_07463,Urea,259.5
Farm_07464,Urea,359.9
Farm_07465,NPK,62.7
Farm_07466,Urea,373.5
Farm_07467,NPK,221.8
Farm_07468,DAP,80.7
Farm_07469,DAP,346.7
Farm_07470,DAP,230.2
Farm_07471,NPK,380.2
Farm_07472,DAP,311.9
Farm_07473,DAP,372.0
Farm_07474,Urea,330.9
Farm_07475,NPK,390.4
Farm_07476,NPK,102.5
Farm_07477,DAP,309.7
Farm_07478,DAP,162.5
Farm_07479,DAP,386.8
Farm_07480,Urea,79.5
Farm_07481,Urea,26.2
Farm_07482,Urea,391.8
Farm_07483,DAP,96.1
Farm_07484,DAP,86.3
Farm_07485,DAP,150.6
Farm_07486,DAP,149.5
Farm_07487,DAP,381.0
Farm_07488,Urea,206.3
Farm_07489,NPK,67.7
Farm_07490,NPK,160.1
Farm_07491,DAP,111.4
Farm_07492,Urea,223.0
Farm_07493,Urea,333.0
Farm_07494,Urea,163.2
Farm_07495,Urea,397.8
Farm_07496,Urea,144.2
Farm_07497,DAP,93.0
Farm_07498,DAP,75.0
Farm_07499,DAP,182.7
Farm_07500,NPK,65.6
Farm_07501,Urea,120.9
Farm_07502,NPK,41.1
Farm_07503,DAP,201.7
Farm_07504,DAP,63.2
Farm_07505,NPK,378.6
Farm_07506,DAP,159.1
Farm_07507,DAP,71.5
Farm_07508,DAP,70.1
Farm_07509,NPK,292.0
Farm_07510,Urea,279.9
Farm_07511,DAP,250.9
Farm_07512,Urea,269.9
Farm_07513,NPK,102.0
Farm_07514,NPK,169.0
Farm_07515,DAP,70.1
Farm_07516,NPK,285.5
Farm_07517,Urea,87.7
Farm_07518,DAP,205.1
Farm_07519,Urea,150.2
Farm_07520,NPK,229.5
Farm_07521,Urea,205.1
Farm_07522,DAP,195.7
Farm_07523,Urea,78.5
Farm_07524,DAP,246.5
Farm_07525,NPK,141.1
Farm_07526,Urea,377.3
Farm_07527,Urea,287.9
Farm_07528,Urea,87.5
Farm_07529,Urea,54.6
Farm_07530,Urea,91.8
Farm_07531,NPK,394.2
Farm_07532,NPK,268.1
Farm_07533,NPK,99.4
Farm_07534,DAP,244.8
Farm_07535,NPK,290.7
Farm_07536,DAP,118.8
Farm_07537,Urea,302.4
Farm_07538,DAP,373.1
Farm_07539,DAP,144.2
Farm_07540,NPK,390.4
Farm_07541,Urea,166.4
Farm_07542,DAP,85.4
Farm_07543,Urea,294.7
Farm_07544,NPK,312.6
Farm_07545,Urea,238.0
Farm_07546,Urea,141.4
Farm_07547,NPK,295.8
Farm_07548,Urea,319.3
Farm_07549,NPK,316.0
Farm_07550,DAP,391.5
Farm_07551,DAP,380.0
Farm_07552,DAP,381.3
Farm_07553,Urea,355.4
Farm_07554,Urea,175.2
Farm_07555,NPK,288.3
Farm_07556,DAP,92.9
Farm_07557,Urea,204.2
Farm_07558,DAP,105.8
Farm_07559,NPK,385.0
Farm_07560,NPK,53.9
Farm_07561,NPK,48.3
Farm_07562,DAP,225.0
Farm_07563,DAP,346.0
Farm_07564,Urea,45.8
Farm_07565,NPK,162.1
Farm_07566,Urea,177.8
Farm_07567,Urea,296.6
Farm_07568,DAP,161.0
Farm_07569,NPK,154.2
Farm_07570,Urea,216.9
Farm_07571,Urea,108.6
Farm_07572,NPK,289.3
Farm_07573,DAP,369.9
Farm_07574,NPK,345.2
Farm_07575,NPK,215.8
Farm_07576,DAP,105.1
Farm_07577,NPK,200.9
Farm_07578,Urea,160.6
Farm_07579,NPK,381.3
Farm_07580,Urea,359.3
Farm_07581,DAP,163.5
Farm_07582,DAP,122.7
Farm_07583,Urea,259.3
Farm_07584,NPK,114.4
Farm_07585,DAP,330.0
Farm_07586,NPK,315.4
Farm_07587,Urea,239.3
Farm_07588,NPK,392.6
Farm_07589,DAP,231.8
Farm_07590,Urea,46.9
Farm_07591,Urea,300.7
Farm_07592,NPK,303.0
Farm_07593,Urea,333.4
Farm_07594,DAP,159.2
Farm_07595,DAP,258.5
Farm_07596,Urea,348.9
Farm_07597,Urea,344.2
Farm_07598,Urea,294.6
Farm_07599,NPK,181.4
Farm_07600,DAP,112.2
Farm_07601,Urea,236.9
Farm_07602,DAP,141.5
Farm_07603,NPK,162.9
Farm_07604,DAP,180.4
Farm_07605,Urea,31.6
Farm_07606,NPK,265.2
Farm_07607,DAP,250.0
Farm_07608,Urea,136.6
Farm_07609,DAP,241.6
Farm_07610,NPK,113.1
Farm_07611,DAP,257.1
Farm_07612,NPK,239.9
Farm_07613,NPK,307.6
Farm_07614,NPK,336.7
Farm_07615,Urea,181.3
Farm_07616,NPK,322.7
Farm_07617,Urea,333.5
Farm_07618,NPK,64.3
Farm_07619,DAP,191.2
Farm_07620,NPK,302.9
Farm_07621,Urea,111.6
Farm_07622,DAP,89.8
Farm_07623,Urea,224.2
Farm_07624,DAP,170.7
Farm_07625,NPK,254.1
Farm_07626,DAP,357.2
Farm_07627,Urea,109.8
Farm_07628,NPK,368.9
Farm_07629,Urea,79.5
Farm_07630,Urea,221.6
Farm_07631,Urea,384.5
Farm_07632,DAP,385.6
Farm_07633,DAP,79.0
Farm_07634,Urea,321.0
Farm_07635,DAP,313.9
Farm_07636,Urea,196.8
Farm_07637,Urea,270.8
Farm_07638,NPK,207.3
Farm_07639,NPK,282.8
Farm_07640,NPK,388.6
Farm_07641,Urea,135.2
Farm_07642,Urea,138.0
Farm_07643,Urea,332.7
Farm_07644,DAP,359.9
Farm_07645,Urea,112.2
Farm_07646,NPK,380.5
Farm_07647,DAP,352.6
Farm_07648,Urea,98.6
Farm_07649,Urea,80.6
Farm_07650,Urea,216.5
Farm_07651,DAP,389.2
Farm_07652,Urea,299.8
Farm_07653,NPK,228.3
Farm_07654,NPK,391.5
Farm_07655,DAP,394.1
Farm_07656,Urea,115.8
Farm_07657,DAP,347.1
Farm_07658,Urea,239.1
Farm_07659,NPK,392.8
Farm_07660,DAP,303.4
Farm_07661,Urea,215.5
Farm_07662,NPK,159.6
Farm_07663,NPK,184.8
Farm_07664,NPK,117.7
Farm_07665,NPK,369.7
Farm_07666,DAP,306.8
Farm_07667,DAP,63.0
Farm_07668,NPK,218.0
Farm_07669,DAP,396.0
Farm_07670,Urea,49.5
Farm_07671,DAP,263.1
Farm_07672,NPK,284.1
Farm_07673,NPK,298.6
Farm_07674,DAP,344.5
Farm_07675,Urea,187.1
Farm_07676,Urea,327.1
Farm_07677,DAP,216.4
Farm_07678,DAP,176.8
Farm_07679,DAP,158.4
Farm_07680,DAP,29.5
Farm_07681,Urea,90.5
Farm_07682,Urea,127.2
Farm_07683,Urea,160.5
Farm_07684,NPK,349.4
Farm_07685,DAP,147.8
Farm_07686,DAP,59.0
Farm_07687,NPK,383.7
Farm_07688,Urea,226.5
Farm_07689,DAP,97.6
Farm_07690,NPK,288.3
Farm_07691,DAP,108.2
Farm_07692,DAP,225.6
Farm_07693,Urea,284.5
Farm_07694,Urea,218.3
Farm_07695,DAP,229.2
Farm_07696,NPK,248.9
Farm_07697,NPK,270.1
Farm_07698,Urea,252.7
Farm_07699,DAP,224.3
Farm_07700,DAP,225.6
Farm_07701,NPK,356.8
Farm_07702,DAP,398.5
Farm_07703,NPK,220.1
Farm_07704,NPK,346.1
Farm_07705,NPK,93.8
Farm_07706,NPK,268.2
Farm_07707,NPK,202.7
Farm_07708,Urea,108.5
Farm_07709,NPK,20.4
Farm_07710,Urea,301.0
Farm_07711,NPK,22.6
Farm_07712,DAP,395.4
Farm_07713,Urea,193.5
Farm_07714,Urea,26.5
Farm_07715,Urea,48.4
Farm_07716,Urea,228.4
Farm_07717,DAP,374.2
Farm_07718,Urea,349.4
Farm_07719,DAP,21.9
Farm_07720,DAP,204.4
Farm_07721,NPK,236.9
Farm_07722,Urea,393.2
Farm_07723,DAP,338.9
Farm_07724,Urea,302.7
Farm_07725,Urea,172.9
Farm_07726,Urea,34.4
Farm_07727,DAP,81.2
Farm_07728,NPK,341.7
Farm_07729,DAP,165.1
Farm_07730,Urea,291.8
Farm_07731,NPK,294.6
Farm_07732,Urea,249.0
Farm_07733,Urea,343.4
Farm_07734,DAP,208.8
Farm_07735,DAP,303.9
Farm_07736,Urea,252.5
Farm_07737,NPK,53.3
Farm_07738,DAP,399.0
Farm_07739,Urea,127.2
Farm_07740,NPK,158.7
Farm_07741,NPK,272.0
Farm_07742,NPK,68.5
Farm_07743,Urea,195.7
Farm_07744,DAP,85.5
Farm_07745,Urea,284.4
Farm_07746,NPK,191.9
Farm_07747,Urea,24.9
Farm_07748,DAP,370.6
Farm_07749,DAP,125.5
Farm_07750,DAP,165.5
Farm_07751,NPK,192.3
Farm_07752,Urea,59.1
Farm_07753,DAP,203.7
Farm_07754,NPK,239.4
Farm_07755,NPK,228.7
Farm_07756,Urea,147.5
Farm_07757,DAP,133.1
Farm_07758,DAP,317.4
Farm_07759,DAP,179.1
Farm_07760,NPK,222.5
Farm_07761,Urea,216.9
Farm_07762,DAP,242.2
Farm_07763,NPK,114.7
Farm_07764,DAP,305.2
Farm_07765,Urea,372.0
Farm_07766,Urea,281.7
Farm_07767,DAP,172.3
Farm_07768,Urea,54.5
Farm_07769,DAP,362.1
Farm_07770,Urea,329.7
Farm_07771,NPK,396.6
Farm_07772,Urea,69.2
Farm_07773,DAP,204.9
Farm_07774,Urea,245.3
Farm_07775,Urea,200.3
Farm_07776,DAP,352.1
Farm_07777,Urea,197.2
Farm_07778,DAP,99.7
Farm_07779,NPK,279.5
Farm_07780,DAP,311.1
Farm_07781,Urea,315.8
Farm_07782,Urea,195.2
Farm_07783,NPK,27.3
Farm_07784,DAP,360.6
Farm_07785,NPK,51.5
Farm_07786,DAP,226.1
Farm_07787,DAP,113.2
Farm_07788,NPK,240.5
Farm_07789,NPK,172.9
Farm_07790,NPK,218.3
Farm_07791,Urea,399.5
Farm_07792,DAP,370.0
Farm_07793,NPK,182.0
Farm_07794,Urea,179.3
Farm_07795,Urea,199.3
Farm_07796,DAP,239.8
Farm_07797,DAP,154.1
Farm_07798,Urea,184.8
Farm_07799,DAP,271.5
Farm_07800,DAP,247.2
Farm_07801,DAP,63.6
Farm_07802,Urea,348.4
Farm_07803,DAP,249.7
Farm_07804,DAP,304.5
Farm_07805,DAP,173.8
Farm_07806,Urea,35.9
Farm_07807,DAP,370.8
Farm_07808,NPK,284.5
Farm_07809,Urea,254.3
Farm_07810,NPK,388.5
Farm_07811,Urea,340.9
Farm_07812,NPK,347.9
Farm_07813,DAP,147.2
Farm_07814,Urea,205.4
Farm_07815,Urea,237.7
Farm_07816,DAP,309.2
Farm_07817,NPK,156.9
Farm_07818,Urea,394.4
Farm_07819,Urea,56.3
Farm_07820,NPK,51.4
Farm_07821,DAP,340.2
Farm_07822,DAP,90.4
Farm_07823,NPK,328.2
Farm_07824,NPK,259.2
Farm_07825,NPK,137.3
Farm_07826,DAP,353.8
Farm_07827,DAP,381.9
Farm_07828,Urea,206.1
Farm_07829,NPK,160.9
Farm_07830,Urea,40.8
Farm_07831,DAP,373.0
Farm_07832,DAP,280.0
Farm_07833,NPK,160.9
Farm_07834,DAP,329.5
Farm_07835,DAP,20.6
Farm_07836,DAP,168.4
Farm_07837,Urea,160.5
Farm_07838,DAP,146.0
Farm_07839,NPK,179.1
Farm_07840,NPK,31.0
Farm_07841,NPK,219.6
Farm_07842,NPK,177.6
Farm_07843,DAP,389.1
Farm_07844,Urea,234.2
Farm_07845,DAP,103.2
Farm_07846,NPK,105.9
Farm_07847,Urea,90.9
Farm_07848,Urea,123.6
Farm_07849,NPK,115.3
Farm_07850,NPK,344.8
Farm_07851,Urea,345.9
Farm_07852,Urea,163.3
Farm_07853,Urea,197.2
Farm_07854,NPK,149.4
Farm_07855,Urea,45.0
Farm_07856,NPK,217.8
Farm_07857,NPK,231.7
Farm_07858,Urea,306.8
Farm_07859,DAP,234.2
Farm_07860,NPK,46.7
Farm_07861,Urea,50.3
Farm_07862,NPK,25.8
Farm_07863,DAP,53.6
Farm_07864,NPK,113.7
Farm_07865,DAP,145.8
Farm_07866,Urea,319.8
Farm_07867,DAP,325.7
Farm_07868,DAP,325.0
Farm_07869,Urea,147.2
Farm_07870,DAP,165.5
Farm_07871,DAP,392.0
Farm_07872,Urea,346.7
Farm_07873,DAP,393.1
Farm_07874,NPK,91.1
Farm_07875,DAP,185.2
Farm_07876,NPK,215.9
Farm_07877,NPK,369.7
Farm_07878,Urea,38.8
Farm_07879,Urea,394.5
Farm_07880,Urea,153.2
Farm_07881,NPK,58.2
Farm_07882,NPK,153.0
Farm_07883,DAP,388.0
Farm_07884,Urea,394.1
Farm_07885,Urea,135.9
Farm_07886,NPK,81.8
Farm_07887,DAP,98.0
Farm_07888,DAP,160.0
Farm_07889,DAP,111.7
Farm_07890,NPK,379.3
Farm_07891,Urea,236.7
Farm_07892,DAP,266.8
Farm_07893,NPK,360.1
Farm_07894,Urea,156.1
Farm_07895,NPK,178.5
Farm_07896,Urea,61.4
Farm_07897,NPK,303.8
Farm_07898,NPK,140.7
Farm_07899,NPK,312.8
Farm_07900,NPK,112.9
Farm_07901,NPK,159.2
Farm_07902,Urea,199.5
Farm_07903,Urea,197.4
Farm_07904,Urea,90.1
Farm_07905,DAP,290.8
Farm_07906,NPK,75.5
Farm_07907,NPK,176.8
Farm_07908,NPK,27.4
Farm_07909,Urea,105.6
Farm_07910,NPK,96.5
Farm_07911,DAP,233.8
Farm_07912,Urea,66.0
Farm_07913,DAP,50.3
Farm_07914,DAP,104.4
Farm_07915,NPK,367.0
Farm_07916,Urea,24.4
Farm_07917,Urea,87.0
Farm_07918,DAP,263.4
Farm_07919,DAP,173.0
Farm_07920,NPK,221.2
Farm_07921,Urea,78.1
Farm_07922,DAP,195.5
Farm_07923,DAP,301.9
Farm_07924,NPK,362.3
Farm_07925,DAP,215.6
Farm_07926,NPK,95.3
Farm_07927,DAP,228.7
Farm_07928,Urea,342.8
Farm_07929,NPK,350.8
Farm_07930,Urea,285.7
Farm_07931,NPK,128.7
Farm_07932,Urea,239.4
Farm_07933,DAP,71.3
Farm_07934,DAP,245.9
Farm_07935,NPK,21.8
Farm_07936,Urea,347.7
Farm_07937,DAP,263.7
Farm_07938,NPK,395.1
Farm_07939,DAP,176.8
Farm_07940,DAP,37.8
Farm_07941,DAP,32.3
Farm_07942,NPK,77.3
Farm_07943,NPK,275.5
Farm_07944,NPK,224.6
Farm_07945,DAP,219.6
Farm_07946,NPK,132.3
Farm_07947,NPK,359.4
Farm_07948,NPK,258.8
Farm_07949,DAP,308.1
Farm_07950,DAP,233.1
Farm_07951,Urea,297.0
Farm_07952,DAP,376.5
Farm_07953,NPK,310.2
Farm_07954,DAP,171.8
Farm_07955,NPK,57.3
Farm_07956,DAP,397.5
Farm_07957,NPK,56.8
Farm_07958,Urea,320.7
Farm_07959,Urea,217.0
Farm_07960,Urea,48.1
Farm_07961,NPK,217.7
Farm_07962,Urea,70.0
Farm_07963,NPK,209.9
Farm_07964,DAP,371.3
Farm_07965,Urea,386.7
Farm_07966,DAP,315.6
Farm_07967,Urea,59.3
Farm_07968,NPK,397.3
Farm_07969,DAP,82.6
Farm_07970,NPK,302.6
Farm_07971,NPK,108.4
Farm_07972,DAP,240.2
Farm_07973,DAP,334.2
Farm_07974,Urea,270.6
Farm_07975,DAP,72.5
Farm_07976,Urea,290.3
Farm_07977,Urea,198.2
Farm_07978,DAP,88.1
Farm_07979,DAP,114.0
Farm_07980,DAP,383.1
Farm_07981,DAP,253.0
Farm_07982,DAP,80.8
Farm_07983,Urea,25.0
Farm_07984,DAP,356.1
Farm_07985,NPK,28.9
Farm_07986,DAP,245.0
Farm_07987,NPK,163.6
Farm_07988,NPK,344.4
Farm_07989,Urea,155.1
Farm_07990,Urea,221.0
Farm_07991,NPK,206.5
Farm_07992,NPK,376.0
Farm_07993,NPK,258.2
Farm_07994,Urea,110.0
Farm_07995,Urea,109.3
Farm_07996,NPK,395.1
Farm_07997,NPK,272.1
Farm_07998,DAP,192.9
Farm_07999,DAP,143.1
Farm_08000,DAP,270.2
Farm_08001,DAP,284.0
Farm_08002,Urea,330.1
Farm_08003,DAP,386.8
Farm_08004,Urea,338.6
Farm_08005,DAP,258.1
Farm_08006,NPK,23.1
Farm_08007,DAP,373.9
Farm_08008,Urea,312.5
Farm_08009,Urea,48.3
Farm_08010,Urea,371.8
Farm_08011,NPK,234.3
Farm_08012,Urea,60.9
Farm_08013,DAP,47.4
Farm_08014,NPK,28.2
Farm_08015,Urea,264.5
Farm_08016,Urea,328.3
Farm_08017,Urea,234.9
Farm_08018,DAP,38.8
Farm_08019,DAP,201.7
Farm_08020,Urea,268.8
Farm_08021,NPK,298.6
Farm_08022,NPK,317.3
Farm_08023,DAP,384.4
Farm_08024,DAP,269.9
Farm_08025,Urea,359.1
Farm_08026,Urea,246.7
Farm_08027,Urea,191.6
Farm_08028,NPK,391.1
Farm_08029,NPK,105.7
Farm_08030,Urea,302.2
Farm_08031,DAP,23.3
Farm_08032,DAP,395.2
Farm_08033,NPK,160.3
Farm_08034,NPK,374.3
Farm_08035,NPK,299.1
Farm_08036,Urea,150.7
Farm_08037,DAP,248.9
Farm_08038,DAP,146.4
Farm_08039,NPK,372.8
Farm_08040,NPK,200.5
Farm_08041,NPK,352.6
Farm_08042,NPK,95.0
Farm_08043,Urea,362.6
Farm_08044,NPK,373.7
Farm_08045,DAP,268.1
Farm_08046,NPK,155.6
Farm_08047,NPK,30.3
Farm_08048,NPK,206.4
Farm_08049,Urea,25.6
Farm_08050,NPK,24.3
Farm_08051,NPK,163.0
Farm_08052,NPK,192.5
Farm_08053,NPK,219.3
Farm_08054,NPK,370.7
Farm_08055,DAP,294.5
Farm_08056,Urea,334.9
Farm_08057,NPK,175.3
Farm_08058,DAP,397.6
Farm_08059,NPK,399.9
Farm_08060,NPK,256.9
Farm_08061,NPK,393.7
Farm_08062,NPK,45.2
Farm_08063,NPK,161.3
Farm_08064,Urea,391.4
Farm_08065,NPK,50.6
Farm_08066,Urea,41.7
Farm_08067,NPK,63.0
Farm_08068,DAP,324.7
Farm_08069,DAP,97.2
Farm_08070,NPK,364.6
Farm_08071,Urea,109.5
Farm_08072,DAP,324.5
Farm_08073,Urea,331.4
Farm_08074,NPK,210.9
Farm_08075,NPK,111.2
Farm_08076,Urea,185.2
Farm_08077,NPK,270.9
Farm_08078,NPK,386.6
Farm_08079,Urea,74.2
Farm_08080,DAP,216.6
Farm_08081,DAP,65.3
Farm_08082,NPK,237.2
Farm_08083,Urea,344.5
Farm_08084,Urea,334.7
Farm_08085,DAP,187.0
Farm_08086,Urea,42.4
Farm_08087,NPK,134.1
Farm_08088,DAP,241.9
Farm_08089,Urea,346.7
Farm_08090,NPK,89.6
Farm_08091,NPK,267.3
Farm_08092,Urea,140.3
Farm_08093,NPK,125.0
Farm_08094,Urea,215.0
Farm_08095,Urea,289.9
Farm_08096,Urea,180.1
Farm_08097,DAP,200.4
Farm_08098,DAP,75.7
Farm_08099,Urea,89.6
Farm_08100,DAP,143.6
Farm_08101,DAP,120.4
Farm_08102,DAP,290.8
Farm_08103,Urea,178.7
Farm_08104,Urea,151.6
Farm_08105,DAP,198.3
Farm_08106,DAP,144.0
Farm_08107,Urea,74.3
Farm_08108,NPK,247.8
Farm_08109,NPK,267.1
Farm_08110,NPK,48.3
Farm_08111,NPK,88.3
Farm_08112,NPK,81.3
Farm_08113,DAP,259.0
Farm_08114,DAP,399.4
Farm_08115,NPK,269.3
Farm_08116,DAP,106.6
Farm_08117,Urea,29.3
Farm_08118,NPK,217.5
Farm_08119,Urea,346.5
Farm_08120,DAP,375.2
Farm_08121,Urea,75.1
Farm_08122,DAP,215.2
Farm_08123,Urea,301.3
Farm_08124,NPK,395.3
Farm_08125,NPK,97.5
Farm_08126,NPK,23.3
Farm_08127,NPK,256.7
Farm_08128,NPK,246.6
Farm_08129,NPK,100.1
Farm_08130,NPK,57.9
Farm_08131,Urea,57.7
Farm_08132,DAP,109.9
Farm_08133,Urea,235.3
Farm_08134,DAP,107.0
Farm_08135,DAP,386.2
Farm_08136,DAP,103.8
Farm_08137,DAP,193.1
Farm_08138,DAP,381.6
Farm_08139,NPK,264.0
Farm_08140,NPK,121.1
Farm_08141,DAP,218.1
Farm_08142,NPK,332.2
Farm_08143,NPK,373.2
Farm_08144,NPK,110.7
Farm_08145,Urea,232.1
Farm_08146,Urea,94.9
Farm_08147,NPK,343.8
Farm_08148,DAP,110.2
Farm_08149,Urea,366.4
Farm_08150,NPK,264.9
Farm_08151,Urea,194.7
Farm_08152,DAP,300.0
Farm_08153,Urea,33.8
Farm_08154,Urea,341.3
Farm_08155,Urea,326.8
Farm_08156,NPK,72.2
Farm_08157,NPK,127.1
Farm_08158,DAP,128.2
Farm_08159,Urea,232.4
Farm_08160,Urea,258.5
Farm_08161,Urea,115.8
Farm_08162,NPK,256.8
Farm_08163,DAP,221.4
Farm_08164,NPK,195.0
Farm_08165,NPK,146.6
Farm_08166,NPK,211.1
Farm_08167,NPK,198.3
Farm_08168,DAP,62.9
Farm_08169,Urea,112.1
Farm_08170,Urea,310.4
Farm_08171,DAP,253.7
Farm_08172,DAP,362.6
Farm_08173,DAP,384.7
Farm_08174,Urea,119.0
Farm_08175,DAP,318.5
Farm_08176,Urea,49.8
Farm_08177,NPK,271.0
Farm_08178,Urea,294.6
Farm_08179,DAP,59.9
Farm_08180,Urea,324.6
Farm_08181,NPK,111.9
Farm_08182,NPK,270.3
Farm_08183,DAP,168.7
Farm_08184,DAP,365.1
Farm_08185,NPK,261.1
Farm_08186,DAP,100.3
Farm_08187,DAP,281.9
Farm_08188,NPK,324.5
Farm_08189,NPK,353.8
Farm_08190,NPK,89.1
Farm_08191,NPK,160.4
Farm_08192,NPK,204.2
Farm_08193,Urea,172.2
Farm_08194,Urea,313.4
Farm_08195,NPK,172.4
Farm_08196,DAP,354.7
Farm_08197,DAP,387.8
Farm_08198,DAP,71.9
Farm_08199,NPK,247.4
Farm_08200,Urea,282.9
Farm_08201,DAP,58.4
Farm_08202,NPK,79.4
Farm_08203,Urea,234.4
Farm_08204,NPK,280.2
Farm_08205,NPK,164.5
Farm_08206,DAP,382.5
Farm_08207,DAP,280.9
Farm_08208,Urea,362.3
Farm_08209,DAP,153.1
Farm_08210,Urea,209.2
Farm_08211,NPK,239.3
Farm_08212,Urea,233.5
Farm_08213,NPK,135.0
Farm_08214,DAP,106.0
Farm_08215,NPK,133.1
Farm_08216,DAP,110.7
Farm_08217,NPK,318.6
Farm_08218,DAP,154.5
Farm_08219,NPK,223.8
Farm_08220,Urea,292.2
Farm_08221,DAP,230.0
Farm_08222,DAP,237.9
Farm_08223,DAP,117.8
Farm_08224,Urea,304.9
Farm_08225,DAP,203.1
Farm_08226,NPK,100.6
Farm_08227,NPK,275.1
Farm_08228,NPK,270.4
Farm_08229,NPK,73.2
Farm_08230,NPK,210.5
Farm_08231,Urea,295.7
Farm_08232,DAP,252.6
Farm_08233,Urea,126.5
Farm_08234,DAP,91.3
Farm_08235,NPK,322.0
Farm_08236,Urea,192.0
Farm_08237,DAP,130.5
Farm_08238,Urea,77.1
Farm_08239,DAP,60.9
Farm_08240,Urea,257.6
Farm_08241,NPK,48.1
Farm_08242,Urea,257.7
Farm_08243,Urea,205.3
Farm_08244,NPK,67.6
Farm_08245,Urea,351.3
Farm_08246,NPK,314.4
Farm_08247,DAP,196.9
Farm_08248,Urea,89.0
Farm_08249,NPK,155.1
Farm_08250,DAP,48.0
Farm_08251,Urea,46.8
Farm_08252,DAP,141.8
Farm_08253,Urea,349.0
Farm_08254,DAP,143.3
Farm_08255,NPK,361.0
Farm_08256,DAP,381.5
Farm_08257,DAP,294.9
Farm_08258,Urea,134.2
Farm_08259,DAP,50.2
Farm_08260,NPK,218.9
Farm_08261,NPK,37.9
Farm_08262,NPK,147.9
Farm_08263,NPK,74.8
Farm_08264,Urea,102.0
Farm_08265,NPK,148.8
Farm_08266,NPK,23.4
Farm_08267,DAP,92.9
Farm_08268,Urea,166.9
Farm_08269,NPK,250.7
Farm_08270,Urea,54.0
Farm_08271,DAP,79.0
Farm_08272,Urea,93.3
Farm_08273,DAP,323.0
Farm_08274,NPK,332.4
Farm_08275,DAP,46.6
Farm_08276,Urea,200.6
Farm_08277,Urea,318.2
Farm_08278,NPK,254.3
Farm_08279,Urea,392.1
Farm_08280,NPK,156.9
Farm_08281,DAP,173.1
Farm_08282,NPK,44.2
Farm_08283,DAP,131.8
Farm_08284,NPK,392.5
Farm_08285,DAP,347.4
Farm_08286,Urea,394.5
Farm_08287,NPK,149.4
Farm_08288,NPK,375.1
Farm_08289,NPK,269.2
Farm_08290,DAP,369.4
Farm_08291,NPK,377.6
Farm_08292,DAP,384.3
Farm_08293,DAP,159.6
Farm_08294,NPK,274.2
Farm_08295,NPK,127.9
Farm_08296,DAP,185.0
Farm_08297,DAP,300.9
Farm_08298,NPK,293.1
Farm_08299,Urea,288.7
Farm_08300,Urea,51.5
Farm_08301,Urea,116.4
Farm_08302,Urea,107.8
Farm_08303,DAP,105.6
Farm_08304,DAP,163.2
Farm_08305,NPK,284.6
Farm_08306,Urea,133.5
Farm_08307,DAP,258.6
Farm_08308,DAP,95.2
Farm_08309,DAP,99.0
Farm_08310,NPK,305.0
Farm_08311,Urea,161.7
Farm_08312,Urea,126.0
Farm_08313,NPK,348.3
Farm_08314,Urea,249.1
Farm_08315,DAP,321.1
Farm_08316,DAP,284.7
Farm_08317,NPK,76.8
Farm_08318,NPK,116.5
Farm_08319,Urea,302.7
Farm_08320,DAP,63.4
Farm_08321,Urea,171.5
Farm_08322,Urea,211.5
Farm_08323,Urea,379.6
Farm_08324,DAP,295.6
Farm_08325,DAP,399.7
Farm_08326,DAP,299.4
Farm_08327,NPK,215.8
Farm_08328,NPK,335.8
Farm_08329,Urea,313.0
Farm_08330,DAP,176.9
Farm_08331,NPK,387.9
Farm_08332,DAP,156.3
Farm_08333,NPK,124.3
Farm_08334,DAP,99.0
Farm_08335,Urea,263.2
Farm_08336,DAP,312.1
Farm_08337,Urea,218.9
Farm_08338,Urea,144.9
Farm_08339,DAP,398.6
Farm_08340,Urea,304.9
Farm_08341,DAP,309.7
Farm_08342,Urea,208.0
Farm_08343,NPK,65.9
Farm_08344,NPK,279.2
Farm_08345,NPK,328.0
Farm_08346,Urea,226.2
Farm_08347,DAP,239.6
Farm_08348,DAP,289.4
Farm_08349,DAP,225.7
Farm_08350,DAP,53.9
Farm_08351,DAP,330.5
Farm_08352,NPK,384.6
Farm_08353,NPK,339.9
Farm_08354,Urea,53.6
Farm_08355,DAP,149.4
Farm_08356,NPK,223.9
Farm_08357,NPK,365.6
Farm_08358,Urea,292.5
Farm_08359,Urea,212.1
Farm_08360,NPK,164.6
Farm_08361,Urea,307.8
Farm_08362,DAP,290.9
Farm_08363,Urea,246.0
Farm_08364,NPK,133.5
Farm_08365,DAP,346.7
