farm_id,soil,ph,nitrogen,phosphorus,potassium
Farm_08354,Silt,5.64,0.548,35.3,229.4
Farm_08355,Sandy,5.28,0.521,51.3,241.0
Farm_08356,Chalky,5.8,0.534,5.2,77.4
Farm_08357,Clay,5.96,0.064,31.8,139.3
Farm_08358,Silt,6.58,0.311,34.6,134.5
Farm_08359,Loam,5.28,0.138,26.5,88.4
Farm_08360,Clay,6.05,0.406,24.2,101.2
Farm_08361,Loam,7.04,0.32,22.5,172.9
Farm_08362,Chalky,5.6,0.357,45.3,108.5
Farm_08363,Sandy,5.87,0.547,52.9,241.6
Farm_08364,Loam,6.54,0.478,29.9,70.9
Farm_08365,Chalky,5.17,0.063,12.6,89.5
Farm_08366,Peaty,6.84,0.283,51.0,62.2
Farm_08367,Peaty,6.14,0.488,35.4,136.0
Farm_08368,Chalky,7.63,0.294,33.4,61.8
Farm_08369,Loam,5.06,0.117,51.9,125.1
Farm_08370,Sandy,5.54,0.538,17.8,169.9
Farm_08371,Silt,6.73,0.382,53.5,175.1
Farm_08372,Sandy,5.51,0.39,7.4,62.6
Farm_08373,Loam,5.44,0.167,51.1,174.8
Farm_08374,Loam,7.27,0.286,27.2,115.1
Farm_08375,Sandy,7.49,0.343,31.1,97.4
Farm_08376,Loam,6.63,0.501,11.3,85.0
Farm_08377,Chalky,5.81,0.447,9.8,130.1
Farm_08378,Chalky,7.01,0.338,11.8,90.1
Farm_08379,Chalky,6.71,0.48,48.2,173.4
Farm_08380,Clay,4.97,0.316,51.7,245.1
Farm_08381,Sandy,5.01,0.549,11.0,110.4
Farm_08382,Clay,6.04,0.367,9.7,221.2
Farm_08383,Clay,6.8,0.415,15.3,43.3
Farm_08384,Sandy,6.66,0.451,45.1,164.8
Farm_08385,Silt,6.89,0.501,38.0,179.9
Farm_08386,Clay,7.07,0.152,16.9,192.7
Farm_08387,Loam,7.78,0.539,22.3,198.6
Farm_08388,Chalky,6.71,0.109,24.4,152.0
Farm_08389,Silt,5.91,0.358,52.4,185.1
Farm_08390,Peaty,6.75,0.255,23.4,196.3
Farm_08391,Sandy,4.98,0.074,30.5,232.4
Farm_08392,Peaty,6.64,0.369,41.8,165.9
Farm_08393,Loam,5.63,0.505,15.2,191.7
Farm_08394,Peaty,6.53,0.1,14.3,63.4
Farm_08395,Sandy,6.84,0.205,17.0,211.1
Farm_08396,Peaty,5.56,0.312,49.5,82.0
Farm_08397,Chalky,6.63,0.413,22.4,91.6
Farm_08398,Chalky,5.06,0.46,26.8,48.5
Farm_08399,Clay,6.26,0.412,7.4,45.6
Farm_08400,Sandy,7.1,0.262,42.4,210.4
Farm_08401,Sandy,6.34,0.248,32.7,40.1
Farm_08402,Clay,6.07,0.152,8.0,201.6
Farm_08403,Sandy,4.96,0.435,38.6,108.6
Farm_08404,Silt,7.73,0.125,10.9,88.3
Farm_08405,Loam,5.67,0.591,9.6,241.7
Farm_08406,Chalky,6.1,0.574,33.1,70.8
Farm_08407,Clay,5.93,0.225,44.6,231.7
Farm_08408,Silt,6.67,0.132,52.1,107.1
Farm_08409,Peaty,7.04,0.583,29.9,179.0
Farm_08410,Sandy,7.69,0.573,7.3,166.1
Farm_08411,Sandy,4.83,0.257,25.3,90.4
Farm_08412,Loam,7.04,0.475,26.2,127.3
Farm_08413,Loam,7.1,0.313,25.8,206.7
Farm_08414,Sandy,7.4,0.541,36.0,204.0
Farm_08415,Peaty,5.75,0.263,6.3,134.2
Farm_08416,Peaty,7.15,0.519,48.5,216.3
Farm_08417,Chalky,7.73,0.376,21.9,247.0
Farm_08418,Loam,5.19,0.088,41.9,146.7
Farm_08419,Chalky,6.62,0.39,26.6,160.6
Farm_08420,Sandy,6.55,0.342,29.2,231.7
Farm_08421,Sandy,7.59,0.128,18.6,113.6
Farm_08422,Silt,6.29,0.103,38.0,239.4
Farm_08423,Loam,5.5,0.261,43.2,233.1
Farm_08424,Peaty,6.58,0.23,33.0,201.0
Farm_08425,Peaty,5.87,0.063,17.2,87.9
Farm_08426,Chalky,6.72,0.212,42.7,141.0
Farm_08427,Chalky,6.12,0.097,16.9,156.3
Farm_08428,Loam,4.85,0.103,14.9,94.7
Farm_08429,Loam,4.92,0.412,33.2,242.9
Farm_08430,Sandy,6.6,0.396,44.1,154.0
Farm_08431,Chalky,4.85,0.115,42.5,97.9
Farm_08432,Silt,5.7,0.086,54.0,248.4
Farm_08433,Silt,6.25,0.167,16.4,79.4
Farm_08434,Peaty,6.01,0.285,7.4,202.1
Farm_08435,Loam,6.09,0.058,17.0,141.9
Farm_08436,Chalky,7.42,0.565,49.4,107.9
Farm_08437,Silt,7.49,0.099,9.4,245.9
Farm_08438,Loam,5.52,0.29,17.3,179.4
Farm_08439,Peaty,5.13,0.253,35.9,212.4
Farm_08440,Peaty,5.41,0.506,10.1,68.7
Farm_08441,Clay,6.14,0.272,43.1,143.6
Farm_08442,Sandy,6.79,0.273,35.1,226.6
Farm_08443,Silt,6.42,0.448,28.0,97.1
Farm_08444,Peaty,5.53,0.24,8.8,202.2
Farm_08445,Chalky,5.09,0.594,42.2,210.5
Farm_08446,Sandy,5.09,0.359,54.3,82.9
Farm_08447,Sandy,7.3,0.373,32.2,75.5
Farm_08448,Peaty,6.6,0.054,11.0,49.1
Farm_08449,Loam,5.5,0.398,16.2,73.6
Farm_08450,Sandy,6.71,0.485,32.1,56.7
Farm_08451,Peaty,5.43,0.078,51.0,101.3
Farm_08452,Peaty,5.4,0.31,5.8,168.5
Farm_08453,Peaty,6.95,0.426,40.4,123.8
Farm_08454,Silt,6.74,0.385,8.4,209.2
Farm_08455,Clay,6.33,0.17,33.3,183.5
Farm_08456,Clay,5.63,0.094,9.8,53.2
Farm_08457,Loam,5.47,0.163,46.3,168.4
Farm_08458,Sandy,6.88,0.379,23.8,86.0
Farm_08459,Loam,5.37,0.546,5.5,228.3
Farm_08460,Sandy,5.78,0.41,54.3,223.1
Farm_08461,Clay,6.77,0.056,17.1,221.5
Farm_08462,Clay,6.74,0.299,46.2,49.3
Farm_08463,Sandy,6.41,0.114,29.8,209.7
Farm_08464,Sandy,7.45,0.206,24.9,97.9
Farm_08465,Sandy,6.83,0.051,41.0,224.3
Farm_08466,Clay,7.33,0.129,53.6,235.8
Farm_08467,Silt,5.94,0.401,51.0,114.9
Farm_08468,Silt,7.03,0.296,37.0,40.2
Farm_08469,Sandy,5.38,0.297,21.4,246.9
Farm_08470,Clay,7.44,0.391,19.4,184.3
Farm_08471,Loam,7.76,0.271,33.0,214.6
Farm_08472,Silt,5.97,0.122,12.0,176.6
Farm_08473,Sandy,4.98,0.375,27.9,91.0
Farm_08474,Loam,5.44,0.156,43.8,239.9
Farm_08475,Loam,6.09,0.066,28.6,55.3
Farm_08476,Sandy,7.57,0.182,19.6,215.0
Farm_08477,Sandy,7.16,0.05,11.8,124.4
Farm_08478,Peaty,4.81,0.193,47.6,217.6
Farm_08479,Peaty,5.13,0.331,12.1,47.4
Farm_08480,Loam,7.68,0.153,28.9,226.8
Farm_08481,Sandy,6.81,0.48,34.0,192.7
Farm_08482,Chalky,6.29,0.253,47.6,186.8
Farm_08483,Chalky,5.45,0.38,17.2,162.7
Farm_08484,Peaty,6.54,0.189,43.3,229.7
Farm_08485,Loam,6.12,0.289,45.2,116.2
Farm_08486,Loam,6.73,0.418,38.4,174.1
Farm_08487,Peaty,7.39,0.292,54.5,133.8
Farm_08488,Sandy,7.08,0.544,11.1,129.7
Farm_08489,Peaty,7.07,0.286,37.7,132.2
Farm_08490,Chalky,5.17,0.43,32.1,166.1
Farm_08491,Silt,7.64,0.55,13.2,183.0
Farm_08492,Sandy,4.98,0.275,45.2,54.2
Farm_08493,Peaty,4.92,0.24,5.6,242.9
Farm_08494,Loam,6.08,0.599,53.3,78.9
Farm_08495,Peaty,5.94,0.32,45.8,155.1
Farm_08496,Clay,7.73,0.431,16.8,145.6
Farm_08497,Peaty,7.19,0.563,49.6,178.1
Farm_08498,Clay,5.79,0.392,38.1,201.3
Farm_08499,Silt,7.25,0.31,13.0,247.7
Farm_08500,Peaty,6.8,0.576,30.0,104.2
Farm_08501,Sandy,5.27,0.391,50.3,219.7
Farm_08502,Sandy,6.9,0.151,37.8,65.2
Farm_08503,Silt,6.49,0.585,19.1,42.1
Farm_08504,Loam,7.38,0.407,38.8,87.2
Farm_08505,Clay,5.19,0.376,33.1,61.1
Farm_08506,Sandy,6.52,0.246,25.7,117.1
Farm_08507,Peaty,5.78,0.477,50.2,149.3
Farm_08508,Clay,5.5,0.367,23.5,61.5
Farm_08509,Peaty,7.55,0.082,28.0,112.1
Farm_08510,Chalky,7.12,0.242,16.7,155.1
Farm_08511,Silt,7.09,0.231,46.5,104.3
Farm_08512,Clay,7.52,0.416,9.7,133.8
Farm_08513,Chalky,5.86,0.21,17.0,183.4
Farm_08514,Silt,4.94,0.446,10.7,226.5
Farm_08515,Clay,7.42,0.403,31.2,144.0
Farm_08516,Silt,5.69,0.128,27.0,58.3
Farm_08517,Loam,6.61,0.237,32.1,145.0
Farm_08518,Silt,5.76,0.088,54.3,92.6
Farm_08519,Chalky,6.37,0.538,12.4,231.0
Farm_08520,Loam,5.41,0.549,40.4,102.0
Farm_08521,Chalky,6.72,0.521,49.7,213.5
Farm_08522,Sandy,4.81,0.489,49.7,187.2
Farm_08523,Silt,5.67,0.484,37.5,100.9
Farm_08524,Clay,7.33,0.272,54.7,145.1
Farm_08525,Loam,6.11,0.375,23.2,72.9
Farm_08526,Peaty,6.39,0.065,10.7,131.0
Farm_08527,Clay,6.91,0.39,51.7,213.0
Farm_08528,Peaty,6.2,0.493,18.1,180.0
Farm_08529,Sandy,6.02,0.119,13.5,127.3
Farm_08530,Chalky,7.1,0.124,39.3,67.7
Farm_08531,Peaty,6.08,0.288,31.1,60.4
Farm_08532,Clay,5.93,0.299,26.6,247.3
Farm_08533,Peaty,6.55,0.3,5.8,176.1
Farm_08534,Clay,7.03,0.449,33.5,183.3
Farm_08535,Loam,6.09,0.593,14.2,157.3
Farm_08536,Silt,4.82,0.372,32.0,249.4
Farm_08537,Silt,7.21,0.416,46.5,167.6
Farm_08538,Silt,5.2,0.062,7.2,127.1
Farm_08539,Peaty,7.73,0.575,5.3,48.0
Farm_08540,Silt,7.32,0.297,16.4,144.0
Farm_08541,Loam,6.5,0.077,10.2,163.7
Farm_08542,Clay,5.31,0.488,20.0,55.4
Farm_08543,Loam,7.58,0.48,45.5,197.2
Farm_08544,Sandy,5.32,0.387,17.2,127.6
Farm_08545,Loam,7.11,0.141,9.4,209.5
Farm_08546,Silt,5.66,0.162,15.1,177.6
Farm_08547,Sandy,6.7,0.232,19.1,178.0
Farm_08548,Sandy,7.69,0.382,42.8,199.6
Farm_08549,Silt,5.15,0.246,20.0,141.1
Farm_08550,Silt,5.82,0.556,40.0,87.3
Farm_08551,Clay,6.59,0.179,22.7,88.1
Farm_08552,Chalky,5.63,0.421,46.6,66.1
Farm_08553,Loam,5.45,0.561,41.5,194.7
Farm_08554,Silt,5.48,0.507,39.0,202.3
Farm_08555,Loam,5.81,0.486,50.5,131.7
Farm_08556,Silt,5.16,0.536,27.0,195.2
Farm_08557,Loam,7.54,0.183,14.5,139.1
Farm_08558,Chalky,6.47,0.367,52.7,154.1
Farm_08559,Silt,5.35,0.1,44.1,66.0
Farm_08560,Loam,7.32,0.412,24.1,196.7
Farm_08561,Peaty,6.03,0.51,39.6,43.0
Farm_08562,Peaty,7.71,0.282,50.7,41.7
Farm_08563,Clay,6.49,0.241,9.5,102.1
Farm_08564,Silt,6.16,0.114,32.6,133.7
Farm_08565,Loam,5.12,0.095,42.5,65.7
Farm_08566,Chalky,4.92,0.529,22.2,240.7
Farm_08567,Clay,7.22,0.369,36.1,243.4
Farm_08568,Loam,7.77,0.181,51.0,84.6
Farm_08569,Peaty,6.52,0.345,7.8,236.2
Farm_08570,Sandy,7.52,0.488,36.8,237.7
Farm_08571,Chalky,5.32,0.538,29.6,120.9
Farm_08572,Silt,5.53,0.396,16.1,59.1
Farm_08573,Peaty,6.68,0.264,39.6,132.3
Farm_08574,Clay,5.83,0.586,41.4,49.9
Farm_08575,Clay,6.72,0.321,14.4,202.2
Farm_08576,Sandy,5.61,0.564,25.5,98.1
Farm_08577,Peaty,4.95,0.463,12.3,84.1
Farm_08578,Peaty,6.4,0.518,48.2,118.1
Farm_08579,Chalky,5.68,0.169,16.6,123.9
Farm_08580,Silt,5.38,0.267,48.4,231.6
Farm_08581,Peaty,6.96,0.259,53.3,207.0
Farm_08582,Chalky,7.25,0.461,45.9,141.9
Farm_08583,Peaty,7.24,0.443,18.3,187.9
Farm_08584,Silt,6.2,0.309,54.3,235.1
Farm_08585,Silt,5.59,0.132,34.1,87.2
Farm_08586,Peaty,6.78,0.093,19.7,98.2
Farm_08587,Peaty,6.88,0.573,19.0,193.2
Farm_08588,Silt,7.53,0.276,39.6,218.4
Farm_08589,Peaty,7.53,0.481,53.9,89.0
Farm_08590,Chalky,5.58,0.347,41.8,130.5
Farm_08591,Chalky,7.47,0.219,41.2,215.5
Farm_08592,Peaty,4.95,0.473,37.7,50.8
Farm_08593,Sandy,5.21,0.234,24.4,239.7
Farm_08594,Sandy,7.08,0.576,52.2,226.9
Farm_08595,Clay,5.73,0.508,41.0,120.0
Farm_08596,Clay,6.17,0.566,44.2,94.4
Farm_08597,Silt,7.49,0.129,18.3,120.0
Farm_08598,Loam,6.45,0.576,21.9,101.2
Farm_08599,Loam,5.01,0.168,15.4,96.4
Farm_08600,Sandy,4.84,0.58,43.7,184.9
Farm_08601,Clay,7.04,0.324,23.4,247.9
Farm_08602,Peaty,6.28,0.428,45.2,178.3
Farm_08603,Chalky,5.18,0.074,37.3,209.8
Farm_08604,Sandy,6.1,0.397,26.0,108.8
Farm_08605,Sandy,7.47,0.568,35.1,160.3
Farm_08606,Silt,5.23,0.542,9.8,50.3
Farm_08607,Clay,7.09,0.089,23.8,244.2
Farm_08608,Peaty,4.92,0.52,47.0,57.6
Farm_08609,Chalky,4.93,0.489,31.9,244.0
Farm_08610,Chalky,5.19,0.335,10.5,246.6
Farm_08611,Chalky,7.73,0.167,40.9,184.6
Farm_08612,Clay,6.81,0.183,49.4,136.9
Farm_08613,Loam,7.31,0.227,10.1,205.0
Farm_08614,Sandy,6.2,0.462,24.0,197.7
Farm_08615,Chalky,5.54,0.594,12.1,127.2
Farm_08616,Peaty,7.64,0.49,55.0,96.7
Farm_08617,Peaty,7.16,0.178,25.6,182.0
Farm_08618,Sandy,6.55,0.583,53.5,79.4
Farm_08619,Sandy,5.08,0.111,49.2,174.1
Farm_08620,Peaty,5.73,0.309,9.7,120.3
Farm_08621,Peaty,5.7,0.245,17.3,227.6
Farm_08622,Peaty,5.81,0.267,51.8,220.6
Farm_08623,Peaty,7.21,0.276,30.6,44.9
Farm_08624,Silt,5.46,0.198,52.9,90.4
Farm_08625,Loam,6.8,0.352,49.9,117.8
Farm_08626,Silt,6.59,0.43,26.5,227.9
Farm_08627,Chalky,5.29,0.527,9.7,85.0
Farm_08628,Clay,7.6,0.289,42.3,148.7
Farm_08629,Peaty,5.89,0.352,36.8,178.5
Farm_08630,Peaty,5.04,0.061,49.5,76.1
Farm_08631,Peaty,7.15,0.358,33.9,166.4
Farm_08632,Sandy,5.21,0.161,48.1,45.6
Farm_08633,Clay,7.7,0.367,34.9,101.5
Farm_08634,Sandy,6.78,0.151,9.7,213.0
Farm_08635,Peaty,5.32,0.296,7.5,113.0
Farm_08636,Silt,5.68,0.458,23.5,244.1
Farm_08637,Loam,6.82,0.184,54.1,213.2
Farm_08638,Chalky,5.37,0.356,44.4,56.5
Farm_08639,Chalky,6.85,0.403,37.2,92.5
Farm_08640,Clay,7.03,0.498,50.7,240.1
Farm_08641,Chalky,5.36,0.519,34.7,241.2
Farm_08642,Loam,6.05,0.214,48.8,83.5
Farm_08643,Chalky,5.8,0.149,27.6,102.8
Farm_08644,Silt,7.11,0.263,45.0,80.5
Farm_08645,Loam,6.76,0.301,29.4,88.5
Farm_08646,Silt,6.45,0.288,8.2,223.7
Farm_08647,Silt,4.88,0.332,40.9,117.5
Farm_08648,Peaty,7.47,0.223,16.7,119.3
Farm_08649,Peaty,7.5,0.529,8.4,151.8
Farm_08650,Silt,6.2,0.419,12.2,133.9
Farm_08651,Sandy,4.99,0.099,33.6,187.8
Farm_08652,Sandy,7.38,0.245,53.7,244.6
Farm_08653,Clay,7.48,0.202,30.6,205.2
Farm_08654,Peaty,4.97,0.39,21.7,126.1
Farm_08655,Sandy,5.22,0.39,8.4,109.8
Farm_08656,Silt,5.82,0.181,51.6,62.9
Farm_08657,Silt,7.8,0.575,7.9,225.1
Farm_08658,Clay,5.0,0.19,8.1,144.0
Farm_08659,Sandy,5.7,0.449,27.2,96.6
Farm_08660,Clay,6.27,0.119,11.7,221.3
Farm_08661,Loam,6.07,0.425,21.4,222.8
Farm_08662,Peaty,5.63,0.293,25.9,232.8
Farm_08663,Clay,5.42,0.595,41.1,231.5
Farm_08664,Clay,5.8,0.249,18.4,146.1
Farm_08665,Chalky,5.64,0.382,39.7,88.6
Farm_08666,Sandy,5.68,0.073,19.3,165.6
Farm_08667,Sandy,7.67,0.247,38.5,51.9
Farm_08668,Chalky,5.52,0.24,28.8,175.5
Farm_08669,Silt,7.21,0.311,38.3,72.2
Farm_08670,Loam,6.41,0.086,54.3,83.3
Farm_08671,Silt,6.62,0.546,45.4,42.5
Farm_08672,Chalky,6.66,0.276,30.9,47.7
Farm_08673,Silt,6.53,0.483,52.2,220.4
Farm_08674,Clay,5.67,0.255,40.3,244.0
Farm_08675,Silt,7.59,0.501,22.1,196.0
Farm_08676,Clay,7.6,0.201,53.3,177.9
Farm_08677,Silt,5.37,0.572,48.0,236.0
Farm_08678,Clay,5.7,0.552,13.7,247.2
Farm_08679,Chalky,7.13,0.542,16.8,42.4
Farm_08680,Loam,6.77,0.333,48.7,203.4
Farm_08681,Sandy,4.88,0.406,49.1,180.8
Farm_08682,Sandy,7.15,0.435,53.4,121.7
Farm_08683,Clay,6.5,0.069,21.3,75.9
Farm_08684,Silt,5.68,0.423,32.6,129.2
Farm_08685,Sandy,6.34,0.517,19.8,88.6
Farm_08686,Chalky,6.11,0.28,5.2,184.2
Farm_08687,Sandy,4.98,0.281,31.5,84.5
Farm_08688,Clay,5.15,0.483,5.2,67.9
Farm_08689,Chalky,6.82,0.389,20.0,203.9
Farm_08690,Silt,6.1,0.362,30.3,243.5
Farm_08691,Silt,5.53,0.266,53.9,196.6
Farm_08692,Loam,4.91,0.282,11.3,91.1
Farm_08693,Clay,5.24,0.216,21.1,155.1
Farm_08694,Chalky,4.82,0.428,29.1,91.9
Farm_08695,Chalky,6.62,0.577,33.0,109.2
Farm_08696,Sandy,7.26,0.281,35.0,114.5
Farm_08697,Peaty,5.46,0.53,15.1,99.1
Farm_08698,Sandy,5.85,0.359,36.6,168.8
Farm_08699,Chalky,7.56,0.472,46.5,190.4
Farm_08700,Silt,6.94,0.404,16.7,166.4
Farm_08701,Loam,7.63,0.336,10.5,125.5
Farm_08702,Clay,6.59,0.516,15.0,147.0
Farm_08703,Peaty,5.94,0.135,33.4,192.0
Farm_08704,Clay,7.4,0.339,27.2,94.2
Farm_08705,Clay,5.13,0.244,24.0,165.5
Farm_08706,Silt,7.02,0.056,10.2,207.2
Farm_08707,Chalky,7.53,0.107,39.2,236.5
Farm_08708,Peaty,4.82,0.12,48.3,99.0
Farm_08709,Silt,5.67,0.189,22.2,205.8
Farm_08710,Peaty,7.77,0.438,47.8,45.5
Farm_08711,Silt,6.99,0.563,33.7,121.1
Farm_08712,Sandy,5.79,0.564,11.4,219.4
Farm_08713,Clay,5.98,0.247,29.9,235.2
Farm_08714,Loam,6.13,0.558,6.4,144.0
Farm_08715,Peaty,4.88,0.072,22.5,108.7
Farm_08716,Peaty,4.82,0.344,54.3,242.1
Farm_08717,Chalky,7.09,0.1,54.6,118.9
Farm_08718,Sandy,5.73,0.269,44.2,90.0
Farm_08719,Silt,7.05,0.26,12.2,234.7
Farm_08720,Peaty,5.6,0.409,32.2,210.7
Farm_08721,Peaty,7.6,0.156,42.4,214.6
Farm_08722,Chalky,7.61,0.24,20.6,176.3
Farm_08723,Sandy,5.39,0.352,47.5,127.7
Farm_08724,Chalky,7.58,0.452,8.9,140.1
Farm_08725,Loam,7.27,0.169,18.5,136.6
Farm_08726,Chalky,4.83,0.143,46.9,112.0
Farm_08727,Silt,6.84,0.56,52.4,201.8
Farm_08728,Peaty,6.47,0.535,23.8,138.9
Farm_08729,Loam,7.12,0.421,32.2,65.2
Farm_08730,Peaty,7.65,0.493,27.7,47.0
Farm_08731,Silt,5.02,0.154,22.7,216.2
Farm_08732,Silt,5.43,0.075,48.9,213.1
Farm_08733,Silt,4.9,0.255,21.3,239.1
Farm_08734,Silt,5.12,0.258,32.3,54.0
Farm_08735,Chalky,6.04,0.216,49.0,46.1
Farm_08736,Chalky,4.84,0.139,10.8,62.3
Farm_08737,Peaty,6.78,0.399,28.2,205.9
Farm_08738,Clay,5.59,0.493,54.5,200.9
Farm_08739,Loam,7.04,0.293,43.1,191.8
Farm_08740,Clay,5.14,0.507,40.5,243.3
Farm_08741,Silt,7.5,0.417,54.8,185.2
Farm_08742,Loam,6.7,0.332,19.7,166.0
Farm_08743,Clay,5.34,0.53,6.0,211.3
Farm_08744,Peaty,7.63,0.549,10.3,213.4
Farm_08745,Loam,7.7,0.072,36.3,163.3
Farm_08746,Clay,7.67,0.387,34.7,183.4
Farm_08747,Silt,7.26,0.099,46.3,170.2
Farm_08748,Silt,5.34,0.174,50.6,162.1
Farm_08749,Chalky,6.59,0.157,33.1,46.1
Farm_08750,Clay,6.64,0.427,6.3,98.1
Farm_08751,Chalky,7.0,0.074,31.7,70.0
Farm_08752,Peaty,7.74,0.44,37.5,91.3
Farm_08753,Loam,7.75,0.494,25.6,103.5
Farm_08754,Silt,7.25,0.337,6.3,248.1
Farm_08755,Silt,7.62,0.245,44.4,71.4
Farm_08756,Loam,6.11,0.549,54.1,151.7
Farm_08757,Loam,5.8,0.293,11.4,114.5
Farm_08758,Silt,7.49,0.361,34.7,65.0
Farm_08759,Sandy,6.42,0.355,42.8,70.5
Farm_08760,Peaty,6.24,0.34,44.6,171.9
Farm_08761,Clay,6.58,0.086,16.2,218.1
Farm_08762,Chalky,5.91,0.19,52.7,120.0
Farm_08763,Silt,6.9,0.585,43.6,237.3
Farm_08764,Clay,6.45,0.353,24.7,208.6
Farm_08765,Silt,5.45,0.463,21.0,153.7
Farm_08766,Peaty,6.5,0.472,49.2,229.5
Farm_08767,Peaty,5.41,0.399,45.4,144.8
Farm_08768,Sandy,4.92,0.487,5.4,88.5
Farm_08769,Peaty,7.12,0.479,52.1,83.5
Farm_08770,Loam,6.15,0.33,33.7,151.2
Farm_08771,Sandy,6.72,0.51,47.3,218.2
Farm_08772,Sandy,6.37,0.124,5.7,81.3
Farm_08773,Peaty,5.86,0.158,50.5,118.5
Farm_08774,Chalky,5.72,0.507,21.1,194.5
Farm_08775,Chalky,5.75,0.128,42.1,246.1
Farm_08776,Sandy,7.21,0.083,11.3,226.0
Farm_08777,Peaty,5.47,0.271,31.7,125.3
Farm_08778,Silt,6.72,0.304,51.2,225.3
Farm_08779,Loam,5.02,0.363,11.7,218.6
Farm_08780,Chalky,5.66,0.3,30.1,195.7
Farm_08781,Silt,7.45,0.07,15.6,231.6
Farm_08782,Clay,7.24,0.568,40.0,249.5
Farm_08783,Sandy,6.06,0.369,42.3,244.9
Farm_08784,Silt,5.95,0.193,13.7,226.8
Farm_08785,Clay,7.1,0.074,26.6,171.4
Farm_08786,Silt,6.47,0.108,33.3,193.6
Farm_08787,Clay,7.6,0.084,46.4,89.4
Farm_08788,Silt,5.41,0.426,17.1,113.5
Farm_08789,Sandy,6.78,0.554,18.4,143.5
Farm_08790,Chalky,5.66,0.411,38.1,61.4
Farm_08791,Peaty,7.67,0.23,53.5,89.8
Farm_08792,Clay,5.06,0.263,26.6,192.4
Farm_08793,Chalky,6.79,0.364,53.5,134.3
Farm_08794,Sandy,6.72,0.221,30.0,70.4
Farm_08795,Peaty,4.87,0.566,8.2,218.2
Farm_08796,Loam,5.85,0.296,21.0,218.4
Farm_08797,Sandy,7.19,0.208,41.4,113.2
Farm_08798,Silt,5.24,0.488,44.3,80.4
Farm_08799,Chalky,7.47,0.522,53.0,211.0
Farm_08800,Sandy,7.71,0.424,43.6,158.3
Farm_08801,Sandy,6.14,0.565,37.0,168.9
Farm_08802,Clay,5.87,0.227,33.1,234.8
Farm_08803,Chalky,5.12,0.217,39.5,174.0
Farm_08804,Sandy,5.48,0.482,30.8,102.6
Farm_08805,Sandy,7.28,0.324,20.9,46.9
Farm_08806,Sandy,7.53,0.467,8.1,70.0
Farm_08807,Loam,5.18,0.3,16.3,243.2
Farm_08808,Clay,6.58,0.092,44.2,72.7
Farm_08809,Clay,5.61,0.268,18.5,190.8
Farm_08810,Silt,7.27,0.174,13.8,198.5
Farm_08811,Sandy,7.24,0.123,46.5,237.4
Farm_08812,Clay,5.14,0.208,43.8,201.5
Farm_08813,Silt,5.52,0.126,18.9,59.8
Farm_08814,Peaty,6.39,0.362,31.8,101.3
Farm_08815,Silt,5.0,0.154,5.6,216.9
Farm_08816,Silt,6.11,0.375,13.4,199.9
Farm_08817,Chalky,7.62,0.428,11.4,58.5
Farm_08818,Sandy,7.38,0.411,40.2,80.9
Farm_08819,Loam,7.4,0.455,37.9,152.0
Farm_08820,Clay,5.64,0.37,51.7,187.2
Farm_08821,Loam,7.73,0.3,24.6,121.0
Farm_08822,Sandy,5.6,0.294,38.6,106.8
Farm_08823,Loam,4.86,0.484,18.1,56.1
Farm_08824,Sandy,5.25,0.221,49.8,227.3
Farm_08825,Loam,6.38,0.203,42.9,171.5
Farm_08826,Sandy,7.52,0.483,17.4,45.2
Farm_08827,Clay,6.17,0.206,26.1,181.1
Farm_08828,Sandy,6.78,0.543,48.5,173.5
Farm_08829,Sandy,6.52,0.444,42.9,79.4
Farm_08830,Loam,4.99,0.469,22.7,197.5
Farm_08831,Sandy,6.84,0.389,5.1,161.7
Farm_08832,Peaty,6.66,0.419,26.4,134.2
Farm_08833,Chalky,6.45,0.326,15.8,224.3
Farm_08834,Loam,7.3,0.568,5.4,113.5
Farm_08835,Silt,7.21,0.193,49.8,248.8
Farm_08836,Clay,5.54,0.229,23.3,203.5
Farm_08837,Peaty,7.44,0.456,34.8,206.0
Farm_08838,Chalky,7.78,0.567,7.1,84.6
Farm_08839,Chalky,5.52,0.598,7.4,58.1
Farm_08840,Sandy,6.01,0.22,27.9,192.3
Farm_08841,Clay,5.03,0.168,8.1,67.8
Farm_08842,Loam,6.82,0.182,30.2,247.5
Farm_08843,Peaty,5.94,0.544,42.0,194.3
Farm_08844,Sandy,6.62,0.062,48.6,226.3
Farm_08845,Chalky,7.53,0.157,26.6,185.6
Farm_08846,Sandy,6.14,0.246,40.8,40.8
Farm_08847,Chalky,5.74,0.432,46.4,164.1
Farm_08848,Chalky,6.07,0.081,41.0,121.8
Farm_08849,Clay,7.62,0.102,27.5,185.5
Farm_08850,Chalky,6.38,0.153,21.5,242.2
Farm_08851,Peaty,6.65,0.433,40.5,53.6
Farm_08852,Clay,6.33,0.407,35.0,74.6
Farm_08853,Silt,7.13,0.166,28.3,180.7
Farm_08854,Clay,6.39,0.436,42.0,171.0
Farm_08855,Sandy,6.19,0.269,29.9,116.6
Farm_08856,Clay,7.29,0.223,42.7,188.5
Farm_08857,Silt,5.28,0.135,25.1,215.5
Farm_08858,Peaty,4.98,0.059,17.8,103.0
Farm_08859,Silt,4.91,0.487,47.1,141.5
Farm_08860,Silt,5.46,0.286,22.9,75.1
